date,요일,배추_거래량(kg),배추_가격(원/kg),무_거래량(kg),무_가격(원/kg),양파_거래량(kg),양파_가격(원/kg),건고추_거래량(kg),건고추_가격(원/kg),마늘_거래량(kg),마늘_가격(원/kg),대파_거래량(kg),대파_가격(원/kg),얼갈이배추_거래량(kg),얼갈이배추_가격(원/kg),양배추_거래량(kg),양배추_가격(원/kg),깻잎_거래량(kg),깻잎_가격(원/kg),시금치_거래량(kg),시금치_가격(원/kg),미나리_거래량(kg),미나리_가격(원/kg),당근_거래량(kg),당근_가격(원/kg),파프리카_거래량(kg),파프리카_가격(원/kg),새송이_거래량(kg),새송이_가격(원/kg),팽이버섯_거래량(kg),팽이버섯_가격(원/kg),토마토_거래량(kg),토마토_가격(원/kg),청상추_거래량(kg),청상추_가격(원/kg),백다다기_거래량(kg),백다다기_가격(원/kg),애호박_거래량(kg),애호박_가격(원/kg),캠벨얼리_거래량(kg),캠벨얼리_가격(원/kg),샤인마스캇_거래량(kg),샤인마스캇_가격(원/kg)
2020-11-16,월요일,4118461.0,451.0,4153991.0,430.0,2024071.1,1164.0,1300.6,23347.0,144786.1,5305.0,781909.3,2534.0,389638.9,783.0,850025.8,952.0,114341.3,4974.0,283502.0,2215.0,108152.5,3882.0,464617.0,872.0,230471.8,2466.0,203959.9,2375.0,131738.2,1601.0,327153.0,2238.0,47560.4,2268.0,425604.2,1393.0,552795.8,1411.0,17504.0,3008.0,65792.6,11272.0
2020-11-17,화요일,3555614.2,464.0,3233920.5,391.0,1623348.4,1166.0,1352.6,17823.0,130910.5,5328.0,755366.8,2478.0,324424.5,717.0,645067.8,911.0,80261.5,4735.0,258000.4,2008.0,106661.0,3433.0,493320.0,801.0,169145.2,2424.0,173749.9,2277.0,134423.9,1621.0,252216.0,2075.0,48344.0,1987.0,261816.2,1492.0,356668.7,1350.0,6473.0,3532.0,59076.0,11013.0
2020-11-18,수요일,3167670.8,482.0,2904216.1,425.0,1715292.6,1184.0,890.0,21590.0,161977.3,5258.0,732731.4,2385.0,288523.5,694.0,601341.4,933.0,87931.2,4325.0,268052.2,1960.0,109295.2,3692.0,356476.0,795.0,191839.5,2354.0,168100.1,2239.0,118504.0,1588.0,240577.2,2097.0,51429.2,1711.0,280679.0,1468.0,398133.8,1297.0,12548.0,3477.0,55932.2,11340.0
2020-11-19,목요일,2965495.7,560.0,2356845.0,526.0,1381831.4,1150.0,892.0,21449.0,127562.2,5162.0,706226.2,2331.0,256162.3,639.0,567031.2,871.0,87609.3,3761.0,231960.8,1840.0,71680.7,4991.0,267266.2,797.0,168231.0,2178.0,158953.2,2126.0,130672.9,1519.0,208139.0,1960.0,52484.4,1361.0,262163.5,1395.0,280676.3,1247.0,5517.0,3034.0,50981.0,10905.0
2020-11-20,금요일,2089662.3,776.0,1685437.3,626.0,1251717.2,1134.0,831.4,22508.0,153540.8,4817.0,633202.0,2319.0,223639.5,590.0,460913.5,846.0,97081.8,3316.0,194878.6,1597.0,102047.3,4850.0,252173.5,807.0,271542.9,2059.0,166776.6,2057.0,139478.7,1471.0,255059.5,2015.0,53561.7,1085.0,275335.1,1310.0,390912.1,1201.0,5144.8,4859.0,48158.7,11059.0
2020-11-21,토요일,4081740.6,571.0,3393325.0,607.0,1423153.6,1205.0,702.6,19527.0,75639.8,5485.0,703324.0,2420.0,183455.9,641.0,527442.2,789.0,100836.1,2746.0,210876.0,1859.0,106988.2,6171.0,156396.8,816.0,165341.2,1846.0,177492.1,1948.0,125983.0,1356.0,256427.5,1767.0,48599.2,1021.0,278605.1,1282.0,270630.7,1183.0,4842.0,4897.0,51410.1,11381.0
2020-11-22,일요일,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-23,월요일,4639671.0,510.0,3714619.3,521.0,1960196.2,1184.0,471.2,19813.0,118919.7,5348.0,882669.9,2352.0,276877.3,834.0,770186.9,707.0,116766.7,3040.0,290824.7,2095.0,99796.9,5392.0,444762.6,865.0,237109.8,1846.0,188317.1,1986.0,128513.6,1423.0,333559.5,1955.0,42254.0,1495.0,361955.6,1382.0,404392.5,1310.0,7862.5,4310.0,58118.8,11259.0
2020-11-24,화요일,3730441.2,431.0,3026356.0,432.0,1750421.1,1197.0,1557.6,21334.0,133535.3,5060.0,818376.1,2203.0,268539.0,811.0,717472.7,635.0,77699.7,3112.0,272954.5,1983.0,96166.4,4546.0,381345.0,761.0,167466.6,1955.0,162576.0,1902.0,131924.4,1418.0,249027.5,1774.0,37883.0,1548.0,193486.6,1731.0,236459.0,1553.0,6420.0,4184.0,57541.2,11394.0
2020-11-25,수요일,3756735.5,449.0,2914341.0,400.0,1737923.9,1191.0,50092.4,17430.0,129699.5,5362.0,802249.3,1868.0,254026.5,737.0,739997.1,567.0,78667.6,2961.0,311333.8,1876.0,100159.7,5222.0,419148.0,831.0,213350.9,1788.0,151598.1,1921.0,119837.0,1395.0,224241.5,1951.0,40030.0,1434.0,248455.7,1821.0,320148.8,1569.0,3550.0,5341.0,63449.4,11287.0
2020-11-26,목요일,3862600.0,456.0,2875531.8,432.0,1448417.6,1176.0,8917.0,17606.0,136100.1,4609.0,720947.9,1881.0,265710.6,744.0,703927.6,492.0,69634.3,2936.0,257035.0,1708.0,92911.4,5560.0,365049.3,798.0,181455.7,1725.0,136766.2,1867.0,116130.6,1350.0,193012.5,1930.0,35590.1,1370.0,200040.7,1751.0,201479.6,1550.0,5577.5,4387.0,57267.0,11036.0
2020-11-27,금요일,4832433.0,553.0,3548580.9,468.0,1624905.9,1155.0,1198.0,22325.0,84271.2,5492.0,804273.8,1841.0,277075.7,748.0,628218.2,484.0,74276.6,3129.0,350714.5,1620.0,99338.8,7160.0,413363.9,792.0,234196.8,1668.0,157835.2,1834.0,129329.2,1294.0,281177.5,1847.0,37959.5,1323.0,243802.3,1911.0,312012.8,1571.0,7422.2,4353.0,63315.5,10942.0
2020-11-28,토요일,3719401.8,486.0,3251667.6,441.0,1501983.4,1196.0,1238.3,20439.0,135935.5,4401.0,802805.3,1710.0,256584.9,701.0,582297.5,470.0,71196.0,3569.0,290893.2,1458.0,106110.0,6440.0,256020.0,669.0,171354.6,1763.0,158803.4,1798.0,113838.5,1280.0,222879.5,1722.0,34090.4,1589.0,218906.3,1991.0,234312.7,1556.0,3641.0,3545.0,54805.6,10670.0
2020-11-29,일요일,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-11-30,월요일,3554050.5,433.0,2957666.8,350.0,2055798.5,1139.0,1821.4,19062.0,212092.3,5195.0,882335.2,1656.0,304240.4,805.0,732992.8,464.0,89599.1,4583.0,314539.7,1649.0,103917.7,6018.0,582584.4,777.0,250413.0,1851.0,188233.5,1855.0,135592.5,1292.0,300723.0,1898.0,37311.6,1963.0,335187.4,1965.0,465054.6,1601.0,5869.0,3773.0,56442.8,10793.0
2020-12-01,화요일,2409404.6,384.0,2032261.8,319.0,1832973.0,1136.0,806.8,21495.0,189026.0,4878.0,781620.4,1626.0,251020.0,726.0,697738.4,506.0,62590.2,5043.0,268672.3,1564.0,102163.7,4138.0,510227.0,737.0,144508.2,1941.0,158071.5,1760.0,123907.0,1253.0,218924.5,1741.0,38324.0,1988.0,174605.6,1779.0,229799.9,1742.0,6179.0,3926.0,53861.0,10692.0
2020-12-02,수요일,2101909.6,424.0,1502957.7,332.0,1684807.6,1148.0,864.7,20693.0,93272.7,4773.0,720840.0,1520.0,220091.0,741.0,689369.0,504.0,67481.8,4709.0,257068.7,1734.0,95673.5,4346.0,445898.0,743.0,177331.7,2086.0,156209.0,1743.0,126792.0,1259.0,226082.5,1753.0,34593.5,2350.0,187094.0,1856.0,319429.1,1855.0,2524.4,2645.0,55329.0,10919.0
2020-12-03,목요일,1999870.1,452.0,1746483.8,364.0,1545079.5,1141.0,990.4,22271.0,129697.2,4948.0,711691.0,1473.0,207838.0,701.0,848351.8,523.0,68895.3,4252.0,241839.2,1795.0,72124.2,4495.0,382312.0,729.0,145608.8,2346.0,135086.0,1668.0,121086.5,1220.0,160756.0,1833.0,35716.0,2020.0,133166.5,1923.0,210474.5,1835.0,2951.0,5460.0,55917.2,10277.0
2020-12-04,금요일,2780896.6,546.0,2256313.4,401.0,1581457.1,1127.0,1456.1,18299.0,90925.1,4682.0,689057.5,1543.0,204630.0,740.0,721712.0,481.0,71184.5,4326.0,263862.5,1925.0,101783.5,5257.0,411968.5,718.0,181547.3,2253.0,157416.0,1669.0,119065.5,1255.0,252048.5,1814.0,34563.0,2295.0,179998.2,2255.0,314321.7,1979.0,2387.0,4063.0,48082.6,10324.0
2020-12-05,토요일,2301403.5,499.0,1990950.8,369.0,1112404.6,1161.0,1655.8,13923.0,92523.2,5599.0,666051.3,1729.0,196433.0,779.0,649993.3,479.0,71252.1,4323.0,248381.2,1977.0,100359.0,5448.0,286273.0,681.0,132555.4,2337.0,151585.6,1727.0,139752.5,1305.0,190491.5,1730.0,33845.0,3068.0,171757.3,2421.0,210195.7,2002.0,3623.8,5972.0,44492.8,10428.0
2020-12-06,일요일,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-07,월요일,2491906.3,419.0,2087983.1,394.0,1704234.3,1075.0,1185.8,22830.0,102910.9,5121.0,787050.3,1726.0,239712.0,845.0,777006.0,461.0,87031.0,4723.0,328589.7,2017.0,92962.5,4601.0,526104.9,698.0,162883.5,2589.0,179271.6,1786.0,131616.0,1360.0,281396.5,1898.0,40833.6,3568.0,315252.6,2418.0,430474.4,2253.0,4608.5,5221.0,55487.2,10649.0
2020-12-08,화요일,1809895.9,429.0,1735391.4,389.0,1581772.0,1160.0,1131.4,14324.0,119044.0,5557.0,735143.9,1691.0,244489.5,834.0,687643.0,490.0,62671.2,5267.0,287759.4,1940.0,89114.0,4203.0,437955.0,702.0,140656.4,2532.0,174951.0,1794.0,131736.0,1373.0,226177.8,1829.0,38743.0,3281.0,199795.0,2285.0,243251.9,2205.0,4669.5,4241.0,47485.6,10661.0
2020-12-09,수요일,1504625.2,369.0,1531861.0,374.0,1338250.8,1157.0,59671.8,17175.0,82176.6,5251.0,597129.4,1592.0,246275.4,875.0,545070.0,476.0,63934.0,5700.0,292231.0,1878.0,78247.0,3661.0,312596.6,717.0,138060.7,2447.0,154478.7,1737.0,119610.9,1429.0,139766.0,1944.0,33706.0,2906.0,227299.7,2084.0,311691.7,2072.0,1965.0,3899.0,41851.5,10233.0
2020-12-10,목요일,1271225.1,421.0,916733.7,379.0,1596910.0,1140.0,12171.8,16421.0,95100.6,5049.0,560421.3,1592.0,216989.2,798.0,340322.5,469.0,64622.7,5357.0,290258.4,1791.0,64305.0,2949.0,348897.8,708.0,165011.5,2451.0,154918.5,1697.0,135351.3,1396.0,187782.0,1975.0,32068.0,2704.0,215297.7,1952.0,184190.6,2039.0,2339.0,2335.0,44572.8,10295.0
2020-12-11,금요일,1846148.6,459.0,1949041.2,349.0,1356633.0,1144.0,32668.8,17491.0,61460.8,4687.0,660144.3,1518.0,213599.6,792.0,589072.0,445.0,68439.8,5340.0,283131.8,1760.0,90087.0,3343.0,310114.2,723.0,163978.9,2509.0,153513.7,1741.0,126395.1,1424.0,213661.5,2041.0,32885.2,2724.0,258300.6,1924.0,287200.3,1980.0,3554.0,5820.0,42073.6,10146.0
2020-12-12,토요일,1606711.4,414.0,1473962.7,374.0,1144300.8,1154.0,387.6,17212.0,62945.0,5071.0,664743.3,1546.0,259069.0,700.0,539295.4,475.0,69271.7,5510.0,267801.9,1808.0,97506.1,3471.0,249413.0,708.0,127927.1,2537.0,156795.0,1756.0,135386.5,1437.0,188853.5,1897.0,37779.2,2984.0,259726.0,1777.0,189544.4,2110.0,2547.0,5587.0,46944.5,10462.0
2020-12-13,일요일,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-14,월요일,1616640.0,402.0,1762261.7,385.0,1625685.1,1161.0,361.0,17033.0,90775.5,5343.0,738842.5,1704.0,283496.3,756.0,714293.3,545.0,91610.9,5940.0,323947.2,1979.0,85934.0,3917.0,480493.2,788.0,149283.5,2827.0,185512.2,1765.0,139653.0,1545.0,292221.5,2015.0,40218.0,3335.0,415958.6,1742.0,458191.3,2189.0,5171.0,3971.0,45470.2,10310.0
2020-12-15,화요일,853897.4,397.0,1178207.7,401.0,1303852.9,1165.0,2462.3,13011.0,99855.5,5192.0,637039.1,1805.0,175002.5,768.0,432183.0,701.0,64707.9,6056.0,249523.6,2093.0,81646.0,3133.0,329649.0,795.0,108705.9,2990.0,165812.0,1772.0,131783.0,1568.0,208651.5,1953.0,36508.0,3335.0,193969.5,1614.0,245630.0,2293.0,1752.3,3492.0,34236.6,10403.0
2020-12-16,수요일,480593.7,520.0,954151.5,419.0,1370305.6,1167.0,423.0,18353.0,73466.5,5130.0,641299.4,1688.0,161574.0,781.0,365147.0,750.0,65690.0,5651.0,248290.2,2073.0,77474.7,2680.0,264398.1,767.0,169326.7,2783.0,167417.0,1791.0,136355.0,1655.0,146196.5,2093.0,34810.6,2724.0,256593.2,1526.0,324844.6,2092.0,312.0,1500.0,37537.4,9891.0
2020-12-17,목요일,467021.1,418.0,766018.8,461.0,1208438.8,1135.0,397.0,18972.0,100678.3,4612.0,568975.8,1750.0,183083.5,723.0,564252.0,621.0,61738.6,5208.0,235901.0,2066.0,48370.0,2299.0,220685.6,812.0,140760.5,2825.0,136551.0,1802.0,125247.8,1753.0,160398.0,1989.0,32187.2,2623.0,162737.0,1485.0,175497.2,2108.0,1473.0,4185.0,34581.9,10406.0
2020-12-18,금요일,799981.4,586.0,1061687.0,450.0,1377875.8,1257.0,565.2,17529.0,64825.0,4985.0,595408.6,1686.0,198223.5,748.0,530699.3,653.0,64255.9,5498.0,234572.1,2135.0,77674.5,2746.0,285899.7,855.0,159817.0,2955.0,148941.7,1827.0,125926.1,1844.0,261396.5,2020.0,32419.5,2938.0,242167.6,1536.0,284448.1,2132.0,3884.6,3648.0,39807.2,10227.0
2020-12-19,토요일,643176.5,478.0,1229239.6,463.0,1091116.0,1145.0,600.4,17395.0,115534.4,5125.0,592645.0,1889.0,167584.5,889.0,600929.5,625.0,65494.5,6518.0,224005.9,2283.0,61202.0,3742.0,261122.6,874.0,122796.8,2874.0,160929.2,2010.0,136991.4,1843.0,174871.5,1978.0,33279.0,3998.0,201497.7,1727.0,195324.2,2223.0,772.2,2264.0,36311.5,10378.0
2020-12-20,일요일,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-21,월요일,1410380.0,382.0,1692355.6,546.0,1713578.7,1176.0,336.0,15732.0,69432.0,4777.0,822195.7,1763.0,224197.5,1040.0,965851.3,549.0,84378.7,7590.0,351152.6,2353.0,77364.2,4219.0,583380.8,875.0,134720.3,3044.0,185990.0,2154.0,157679.6,2013.0,299492.5,2128.0,40210.0,3915.0,347911.0,1981.0,447340.6,2353.0,1101.0,3260.0,57738.1,10519.0
2020-12-22,화요일,1138784.6,536.0,1579183.1,534.0,1656837.2,1218.0,959.2,13169.0,88509.6,5467.0,701575.5,1701.0,216682.5,1054.0,758603.0,547.0,60353.1,8001.0,308844.0,2361.0,80203.5,4367.0,473400.0,803.0,110994.8,3680.0,174183.5,2167.0,126631.0,2127.0,176196.5,2111.0,35638.0,3337.0,178696.0,2198.0,236895.7,2447.0,882.0,1731.0,50231.5,10309.0
2020-12-23,수요일,1134505.8,349.0,1793082.5,492.0,1645474.6,1212.0,149495.0,15850.0,90714.4,5213.0,709487.9,1690.0,270899.2,927.0,759304.6,541.0,66193.9,7823.0,313731.6,2330.0,21533.5,3245.0,369606.0,865.0,173856.0,3701.0,165149.3,2240.0,139369.9,2102.0,184133.5,2126.0,34341.2,3233.0,197493.3,2289.0,318878.1,2408.0,339.0,1993.0,58878.6,10278.0
2020-12-24,목요일,871832.2,390.0,1563692.4,478.0,1721765.5,1222.0,717.5,19122.0,87423.8,5266.0,693397.5,1723.0,271123.2,850.0,654427.6,534.0,66743.8,7289.0,314250.2,2295.0,77365.0,3391.0,349286.8,840.0,134056.7,3658.0,161687.4,2292.0,142444.7,2004.0,171172.0,2216.0,32130.0,3569.0,182926.7,2305.0,184998.3,2410.0,1030.0,2243.0,55865.3,10376.0
2020-12-25,금요일,943971.2,333.0,1423347.3,454.0,1523574.4,1200.0,1467.5,8857.0,93215.4,5251.0,736458.7,1629.0,276881.4,818.0,563731.6,562.0,66354.1,7864.0,327727.5,2245.0,86723.2,3437.0,304113.8,860.0,114924.1,3901.0,166682.5,2273.0,125305.6,2001.0,233971.0,2117.0,35472.0,4073.0,190988.7,2413.0,285452.8,2397.0,753.0,2145.0,49746.8,10351.0
2020-12-26,토요일,490145.7,450.0,926675.2,465.0,1108960.4,1240.0,392.0,24170.0,52189.0,5272.0,727592.7,1627.0,208753.9,752.0,485192.1,581.0,62588.8,9601.0,167262.6,2278.0,19000.7,3004.0,161830.6,872.0,74506.5,4824.0,174985.0,2406.0,125181.0,2063.0,153642.5,2058.0,40053.2,4264.0,196563.0,2379.0,181637.5,2436.0,435.0,2195.0,42092.0,10511.0
2020-12-27,일요일,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-12-28,월요일,887951.6,428.0,1680000.2,465.0,1871624.8,1240.0,2227.4,16181.0,77577.5,5016.0,866740.8,1662.0,345275.1,807.0,778005.9,634.0,94070.1,11270.0,362997.1,2351.0,80710.2,3831.0,449461.8,856.0,165924.6,5179.0,188226.5,2552.0,141300.0,2429.0,306120.0,2173.0,47028.5,4475.0,348977.8,2578.0,447976.2,2627.0,1152.0,2986.0,65322.3,10642.0
2020-12-29,화요일,701531.2,417.0,1017670.1,497.0,1592473.0,1226.0,1164.2,19300.0,116914.0,4617.0,807990.3,1652.0,252089.0,755.0,680269.3,662.0,77720.4,10487.0,304500.9,2377.0,79427.3,3887.0,294035.0,838.0,132980.1,5253.0,185855.5,2533.0,126223.0,2513.0,191763.0,2214.0,42638.0,4176.0,186425.0,2711.0,250193.0,2656.0,649.0,3496.0,49780.4,10709.0
2020-12-30,수요일,1034279.0,482.0,969468.3,510.0,1211665.8,1214.0,104206.0,15624.0,80071.4,5105.0,786377.7,1817.0,239402.1,985.0,638137.6,774.0,87306.9,11093.0,317801.6,2807.0,69245.2,4704.0,275854.2,940.0,227190.2,4692.0,192152.8,2634.0,146566.6,2665.0,212778.0,2124.0,44000.0,4903.0,221678.8,3294.0,317787.4,2710.0,4174.0,3693.0,56266.3,10893.0
2020-12-31,목요일,288852.9,545.0,816313.9,533.0,1044007.0,1220.0,18453.1,15791.0,136498.8,5228.0,809247.3,1752.0,159761.1,897.0,465490.4,720.0,90104.1,9655.0,207327.8,2638.0,83306.6,3145.0,292683.0,837.0,127397.0,3999.0,209888.7,2319.0,154934.3,2284.0,283692.0,1919.0,47581.9,4179.0,257055.2,2746.0,231467.8,2476.0,276.0,2522.0,51595.9,10474.0
2021-01-01,금요일,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-02,토요일,24401.5,389.0,21461.0,560.0,20606.0,1058.0,231.0,23147.0,2408.0,5130.0,27859.0,2384.0,746.0,1006.0,23734.0,744.0,4079.5,13150.0,9920.0,2643.0,7033.0,1614.0,2785.0,823.0,7849.0,4885.0,12431.0,2365.0,10077.0,2244.0,25290.0,1915.0,8447.0,4652.0,1490.0,2491.0,20982.0,2686.0,0.0,0.0,1820.0,11574.0
2021-01-03,일요일,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-01-04,월요일,859651.8,441.0,1665261.7,543.0,1823037.4,1267.0,88.6,16823.0,121200.4,5426.0,874594.6,2203.0,332665.5,1019.0,1099803.1,695.0,112324.7,9502.0,374131.6,2966.0,79020.5,3510.0,559058.8,1022.0,150290.6,4515.0,243988.0,2194.0,163626.0,2422.0,393979.0,2098.0,53362.0,4343.0,541870.0,2315.0,475498.9,2738.0,210.0,2602.0,50446.2,11392.0
2021-01-05,화요일,889332.2,412.0,1647835.5,571.0,1513826.0,1330.0,975.6,12232.0,125712.0,5147.0,765322.2,2241.0,240676.5,1067.0,871244.6,787.0,69850.2,11129.0,295523.2,3112.0,74112.0,3965.0,585675.0,929.0,89124.0,5516.0,207724.0,2193.0,143724.0,2331.0,228576.5,2092.0,38555.0,5138.0,179409.0,2530.0,225711.5,2971.0,570.0,2340.0,37233.4,12072.0
