,date,요일,대파_거래량(kg),대파_가격(원/kg),깻잎_거래량(kg),깻잎_가격(원/kg),팽이버섯_거래량(kg),팽이버섯_가격(원/kg),토마토_거래량(kg),토마토_가격(원/kg),캠벨얼리_거래량(kg),캠벨얼리_가격(원/kg),월,년,계절,대파_거래량의_1주전_평균,대파_가격의_1주전_평균,대파_거래량의_2주전_평균,대파_가격의_2주전_평균,팽이버섯_거래량의_1주전_평균,팽이버섯_가격의_1주전_평균,팽이버섯_거래량의_2주전_평균,팽이버섯_가격의_2주전_평균,깻잎_거래량의_1주전_평균,깻잎_가격의_1주전_평균,깻잎_거래량의_2주전_평균,깻잎_가격의_2주전_평균,캠벨얼리_거래량의_1주전_평균,캠벨얼리_가격의_1주전_평균,캠벨얼리_거래량의_2주전_평균,캠벨얼리_가격의_2주전_평균,토마토_거래량의_1주전_평균,토마토_가격의_1주전_평균,토마토_거래량의_2주전_평균,토마토_가격의_2주전_평균
11,2016-01-12,화요일,773384.3,1321.0,67584.4,5263.0,150776.0,1323.0,170969.0,2281.0,920.0,3072.0,1,2016,0,807653.5499999999,1586.1666666666667,773384.3,1321.0,152121.91666666666,1513.0,150776.0,1323.0,84892.78333333334,7523.333333333333,67584.4,5263.0,5061.766666666666,3226.8333333333335,920.0,3072.0,183248.80000000002,1967.5,170969.0,2281.0
12,2016-01-13,수요일,657071.5,1263.0,61144.8,5302.0,133402.0,1272.0,162336.0,2488.0,2674.8,2261.0,1,2016,0,807653.5499999999,1586.1666666666667,657071.5,1263.0,152121.91666666666,1513.0,133402.0,1272.0,84892.78333333334,7523.333333333333,61144.8,5302.0,5061.766666666666,3226.8333333333335,2674.8,2261.0,183248.80000000002,1967.5,162336.0,2488.0
13,2016-01-14,목요일,583850.6,1361.0,64268.3,5283.0,135709.1,1337.0,103103.0,2344.0,1840.4,2567.0,1,2016,0,807653.5499999999,1586.1666666666667,583850.6,1361.0,152121.91666666666,1513.0,135709.1,1337.0,84892.78333333334,7523.333333333333,64268.3,5283.0,5061.766666666666,3226.8333333333335,1840.4,2567.0,183248.80000000002,1967.5,103103.0,2344.0
14,2016-01-15,금요일,678290.4,1335.0,69141.1,5251.0,134537.2,1379.0,180422.8,2436.0,836.4,6504.0,1,2016,0,807653.5499999999,1586.1666666666667,678290.4,1335.0,152121.91666666666,1513.0,134537.2,1379.0,84892.78333333334,7523.333333333333,69141.1,5251.0,5061.766666666666,3226.8333333333335,836.4,6504.0,183248.80000000002,1967.5,180422.8,2436.0
15,2016-01-16,토요일,611784.6,1339.0,71171.3,5391.0,129197.5,1399.0,146096.4,2473.0,1355.0,1531.0,1,2016,0,807653.5499999999,1586.1666666666667,611784.6,1339.0,152121.91666666666,1513.0,129197.5,1399.0,84892.78333333334,7523.333333333333,71171.3,5391.0,5061.766666666666,3226.8333333333335,1355.0,1531.0,183248.80000000002,1967.5,146096.4,2473.0
16,2016-01-17,일요일,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2016,0,807653.5499999999,1586.1666666666667,0.0,0.0,152121.91666666666,1513.0,0.0,0.0,84892.78333333334,7523.333333333333,0.0,0.0,5061.766666666666,3226.8333333333335,0.0,0.0,183248.80000000002,1967.5,0.0,0.0
17,2016-01-18,월요일,755733.9,1403.0,88950.8,5707.0,145088.7,1448.0,171395.0,2513.0,1918.8,4871.0,1,2016,0,701449.8166666665,1323.6666666666667,754551.6833333332,1454.9166666666667,139936.21666666667,1343.5,146029.06666666668,1428.25,71743.53333333334,5284.666666666667,78318.15833333335,6404.0,1611.0666666666666,3011.3333333333335,3336.4166666666665,3119.0833333333335,160387.2,2365.3333333333335,171818.0,2166.4166666666665
18,2016-01-19,화요일,529474.1,1777.0,55407.3,6285.0,124294.0,1431.0,162940.0,2587.0,1833.0,1674.0,1,2016,0,701449.8166666665,1323.6666666666667,754551.6833333332,1454.9166666666667,139936.21666666667,1343.5,146029.06666666668,1428.25,71743.53333333334,5284.666666666667,78318.15833333335,6404.0,1611.0666666666666,3011.3333333333335,3336.4166666666665,3119.0833333333335,160387.2,2365.3333333333335,171818.0,2166.4166666666665
19,2016-01-20,수요일,569452.9,1894.0,61993.4,6425.0,122699.3,1377.0,156328.5,2498.0,442.8,3171.0,1,2016,0,701449.8166666665,1323.6666666666667,754551.6833333332,1454.9166666666667,139936.21666666667,1343.5,146029.06666666668,1428.25,71743.53333333334,5284.666666666667,78318.15833333335,6404.0,1611.0666666666666,3011.3333333333335,3336.4166666666665,3119.0833333333335,160387.2,2365.3333333333335,171818.0,2166.4166666666665
20,2016-01-21,목요일,557564.0,1841.0,50486.3,6502.0,123335.0,1346.0,85548.7,2629.0,897.6,2917.0,1,2016,0,701449.8166666665,1323.6666666666667,754551.6833333332,1454.9166666666667,139936.21666666667,1343.5,146029.06666666668,1428.25,71743.53333333334,5284.666666666667,78318.15833333335,6404.0,1611.0666666666666,3011.3333333333335,3336.4166666666665,3119.0833333333335,160387.2,2365.3333333333335,171818.0,2166.4166666666665
21,2016-01-22,금요일,598422.6,1724.0,55884.2,7464.0,128350.9,1336.0,156445.0,2752.0,1632.0,1848.0,1,2016,0,701449.8166666665,1323.6666666666667,754551.6833333332,1454.9166666666667,139936.21666666667,1343.5,146029.06666666668,1428.25,71743.53333333334,5284.666666666667,78318.15833333335,6404.0,1611.0666666666666,3011.3333333333335,3336.4166666666665,3119.0833333333335,160387.2,2365.3333333333335,171818.0,2166.4166666666665
22,2016-01-23,토요일,600638.0,1959.0,67993.8,9332.0,140093.0,1369.0,136158.0,2552.0,164.0,1707.0,1,2016,0,701449.8166666665,1323.6666666666667,754551.6833333332,1454.9166666666667,139936.21666666667,1343.5,146029.06666666668,1428.25,71743.53333333334,5284.666666666667,78318.15833333335,6404.0,1611.0666666666666,3011.3333333333335,3336.4166666666665,3119.0833333333335,160387.2,2365.3333333333335,171818.0,2166.4166666666665
23,2016-01-24,일요일,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2016,0,701449.8166666665,1323.6666666666667,754551.6833333332,1454.9166666666667,139936.21666666667,1343.5,146029.06666666668,1428.25,71743.53333333334,5284.666666666667,78318.15833333335,6404.0,1611.0666666666666,3011.3333333333335,3336.4166666666665,3119.0833333333335,160387.2,2365.3333333333335,171818.0,2166.4166666666665
24,2016-01-25,월요일,579110.2,2499.0,30082.0,8465.0,133431.2,1562.0,144853.3,2640.0,934.8,3415.0,1,2016,0,601880.9166666666,1766.3333333333333,651665.3666666666,1545.0,130643.48333333334,1384.5,135289.85,1364.0,63452.63333333333,6952.5,67598.08333333334,6118.583333333333,1148.0333333333335,2698.0,1379.55,2854.6666666666665,144802.53333333333,2588.5,152594.86666666667,2476.9166666666665
25,2016-01-26,화요일,547262.1,2333.0,81357.7,7293.0,130388.0,1545.0,110429.5,2763.0,533.0,3415.0,1,2016,0,601880.9166666666,1766.3333333333333,651665.3666666666,1545.0,130643.48333333334,1384.5,135289.85,1364.0,63452.63333333333,6952.5,67598.08333333334,6118.583333333333,1148.0333333333335,2698.0,1379.55,2854.6666666666665,144802.53333333333,2588.5,152594.86666666667,2476.9166666666665
26,2016-01-27,수요일,551575.4,2460.0,61996.0,7627.0,128331.9,1599.0,153214.0,2831.0,1151.8,2674.0,1,2016,0,601880.9166666666,1766.3333333333333,651665.3666666666,1545.0,130643.48333333334,1384.5,135289.85,1364.0,63452.63333333333,6952.5,67598.08333333334,6118.583333333333,1148.0333333333335,2698.0,1379.55,2854.6666666666665,144802.53333333333,2588.5,152594.86666666667,2476.9166666666665
27,2016-01-28,목요일,519336.6,2638.0,58598.5,7989.0,133376.0,1745.0,118587.0,2743.0,3906.0,843.0,1,2016,0,601880.9166666666,1766.3333333333333,651665.3666666666,1545.0,130643.48333333334,1384.5,135289.85,1364.0,63452.63333333333,6952.5,67598.08333333334,6118.583333333333,1148.0333333333335,2698.0,1379.55,2854.6666666666665,144802.53333333333,2588.5,152594.86666666667,2476.9166666666665
28,2016-01-29,금요일,626963.3,2830.0,57091.9,9381.0,142668.9,1826.0,183726.0,2999.0,2873.8,3369.0,1,2016,0,601880.9166666666,1766.3333333333333,651665.3666666666,1545.0,130643.48333333334,1384.5,135289.85,1364.0,63452.63333333333,6952.5,67598.08333333334,6118.583333333333,1148.0333333333335,2698.0,1379.55,2854.6666666666665,144802.53333333333,2588.5,152594.86666666667,2476.9166666666665
29,2016-01-30,토요일,745377.4,2707.0,62165.2,10965.0,140619.0,1946.0,115350.0,2966.0,934.8,3316.0,1,2016,0,601880.9166666666,1766.3333333333333,651665.3666666666,1545.0,130643.48333333334,1384.5,135289.85,1364.0,63452.63333333333,6952.5,67598.08333333334,6118.583333333333,1148.0333333333335,2698.0,1379.55,2854.6666666666665,144802.53333333333,2588.5,152594.86666666667,2476.9166666666665
30,2016-01-31,일요일,17725.0,1237.0,964.0,11276.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2016,0,601880.9166666666,1766.3333333333333,651665.3666666666,1545.0,130643.48333333334,1384.5,135289.85,1364.0,63452.63333333333,6952.5,67598.08333333334,6118.583333333333,1148.0333333333335,2698.0,1379.55,2854.6666666666665,144802.53333333333,2588.5,152594.86666666667,2476.9166666666665
31,2016-02-01,월요일,963747.4,2808.0,93810.4,10534.0,149519.8,2047.0,183779.0,3089.0,1409.8,3429.0,2,2016,0,512478.57142857136,2386.285714285714,553741.1923076923,2100.153846153846,134802.5,1703.8333333333333,132722.99166666667,1544.1666666666667,50322.18571428572,8999.42857142857,56382.39230769231,8054.692307692308,1722.3666666666668,2838.6666666666665,1435.1999999999998,2768.3333333333335,137693.30000000002,2823.6666666666665,141247.91666666666,2706.0833333333335
32,2016-02-02,화요일,758910.0,2756.0,62348.5,11183.0,135790.0,2088.0,133900.0,2892.0,2298.8,2628.0,2,2016,0,512478.57142857136,2386.285714285714,553741.1923076923,2100.153846153846,134802.5,1703.8333333333333,132722.99166666667,1544.1666666666667,50322.18571428572,8999.42857142857,56382.39230769231,8054.692307692308,1722.3666666666668,2838.6666666666665,1435.1999999999998,2768.3333333333335,137693.30000000002,2823.6666666666665,141247.91666666666,2706.0833333333335
33,2016-02-03,수요일,873423.4,2664.0,76195.4,11065.0,139686.6,2122.0,160674.0,3176.0,2261.0,4920.0,2,2016,0,512478.57142857136,2386.285714285714,553741.1923076923,2100.153846153846,134802.5,1703.8333333333333,132722.99166666667,1544.1666666666667,50322.18571428572,8999.42857142857,56382.39230769231,8054.692307692308,1722.3666666666668,2838.6666666666665,1435.1999999999998,2768.3333333333335,137693.30000000002,2823.6666666666665,141247.91666666666,2706.0833333333335
34,2016-02-04,목요일,779112.3,2855.0,83714.4,10878.0,144767.0,2161.0,117904.0,3120.0,4883.6,3642.0,2,2016,0,512478.57142857136,2386.285714285714,553741.1923076923,2100.153846153846,134802.5,1703.8333333333333,132722.99166666667,1544.1666666666667,50322.18571428572,8999.42857142857,56382.39230769231,8054.692307692308,1722.3666666666668,2838.6666666666665,1435.1999999999998,2768.3333333333335,137693.30000000002,2823.6666666666665,141247.91666666666,2706.0833333333335
35,2016-02-05,금요일,901355.1,2990.0,90933.1,10784.0,150581.2,2081.0,233384.5,3168.0,164.0,5854.0,2,2016,0,512478.57142857136,2386.285714285714,553741.1923076923,2100.153846153846,134802.5,1703.8333333333333,132722.99166666667,1544.1666666666667,50322.18571428572,8999.42857142857,56382.39230769231,8054.692307692308,1722.3666666666668,2838.6666666666665,1435.1999999999998,2768.3333333333335,137693.30000000002,2823.6666666666665,141247.91666666666,2706.0833333333335
36,2016-02-06,토요일,909954.9,2550.0,84686.0,10585.0,158937.0,1971.0,197174.2,2726.0,1619.8,2357.0,2,2016,0,512478.57142857136,2386.285714285714,553741.1923076923,2100.153846153846,134802.5,1703.8333333333333,132722.99166666667,1544.1666666666667,50322.18571428572,8999.42857142857,56382.39230769231,8054.692307692308,1722.3666666666668,2838.6666666666665,1435.1999999999998,2768.3333333333335,137693.30000000002,2823.6666666666665,141247.91666666666,2706.0833333333335
37,2016-02-07,일요일,54342.6,2158.0,4021.6,11397.0,10559.0,1820.0,7795.0,2287.0,0.0,0.0,2,2016,0,512478.57142857136,2386.285714285714,553741.1923076923,2100.153846153846,134802.5,1703.8333333333333,132722.99166666667,1544.1666666666667,50322.18571428572,8999.42857142857,56382.39230769231,8054.692307692308,1722.3666666666668,2838.6666666666665,1435.1999999999998,2768.3333333333335,137693.30000000002,2823.6666666666665,141247.91666666666,2706.0833333333335
38,2016-02-08,월요일,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2016,0,748692.2428571427,2683.0,630585.4071428571,2534.6428571428573,127120.08571428573,2041.4285714285713,130665.81538461539,1885.6153846153845,70815.62857142856,10918.0,60568.90714285715,9958.714285714286,2106.1666666666665,3805.0,1914.2666666666667,3321.8333333333335,147801.52857142856,2922.5714285714284,143136.1923076923,2876.923076923077
39,2016-02-09,화요일,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2016,0,748692.2428571427,2683.0,630585.4071428571,2534.6428571428573,127120.08571428573,2041.4285714285713,130665.81538461539,1885.6153846153845,70815.62857142856,10918.0,60568.90714285715,9958.714285714286,2106.1666666666665,3805.0,1914.2666666666667,3321.8333333333335,147801.52857142856,2922.5714285714284,143136.1923076923,2876.923076923077
40,2016-02-10,수요일,2432.0,1716.0,124.0,11011.0,800.0,1900.0,305.0,1752.0,0.0,0.0,2,2016,0,748692.2428571427,2683.0,630585.4071428571,2534.6428571428573,127120.08571428573,2041.4285714285713,130665.81538461539,1885.6153846153845,70815.62857142856,10918.0,60568.90714285715,9958.714285714286,2106.1666666666665,3805.0,1914.2666666666667,3321.8333333333335,147801.52857142856,2922.5714285714284,143136.1923076923,2876.923076923077
41,2016-02-11,목요일,700731.7,2136.0,66118.6,10598.0,110381.1,2049.0,184573.0,2884.0,0.0,0.0,2,2016,0,748692.2428571427,2683.0,630585.4071428571,2534.6428571428573,127120.08571428573,2041.4285714285713,130665.81538461539,1885.6153846153845,70815.62857142856,10918.0,60568.90714285715,9958.714285714286,2106.1666666666665,3805.0,1914.2666666666667,3321.8333333333335,147801.52857142856,2922.5714285714284,143136.1923076923,2876.923076923077
42,2016-02-12,금요일,568000.8,2187.0,93501.6,9370.0,146993.3,1645.0,388787.8,2543.0,2156.6,3581.0,2,2016,0,748692.2428571427,2683.0,630585.4071428571,2534.6428571428573,127120.08571428573,2041.4285714285713,130665.81538461539,1885.6153846153845,70815.62857142856,10918.0,60568.90714285715,9958.714285714286,2106.1666666666665,3805.0,1914.2666666666667,3321.8333333333335,147801.52857142856,2922.5714285714284,143136.1923076923,2876.923076923077
43,2016-02-13,토요일,696799.1,1971.0,100181.6,6312.0,138126.0,1464.0,193490.6,2325.0,4098.6,4754.0,2,2016,0,748692.2428571427,2683.0,630585.4071428571,2534.6428571428573,127120.08571428573,2041.4285714285713,130665.81538461539,1885.6153846153845,70815.62857142856,10918.0,60568.90714285715,9958.714285714286,2106.1666666666665,3805.0,1914.2666666666667,3321.8333333333335,147801.52857142856,2922.5714285714284,143136.1923076923,2876.923076923077
44,2016-02-14,일요일,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2016,0,748692.2428571427,2683.0,630585.4071428571,2534.6428571428573,127120.08571428573,2041.4285714285713,130665.81538461539,1885.6153846153845,70815.62857142856,10918.0,60568.90714285715,9958.714285714286,2106.1666666666665,3805.0,1914.2666666666667,3321.8333333333335,147801.52857142856,2922.5714285714284,143136.1923076923,2876.923076923077
45,2016-02-15,월요일,861391.4,1627.0,151657.9,4595.0,150924.7,1372.0,303740.5,2588.0,934.8,3376.0,2,2016,0,491990.9,2002.5,655346.2999999999,2435.5454545454545,99075.1,1764.5,116921.90909090909,1940.7272727272727,64981.450000000004,9322.75,68694.10909090907,10337.90909090909,3127.6000000000004,4167.5,2361.525,3895.625,191789.1,2376.0,163797.0090909091,2723.818181818182
46,2016-02-16,화요일,561292.9,1882.0,88925.2,4079.0,143118.2,1295.0,261719.0,2914.0,2902.8,5450.0,2,2016,0,491990.9,2002.5,655346.2999999999,2435.5454545454545,99075.1,1764.5,116921.90909090909,1940.7272727272727,64981.450000000004,9322.75,68694.10909090907,10337.90909090909,3127.6000000000004,4167.5,2361.525,3895.625,191789.1,2376.0,163797.0090909091,2723.818181818182
47,2016-02-17,수요일,570204.2,2080.0,85158.7,3667.0,131011.5,1243.0,235259.0,2634.0,918.4,3356.0,2,2016,0,491990.9,2002.5,655346.2999999999,2435.5454545454545,99075.1,1764.5,116921.90909090909,1940.7272727272727,64981.450000000004,9322.75,68694.10909090907,10337.90909090909,3127.6000000000004,4167.5,2361.525,3895.625,191789.1,2376.0,163797.0090909091,2723.818181818182
48,2016-02-18,목요일,622814.1,2217.0,78219.3,3571.0,134698.7,1232.0,190891.0,2642.0,500.2,5518.0,2,2016,0,491990.9,2002.5,655346.2999999999,2435.5454545454545,99075.1,1764.5,116921.90909090909,1940.7272727272727,64981.450000000004,9322.75,68694.10909090907,10337.90909090909,3127.6000000000004,4167.5,2361.525,3895.625,191789.1,2376.0,163797.0090909091,2723.818181818182
49,2016-02-19,금요일,730131.8,2145.0,79286.4,3702.0,138333.1,1247.0,290897.5,2674.0,2804.4,3320.0,2,2016,0,491990.9,2002.5,655346.2999999999,2435.5454545454545,99075.1,1764.5,116921.90909090909,1940.7272727272727,64981.450000000004,9322.75,68694.10909090907,10337.90909090909,3127.6000000000004,4167.5,2361.525,3895.625,191789.1,2376.0,163797.0090909091,2723.818181818182
50,2016-02-20,토요일,769616.2,2260.0,85427.4,3868.0,144420.0,1190.0,245116.4,2494.0,124.0,4359.0,2,2016,0,491990.9,2002.5,655346.2999999999,2435.5454545454545,99075.1,1764.5,116921.90909090909,1940.7272727272727,64981.450000000004,9322.75,68694.10909090907,10337.90909090909,3127.6000000000004,4167.5,2361.525,3895.625,191789.1,2376.0,163797.0090909091,2723.818181818182
51,2016-02-21,일요일,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2016,0,491990.9,2002.5,655346.2999999999,2435.5454545454545,99075.1,1764.5,116921.90909090909,1940.7272727272727,64981.450000000004,9322.75,68694.10909090907,10337.90909090909,3127.6000000000004,4167.5,2361.525,3895.625,191789.1,2376.0,163797.0090909091,2723.818181818182
52,2016-02-22,월요일,788692.3,2247.0,101859.9,4182.0,147255.4,1166.0,300304.0,2763.0,3567.0,4779.0,2,2016,0,685908.4333333335,2035.1666666666667,608341.4199999999,2022.1,140417.7,1263.1666666666667,123880.66,1463.7,94779.15000000001,3913.6666666666665,82860.07,6077.3,1364.1000000000001,4229.833333333333,1804.9750000000001,4214.25,254603.9,2657.6666666666665,229477.97999999998,2545.0
53,2016-02-23,화요일,708152.5,2277.0,71295.7,4401.0,146419.3,1195.0,232827.0,2690.0,934.8,3421.0,2,2016,0,685908.4333333335,2035.1666666666667,608341.4199999999,2022.1,140417.7,1263.1666666666667,123880.66,1463.7,94779.15000000001,3913.6666666666665,82860.07,6077.3,1364.1000000000001,4229.833333333333,1804.9750000000001,4214.25,254603.9,2657.6666666666665,229477.97999999998,2545.0
54,2016-02-24,수요일,731673.5,2151.0,71003.0,4270.0,143054.7,1178.0,226304.6,2750.0,1902.4,4904.0,2,2016,0,685908.4333333335,2035.1666666666667,608341.4199999999,2022.1,140417.7,1263.1666666666667,123880.66,1463.7,94779.15000000001,3913.6666666666665,82860.07,6077.3,1364.1000000000001,4229.833333333333,1804.9750000000001,4214.25,254603.9,2657.6666666666665,229477.97999999998,2545.0
55,2016-02-25,목요일,628159.8,2000.0,78138.9,3902.0,147645.7,1163.0,215021.5,2852.0,934.8,3314.0,2,2016,0,685908.4333333335,2035.1666666666667,608341.4199999999,2022.1,140417.7,1263.1666666666667,123880.66,1463.7,94779.15000000001,3913.6666666666665,82860.07,6077.3,1364.1000000000001,4229.833333333333,1804.9750000000001,4214.25,254603.9,2657.6666666666665,229477.97999999998,2545.0
56,2016-02-26,금요일,701666.3,1988.0,86155.2,3837.0,154081.0,1137.0,274837.5,2796.0,2115.6,3529.0,2,2016,0,685908.4333333335,2035.1666666666667,608341.4199999999,2022.1,140417.7,1263.1666666666667,123880.66,1463.7,94779.15000000001,3913.6666666666665,82860.07,6077.3,1364.1000000000001,4229.833333333333,1804.9750000000001,4214.25,254603.9,2657.6666666666665,229477.97999999998,2545.0
57,2016-02-27,토요일,669296.4,1873.0,89188.8,3746.0,154749.0,1132.0,272901.5,2771.0,3542.4,4128.0,2,2016,0,685908.4333333335,2035.1666666666667,608341.4199999999,2022.1,140417.7,1263.1666666666667,123880.66,1463.7,94779.15000000001,3913.6666666666665,82860.07,6077.3,1364.1000000000001,4229.833333333333,1804.9750000000001,4214.25,254603.9,2657.6666666666665,229477.97999999998,2545.0
58,2016-02-28,일요일,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2016,0,685908.4333333335,2035.1666666666667,608341.4199999999,2022.1,140417.7,1263.1666666666667,123880.66,1463.7,94779.15000000001,3913.6666666666665,82860.07,6077.3,1364.1000000000001,4229.833333333333,1804.9750000000001,4214.25,254603.9,2657.6666666666665,229477.97999999998,2545.0
59,2016-02-29,월요일,780282.5,1985.0,125295.7,3875.0,161160.7,1229.0,324991.5,2925.0,164.0,6098.0,2,2016,0,704606.7999999999,2089.3333333333335,695257.6166666667,2062.25,148867.51666666666,1161.8333333333333,144642.60833333334,1212.5,82940.25,4056.3333333333335,88859.7,3985.0,2166.1666666666665,4012.5,1765.1333333333332,4121.166666666667,253699.35,2770.3333333333335,254151.625,2714.0
60,2016-03-01,화요일,629883.8,2090.0,78221.9,4054.0,154651.5,1232.0,229064.5,2762.0,1672.8,4843.0,3,2016,1,704606.7999999999,2089.3333333333335,695257.6166666667,2062.25,148867.51666666666,1161.8333333333333,144642.60833333334,1212.5,82940.25,4056.3333333333335,88859.7,3985.0,2166.1666666666665,4012.5,1765.1333333333332,4121.166666666667,253699.35,2770.3333333333335,254151.625,2714.0
61,2016-03-02,수요일,667019.6,2045.0,81877.6,4395.0,149241.5,1241.0,272724.5,3054.0,1369.4,4534.0,3,2016,1,704606.7999999999,2089.3333333333335,695257.6166666667,2062.25,148867.51666666666,1161.8333333333333,144642.60833333334,1212.5,82940.25,4056.3333333333335,88859.7,3985.0,2166.1666666666665,4012.5,1765.1333333333332,4121.166666666667,253699.35,2770.3333333333335,254151.625,2714.0
62,2016-03-03,목요일,643910.9,2067.0,80877.4,4603.0,146815.6,1227.0,211138.0,3179.0,1544.2,4482.0,3,2016,1,704606.7999999999,2089.3333333333335,695257.6166666667,2062.25,148867.51666666666,1161.8333333333333,144642.60833333334,1212.5,82940.25,4056.3333333333335,88859.7,3985.0,2166.1666666666665,4012.5,1765.1333333333332,4121.166666666667,253699.35,2770.3333333333335,254151.625,2714.0
