,date,요일,깻잎_거래량(kg),깻잎_가격(원/kg),깻잎_거래량의_1주전_평균,깻잎_가격의_1주전_평균,깻잎_거래량의_2주전_평균,깻잎_가격의_2주전_평균,계절_가을,계절_겨울,계절_봄,계절_여름
22,2016-01-23,토요일,67993.8,9332.0,71743.53333333334,5284.666666666667,78318.15833333335,6404.0,0,1,0,0
23,2016-01-24,일요일,0.0,0.0,71743.53333333334,5284.666666666667,78318.15833333335,6404.0,0,1,0,0
24,2016-01-25,월요일,30082.0,8465.0,63452.63333333333,6952.5,67598.08333333334,6118.583333333333,0,1,0,0
25,2016-01-26,화요일,81357.7,7293.0,63452.63333333333,6952.5,67598.08333333334,6118.583333333333,0,1,0,0
26,2016-01-27,수요일,61996.0,7627.0,63452.63333333333,6952.5,67598.08333333334,6118.583333333333,0,1,0,0
27,2016-01-28,목요일,58598.5,7989.0,63452.63333333333,6952.5,67598.08333333334,6118.583333333333,0,1,0,0
28,2016-01-29,금요일,57091.9,9381.0,63452.63333333333,6952.5,67598.08333333334,6118.583333333333,0,1,0,0
29,2016-01-30,토요일,62165.2,10965.0,63452.63333333333,6952.5,67598.08333333334,6118.583333333333,0,1,0,0
30,2016-01-31,일요일,964.0,11276.0,63452.63333333333,6952.5,67598.08333333334,6118.583333333333,0,1,0,0
31,2016-02-01,월요일,93810.4,10534.0,50322.18571428572,8999.42857142857,56382.39230769231,8054.692307692308,0,1,0,0
32,2016-02-02,화요일,62348.5,11183.0,50322.18571428572,8999.42857142857,56382.39230769231,8054.692307692308,0,1,0,0
33,2016-02-03,수요일,76195.4,11065.0,50322.18571428572,8999.42857142857,56382.39230769231,8054.692307692308,0,1,0,0
34,2016-02-04,목요일,83714.4,10878.0,50322.18571428572,8999.42857142857,56382.39230769231,8054.692307692308,0,1,0,0
35,2016-02-05,금요일,90933.1,10784.0,50322.18571428572,8999.42857142857,56382.39230769231,8054.692307692308,0,1,0,0
36,2016-02-06,토요일,84686.0,10585.0,50322.18571428572,8999.42857142857,56382.39230769231,8054.692307692308,0,1,0,0
37,2016-02-07,일요일,4021.6,11397.0,50322.18571428572,8999.42857142857,56382.39230769231,8054.692307692308,0,1,0,0
38,2016-02-08,월요일,0.0,0.0,70815.62857142856,10918.0,60568.90714285715,9958.714285714286,0,1,0,0
39,2016-02-09,화요일,0.0,0.0,70815.62857142856,10918.0,60568.90714285715,9958.714285714286,0,1,0,0
40,2016-02-10,수요일,124.0,11011.0,70815.62857142856,10918.0,60568.90714285715,9958.714285714286,0,1,0,0
41,2016-02-11,목요일,66118.6,10598.0,70815.62857142856,10918.0,60568.90714285715,9958.714285714286,0,1,0,0
42,2016-02-12,금요일,93501.6,9370.0,70815.62857142856,10918.0,60568.90714285715,9958.714285714286,0,1,0,0
43,2016-02-13,토요일,100181.6,6312.0,70815.62857142856,10918.0,60568.90714285715,9958.714285714286,0,1,0,0
44,2016-02-14,일요일,0.0,0.0,70815.62857142856,10918.0,60568.90714285715,9958.714285714286,0,1,0,0
45,2016-02-15,월요일,151657.9,4595.0,64981.450000000004,9322.75,68694.10909090907,10337.90909090909,0,1,0,0
46,2016-02-16,화요일,88925.2,4079.0,64981.450000000004,9322.75,68694.10909090907,10337.90909090909,0,1,0,0
47,2016-02-17,수요일,85158.7,3667.0,64981.450000000004,9322.75,68694.10909090907,10337.90909090909,0,1,0,0
48,2016-02-18,목요일,78219.3,3571.0,64981.450000000004,9322.75,68694.10909090907,10337.90909090909,0,1,0,0
49,2016-02-19,금요일,79286.4,3702.0,64981.450000000004,9322.75,68694.10909090907,10337.90909090909,0,1,0,0
50,2016-02-20,토요일,85427.4,3868.0,64981.450000000004,9322.75,68694.10909090907,10337.90909090909,0,1,0,0
51,2016-02-21,일요일,0.0,0.0,64981.450000000004,9322.75,68694.10909090907,10337.90909090909,0,1,0,0
52,2016-02-22,월요일,101859.9,4182.0,94779.15000000001,3913.6666666666665,82860.07,6077.3,0,1,0,0
53,2016-02-23,화요일,71295.7,4401.0,94779.15000000001,3913.6666666666665,82860.07,6077.3,0,1,0,0
54,2016-02-24,수요일,71003.0,4270.0,94779.15000000001,3913.6666666666665,82860.07,6077.3,0,1,0,0
55,2016-02-25,목요일,78138.9,3902.0,94779.15000000001,3913.6666666666665,82860.07,6077.3,0,1,0,0
56,2016-02-26,금요일,86155.2,3837.0,94779.15000000001,3913.6666666666665,82860.07,6077.3,0,1,0,0
57,2016-02-27,토요일,89188.8,3746.0,94779.15000000001,3913.6666666666665,82860.07,6077.3,0,1,0,0
58,2016-02-28,일요일,0.0,0.0,94779.15000000001,3913.6666666666665,82860.07,6077.3,0,1,0,0
59,2016-02-29,월요일,125295.7,3875.0,82940.25,4056.3333333333335,88859.7,3985.0,0,1,0,0
60,2016-03-01,화요일,78221.9,4054.0,82940.25,4056.3333333333335,88859.7,3985.0,0,0,1,0
61,2016-03-02,수요일,81877.6,4395.0,82940.25,4056.3333333333335,88859.7,3985.0,0,0,1,0
62,2016-03-03,목요일,80877.4,4603.0,82940.25,4056.3333333333335,88859.7,3985.0,0,0,1,0
63,2016-03-04,금요일,81621.9,4908.0,82940.25,4056.3333333333335,88859.7,3985.0,0,0,1,0
64,2016-03-05,토요일,85129.2,5540.0,82940.25,4056.3333333333335,88859.7,3985.0,0,0,1,0
65,2016-03-06,일요일,0.0,0.0,82940.25,4056.3333333333335,88859.7,3985.0,0,0,1,0
66,2016-03-07,월요일,124398.3,5685.0,88837.28333333333,4562.5,85888.76666666666,4309.416666666667,0,0,1,0
67,2016-03-08,화요일,84251.9,5388.0,88837.28333333333,4562.5,85888.76666666666,4309.416666666667,0,0,1,0
68,2016-03-09,수요일,87916.3,5109.0,88837.28333333333,4562.5,85888.76666666666,4309.416666666667,0,0,1,0
69,2016-03-10,목요일,82487.0,4953.0,88837.28333333333,4562.5,85888.76666666666,4309.416666666667,0,0,1,0
70,2016-03-11,금요일,83527.4,4846.0,88837.28333333333,4562.5,85888.76666666666,4309.416666666667,0,0,1,0
71,2016-03-12,토요일,88618.2,4864.0,88837.28333333333,4562.5,85888.76666666666,4309.416666666667,0,0,1,0
72,2016-03-13,일요일,0.0,0.0,88837.28333333333,4562.5,85888.76666666666,4309.416666666667,0,0,1,0
73,2016-03-14,월요일,118635.7,4942.0,91866.51666666666,5140.833333333333,90351.90000000001,4851.666666666667,0,0,1,0
74,2016-03-15,화요일,80670.3,5150.0,91866.51666666666,5140.833333333333,90351.90000000001,4851.666666666667,0,0,1,0
75,2016-03-16,수요일,84574.5,5241.0,91866.51666666666,5140.833333333333,90351.90000000001,4851.666666666667,0,0,1,0
76,2016-03-17,목요일,81880.9,5326.0,91866.51666666666,5140.833333333333,90351.90000000001,4851.666666666667,0,0,1,0
77,2016-03-18,금요일,86069.1,5412.0,91866.51666666666,5140.833333333333,90351.90000000001,4851.666666666667,0,0,1,0
78,2016-03-19,토요일,89025.0,5394.0,91866.51666666666,5140.833333333333,90351.90000000001,4851.666666666667,0,0,1,0
79,2016-03-20,일요일,0.0,0.0,91866.51666666666,5140.833333333333,90351.90000000001,4851.666666666667,0,0,1,0
80,2016-03-21,월요일,133973.7,5190.0,90142.58333333333,5244.166666666667,91004.55,5192.5,0,0,1,0
81,2016-03-22,화요일,89646.4,5067.0,90142.58333333333,5244.166666666667,91004.55,5192.5,0,0,1,0
82,2016-03-23,수요일,93392.3,4890.0,90142.58333333333,5244.166666666667,91004.55,5192.5,0,0,1,0
83,2016-03-24,목요일,87917.2,4691.0,90142.58333333333,5244.166666666667,91004.55,5192.5,0,0,1,0
84,2016-03-25,금요일,93564.2,4597.0,90142.58333333333,5244.166666666667,91004.55,5192.5,0,0,1,0
85,2016-03-26,토요일,103580.1,4306.0,90142.58333333333,5244.166666666667,91004.55,5192.5,0,0,1,0
86,2016-03-27,일요일,0.0,0.0,90142.58333333333,5244.166666666667,91004.55,5192.5,0,0,1,0
87,2016-03-28,월요일,139878.0,4304.0,100345.65000000001,4790.166666666667,95244.11666666665,5017.166666666667,0,0,1,0
88,2016-03-29,화요일,85901.6,4460.0,100345.65000000001,4790.166666666667,95244.11666666665,5017.166666666667,0,0,1,0
89,2016-03-30,수요일,88656.1,4432.0,100345.65000000001,4790.166666666667,95244.11666666665,5017.166666666667,0,0,1,0
90,2016-03-31,목요일,89674.5,4371.0,100345.65000000001,4790.166666666667,95244.11666666665,5017.166666666667,0,0,1,0
91,2016-04-01,금요일,96975.8,4137.0,100345.65000000001,4790.166666666667,95244.11666666665,5017.166666666667,0,0,1,0
92,2016-04-02,토요일,96749.2,4267.0,100345.65000000001,4790.166666666667,95244.11666666665,5017.166666666667,0,0,1,0
93,2016-04-03,일요일,0.0,0.0,100345.65000000001,4790.166666666667,95244.11666666665,5017.166666666667,0,0,1,0
94,2016-04-04,월요일,136209.3,4476.0,99639.2,4328.5,99992.42499999999,4559.333333333333,0,0,1,0
95,2016-04-05,화요일,95655.9,4441.0,99639.2,4328.5,99992.42499999999,4559.333333333333,0,0,1,0
96,2016-04-06,수요일,106032.3,4153.0,99639.2,4328.5,99992.42499999999,4559.333333333333,0,0,1,0
97,2016-04-07,목요일,92262.5,3795.0,99639.2,4328.5,99992.42499999999,4559.333333333333,0,0,1,0
98,2016-04-08,금요일,93759.6,3853.0,99639.2,4328.5,99992.42499999999,4559.333333333333,0,0,1,0
99,2016-04-09,토요일,98965.2,3948.0,99639.2,4328.5,99992.42499999999,4559.333333333333,0,0,1,0
100,2016-04-10,일요일,0.0,0.0,99639.2,4328.5,99992.42499999999,4559.333333333333,0,0,1,0
101,2016-04-11,월요일,135211.5,4122.0,103814.13333333332,4111.0,101726.66666666667,4219.75,0,0,1,0
102,2016-04-12,화요일,86632.5,4159.0,103814.13333333332,4111.0,101726.66666666667,4219.75,0,0,1,0
103,2016-04-13,수요일,93732.2,4041.0,103814.13333333332,4111.0,101726.66666666667,4219.75,0,0,1,0
104,2016-04-14,목요일,91070.5,4136.0,103814.13333333332,4111.0,101726.66666666667,4219.75,0,0,1,0
105,2016-04-15,금요일,101084.5,4431.0,103814.13333333332,4111.0,101726.66666666667,4219.75,0,0,1,0
106,2016-04-16,토요일,103094.0,4356.0,103814.13333333332,4111.0,101726.66666666667,4219.75,0,0,1,0
107,2016-04-17,일요일,0.0,0.0,103814.13333333332,4111.0,101726.66666666667,4219.75,0,0,1,0
108,2016-04-18,월요일,135083.3,4397.0,101804.2,4207.5,102809.16666666667,4159.25,0,0,1,0
109,2016-04-19,화요일,88369.7,4374.0,101804.2,4207.5,102809.16666666667,4159.25,0,0,1,0
110,2016-04-20,수요일,95659.7,4426.0,101804.2,4207.5,102809.16666666667,4159.25,0,0,1,0
111,2016-04-21,목요일,87985.9,4332.0,101804.2,4207.5,102809.16666666667,4159.25,0,0,1,0
112,2016-04-22,금요일,93272.1,4355.0,101804.2,4207.5,102809.16666666667,4159.25,0,0,1,0
113,2016-04-23,토요일,100913.0,4243.0,101804.2,4207.5,102809.16666666667,4159.25,0,0,1,0
114,2016-04-24,일요일,0.0,0.0,101804.2,4207.5,102809.16666666667,4159.25,0,0,1,0
115,2016-04-25,월요일,133609.3,4284.0,100213.95,4354.5,101009.075,4281.0,0,0,1,0
116,2016-04-26,화요일,86621.5,4301.0,100213.95,4354.5,101009.075,4281.0,0,0,1,0
117,2016-04-27,수요일,94339.4,4339.0,100213.95,4354.5,101009.075,4281.0,0,0,1,0
118,2016-04-28,목요일,84052.8,4361.0,100213.95,4354.5,101009.075,4281.0,0,0,1,0
119,2016-04-29,금요일,97694.7,4518.0,100213.95,4354.5,101009.075,4281.0,0,0,1,0
120,2016-04-30,토요일,97879.6,4473.0,100213.95,4354.5,101009.075,4281.0,0,0,1,0
121,2016-05-01,일요일,0.0,0.0,100213.95,4354.5,101009.075,4281.0,0,0,1,0
122,2016-05-02,월요일,126520.8,4468.0,99032.88333333332,4379.333333333333,99623.41666666669,4366.916666666667,0,0,1,0
123,2016-05-03,화요일,84646.4,4653.0,99032.88333333332,4379.333333333333,99623.41666666669,4366.916666666667,0,0,1,0
124,2016-05-04,수요일,95152.1,4953.0,99032.88333333332,4379.333333333333,99623.41666666669,4366.916666666667,0,0,1,0
125,2016-05-05,목요일,105297.9,4468.0,99032.88333333332,4379.333333333333,99623.41666666669,4366.916666666667,0,0,1,0
126,2016-05-06,금요일,95547.6,4543.0,99032.88333333332,4379.333333333333,99623.41666666669,4366.916666666667,0,0,1,0
127,2016-05-07,토요일,93223.2,4818.0,99032.88333333332,4379.333333333333,99623.41666666669,4366.916666666667,0,0,1,0
128,2016-05-08,일요일,0.0,0.0,99032.88333333332,4379.333333333333,99623.41666666669,4366.916666666667,0,0,1,0
129,2016-05-09,월요일,130798.9,4931.0,100064.66666666667,4650.5,99548.77500000001,4514.916666666667,0,0,1,0
130,2016-05-10,화요일,83670.9,5319.0,100064.66666666667,4650.5,99548.77500000001,4514.916666666667,0,0,1,0
131,2016-05-11,수요일,102687.6,5058.0,100064.66666666667,4650.5,99548.77500000001,4514.916666666667,0,0,1,0
132,2016-05-12,목요일,111298.7,4429.0,100064.66666666667,4650.5,99548.77500000001,4514.916666666667,0,0,1,0
133,2016-05-13,금요일,111518.9,4347.0,100064.66666666667,4650.5,99548.77500000001,4514.916666666667,0,0,1,0
134,2016-05-14,토요일,103688.1,4165.0,100064.66666666667,4650.5,99548.77500000001,4514.916666666667,0,0,1,0
135,2016-05-15,일요일,0.0,0.0,100064.66666666667,4650.5,99548.77500000001,4514.916666666667,0,0,1,0
136,2016-05-16,월요일,125883.9,4257.0,107277.18333333333,4708.166666666667,103670.925,4679.333333333333,0,0,1,0
137,2016-05-17,화요일,95020.3,4090.0,107277.18333333333,4708.166666666667,103670.925,4679.333333333333,0,0,1,0
138,2016-05-18,수요일,115372.4,3953.0,107277.18333333333,4708.166666666667,103670.925,4679.333333333333,0,0,1,0
139,2016-05-19,목요일,103259.7,3621.0,107277.18333333333,4708.166666666667,103670.925,4679.333333333333,0,0,1,0
140,2016-05-20,금요일,106746.1,3587.0,107277.18333333333,4708.166666666667,103670.925,4679.333333333333,0,0,1,0
141,2016-05-21,토요일,104112.0,3455.0,107277.18333333333,4708.166666666667,103670.925,4679.333333333333,0,0,1,0
142,2016-05-22,일요일,0.0,0.0,107277.18333333333,4708.166666666667,103670.925,4679.333333333333,0,0,1,0
143,2016-05-23,월요일,134778.7,3644.0,108399.06666666667,3827.1666666666665,107838.12500000001,4267.666666666667,0,0,1,0
144,2016-05-24,화요일,99673.3,3765.0,108399.06666666667,3827.1666666666665,107838.12500000001,4267.666666666667,0,0,1,0
145,2016-05-25,수요일,106446.6,3929.0,108399.06666666667,3827.1666666666665,107838.12500000001,4267.666666666667,0,0,1,0
146,2016-05-26,목요일,118503.0,3519.0,108399.06666666667,3827.1666666666665,107838.12500000001,4267.666666666667,0,0,1,0
147,2016-05-27,금요일,121030.7,3127.0,108399.06666666667,3827.1666666666665,107838.12500000001,4267.666666666667,0,0,1,0
148,2016-05-28,토요일,118547.5,3019.0,108399.06666666667,3827.1666666666665,107838.12500000001,4267.666666666667,0,0,1,0
149,2016-05-29,일요일,0.0,0.0,108399.06666666667,3827.1666666666665,107838.12500000001,4267.666666666667,0,0,1,0
150,2016-05-30,월요일,158046.4,3169.0,116496.63333333332,3500.5,112447.84999999999,3663.8333333333335,0,0,1,0
151,2016-05-31,화요일,122641.3,2926.0,116496.63333333332,3500.5,112447.84999999999,3663.8333333333335,0,0,1,0
152,2016-06-01,수요일,118202.1,2617.0,116496.63333333332,3500.5,112447.84999999999,3663.8333333333335,0,0,0,1
153,2016-06-02,목요일,112420.8,2425.0,116496.63333333332,3500.5,112447.84999999999,3663.8333333333335,0,0,0,1
154,2016-06-03,금요일,111653.6,2597.0,116496.63333333332,3500.5,112447.84999999999,3663.8333333333335,0,0,0,1
155,2016-06-04,토요일,110889.9,2752.0,116496.63333333332,3500.5,112447.84999999999,3663.8333333333335,0,0,0,1
156,2016-06-05,일요일,0.0,0.0,116496.63333333332,3500.5,112447.84999999999,3663.8333333333335,0,0,0,1
157,2016-06-06,월요일,147450.1,2904.0,122309.01666666668,2747.6666666666665,119402.82500000001,3124.0833333333335,0,0,0,1
158,2016-06-07,화요일,111050.2,2764.0,122309.01666666668,2747.6666666666665,119402.82500000001,3124.0833333333335,0,0,0,1
159,2016-06-08,수요일,114289.6,2802.0,122309.01666666668,2747.6666666666665,119402.82500000001,3124.0833333333335,0,0,0,1
160,2016-06-09,목요일,107669.3,2739.0,122309.01666666668,2747.6666666666665,119402.82500000001,3124.0833333333335,0,0,0,1
161,2016-06-10,금요일,114599.2,2728.0,122309.01666666668,2747.6666666666665,119402.82500000001,3124.0833333333335,0,0,0,1
162,2016-06-11,토요일,118669.9,2788.0,122309.01666666668,2747.6666666666665,119402.82500000001,3124.0833333333335,0,0,0,1
163,2016-06-12,일요일,0.0,0.0,122309.01666666668,2747.6666666666665,119402.82500000001,3124.0833333333335,0,0,0,1
164,2016-06-13,월요일,154909.0,2769.0,118954.71666666667,2787.5,120631.86666666665,2767.5833333333335,0,0,0,1
165,2016-06-14,화요일,121756.8,2556.0,118954.71666666667,2787.5,120631.86666666665,2767.5833333333335,0,0,0,1
166,2016-06-15,수요일,123401.2,2315.0,118954.71666666667,2787.5,120631.86666666665,2767.5833333333335,0,0,0,1
167,2016-06-16,목요일,110168.3,2302.0,118954.71666666667,2787.5,120631.86666666665,2767.5833333333335,0,0,0,1
168,2016-06-17,금요일,111606.3,2422.0,118954.71666666667,2787.5,120631.86666666665,2767.5833333333335,0,0,0,1
169,2016-06-18,토요일,116578.4,2623.0,118954.71666666667,2787.5,120631.86666666665,2767.5833333333335,0,0,0,1
170,2016-06-19,일요일,0.0,0.0,118954.71666666667,2787.5,120631.86666666665,2767.5833333333335,0,0,0,1
171,2016-06-20,월요일,140747.8,2983.0,123070.0,2497.8333333333335,121012.35833333334,2642.6666666666665,0,0,0,1
172,2016-06-21,화요일,107097.6,3085.0,123070.0,2497.8333333333335,121012.35833333334,2642.6666666666665,0,0,0,1
173,2016-06-22,수요일,116108.0,3167.0,123070.0,2497.8333333333335,121012.35833333334,2642.6666666666665,0,0,0,1
174,2016-06-23,목요일,109094.9,3173.0,123070.0,2497.8333333333335,121012.35833333334,2642.6666666666665,0,0,0,1
175,2016-06-24,금요일,119349.9,2991.0,123070.0,2497.8333333333335,121012.35833333334,2642.6666666666665,0,0,0,1
176,2016-06-25,토요일,113309.1,2838.0,123070.0,2497.8333333333335,121012.35833333334,2642.6666666666665,0,0,0,1
177,2016-06-26,일요일,0.0,0.0,123070.0,2497.8333333333335,121012.35833333334,2642.6666666666665,0,0,0,1
178,2016-06-27,월요일,162835.2,2758.0,117617.88333333335,3039.5,120343.94166666665,2768.6666666666665,0,0,0,1
179,2016-06-28,화요일,113259.3,2742.0,117617.88333333335,3039.5,120343.94166666665,2768.6666666666665,0,0,0,1
180,2016-06-29,수요일,111927.4,2867.0,117617.88333333335,3039.5,120343.94166666665,2768.6666666666665,0,0,0,1
181,2016-06-30,목요일,107844.3,2990.0,117617.88333333335,3039.5,120343.94166666665,2768.6666666666665,0,0,0,1
182,2016-07-01,금요일,108536.3,3106.0,117617.88333333335,3039.5,120343.94166666665,2768.6666666666665,0,0,0,1
183,2016-07-02,토요일,112300.1,3317.0,117617.88333333335,3039.5,120343.94166666665,2768.6666666666665,0,0,0,1
184,2016-07-03,일요일,0.0,0.0,117617.88333333335,3039.5,120343.94166666665,2768.6666666666665,0,0,0,1
185,2016-07-04,월요일,146942.6,3360.0,119450.43333333333,2963.3333333333335,118534.15833333334,3001.4166666666665,0,0,0,1
186,2016-07-05,화요일,101670.3,3346.0,119450.43333333333,2963.3333333333335,118534.15833333334,3001.4166666666665,0,0,0,1
187,2016-07-06,수요일,101522.7,3250.0,119450.43333333333,2963.3333333333335,118534.15833333334,3001.4166666666665,0,0,0,1
188,2016-07-07,목요일,90833.9,3360.0,119450.43333333333,2963.3333333333335,118534.15833333334,3001.4166666666665,0,0,0,1
189,2016-07-08,금요일,90618.8,4042.0,119450.43333333333,2963.3333333333335,118534.15833333334,3001.4166666666665,0,0,0,1
190,2016-07-09,토요일,98892.8,5069.0,119450.43333333333,2963.3333333333335,118534.15833333334,3001.4166666666665,0,0,0,1
191,2016-07-10,일요일,0.0,0.0,119450.43333333333,2963.3333333333335,118534.15833333334,3001.4166666666665,0,0,0,1
192,2016-07-11,월요일,115680.2,5722.0,105080.18333333335,3737.8333333333335,112265.30833333333,3350.5833333333335,0,0,0,1
193,2016-07-12,화요일,94270.1,5726.0,105080.18333333335,3737.8333333333335,112265.30833333333,3350.5833333333335,0,0,0,1
194,2016-07-13,수요일,97729.7,6329.0,105080.18333333335,3737.8333333333335,112265.30833333333,3350.5833333333335,0,0,0,1
195,2016-07-14,목요일,95536.2,6165.0,105080.18333333335,3737.8333333333335,112265.30833333333,3350.5833333333335,0,0,0,1
196,2016-07-15,금요일,100909.2,5960.0,105080.18333333335,3737.8333333333335,112265.30833333333,3350.5833333333335,0,0,0,1
197,2016-07-16,토요일,119026.8,5950.0,105080.18333333335,3737.8333333333335,112265.30833333333,3350.5833333333335,0,0,0,1
198,2016-07-17,일요일,0.0,0.0,105080.18333333335,3737.8333333333335,112265.30833333333,3350.5833333333335,0,0,0,1
199,2016-07-18,월요일,132402.5,5612.0,103858.70000000001,5975.333333333333,104469.44166666667,4856.583333333333,0,0,0,1
200,2016-07-19,화요일,98264.2,4389.0,103858.70000000001,5975.333333333333,104469.44166666667,4856.583333333333,0,0,0,1
201,2016-07-20,수요일,99777.7,3759.0,103858.70000000001,5975.333333333333,104469.44166666667,4856.583333333333,0,0,0,1
202,2016-07-21,목요일,95684.7,3676.0,103858.70000000001,5975.333333333333,104469.44166666667,4856.583333333333,0,0,0,1
203,2016-07-22,금요일,99535.0,3780.0,103858.70000000001,5975.333333333333,104469.44166666667,4856.583333333333,0,0,0,1
204,2016-07-23,토요일,113098.9,4053.0,103858.70000000001,5975.333333333333,104469.44166666667,4856.583333333333,0,0,0,1
205,2016-07-24,일요일,0.0,0.0,103858.70000000001,5975.333333333333,104469.44166666667,4856.583333333333,0,0,0,1
206,2016-07-25,월요일,142911.3,3598.0,106460.50000000001,4211.5,105159.59999999999,5093.416666666667,0,0,0,1
207,2016-07-26,화요일,106101.6,3308.0,106460.50000000001,4211.5,105159.59999999999,5093.416666666667,0,0,0,1
208,2016-07-27,수요일,118866.9,3266.0,106460.50000000001,4211.5,105159.59999999999,5093.416666666667,0,0,0,1
209,2016-07-28,목요일,98254.0,3277.0,106460.50000000001,4211.5,105159.59999999999,5093.416666666667,0,0,0,1
210,2016-07-29,금요일,101222.4,3493.0,106460.50000000001,4211.5,105159.59999999999,5093.416666666667,0,0,0,1
211,2016-07-30,토요일,104383.7,3344.0,106460.50000000001,4211.5,105159.59999999999,5093.416666666667,0,0,0,1
212,2016-07-31,일요일,0.0,0.0,106460.50000000001,4211.5,105159.59999999999,5093.416666666667,0,0,0,1
213,2016-08-01,월요일,128997.1,3353.0,111956.64999999998,3381.0,109208.575,3796.25,0,0,0,1
214,2016-08-02,화요일,96165.0,3470.0,111956.64999999998,3381.0,109208.575,3796.25,0,0,0,1
215,2016-08-03,수요일,102508.8,3955.0,111956.64999999998,3381.0,109208.575,3796.25,0,0,0,1
216,2016-08-04,목요일,101000.3,5387.0,111956.64999999998,3381.0,109208.575,3796.25,0,0,0,1
217,2016-08-05,금요일,129365.9,5715.0,111956.64999999998,3381.0,109208.575,3796.25,0,0,0,1
218,2016-08-06,토요일,22621.7,5071.0,111956.64999999998,3381.0,109208.575,3796.25,0,0,0,1
219,2016-08-07,일요일,0.0,0.0,111956.64999999998,3381.0,109208.575,3796.25,0,0,0,1
220,2016-08-08,월요일,152213.9,3611.0,96776.46666666666,4491.833333333333,104366.5583333333,3936.4166666666665,0,0,0,1
221,2016-08-09,화요일,105654.5,3302.0,96776.46666666666,4491.833333333333,104366.5583333333,3936.4166666666665,0,0,0,1
222,2016-08-10,수요일,103854.9,3237.0,96776.46666666666,4491.833333333333,104366.5583333333,3936.4166666666665,0,0,0,1
223,2016-08-11,목요일,95136.0,3476.0,96776.46666666666,4491.833333333333,104366.5583333333,3936.4166666666665,0,0,0,1
224,2016-08-12,금요일,93456.5,4330.0,96776.46666666666,4491.833333333333,104366.5583333333,3936.4166666666665,0,0,0,1
225,2016-08-13,토요일,100601.6,4753.0,96776.46666666666,4491.833333333333,104366.5583333333,3936.4166666666665,0,0,0,1
226,2016-08-14,일요일,0.0,0.0,96776.46666666666,4491.833333333333,104366.5583333333,3936.4166666666665,0,0,0,1
227,2016-08-15,월요일,123252.8,4687.0,108486.23333333334,3784.8333333333335,102631.35000000002,4138.333333333333,0,0,0,1
228,2016-08-16,화요일,92775.9,4785.0,108486.23333333334,3784.8333333333335,102631.35000000002,4138.333333333333,0,0,0,1
229,2016-08-17,수요일,89535.3,5524.0,108486.23333333334,3784.8333333333335,102631.35000000002,4138.333333333333,0,0,0,1
230,2016-08-18,목요일,85454.6,5689.0,108486.23333333334,3784.8333333333335,102631.35000000002,4138.333333333333,0,0,0,1
