date,요일,캠벨얼리_거래량(kg),캠벨얼리_가격(원/kg),소비자물가지수,자동차용경유,재배지역_평균기온,재배지역_평균운량,재배지역_일강수량,재배지역_일교차,샤인마스캇_거래량(kg),수출(중량),수출(금액),수입(중량),수입(금액),재배면적(ha),최저시급,경제활동인구,실업률 (%)
2016-01-28,목요일,3906.0,843.0,95.232,1126.12,-0.07,1.41,3.92,9.0,0.0,264.68064516129033,728.1612903225806,117936.2258064516,340002.4516129032,14946.0,6030.0,918310,0.13
2016-01-29,금요일,2873.8,3369.0,95.232,1124.11,2.24,1.43,6.16,3.93,0.0,264.68064516129033,728.1612903225806,117936.2258064516,340002.4516129032,14946.0,6030.0,918310,0.13
2016-01-30,토요일,934.8,3316.0,95.232,1122.4,2.37,0.68,0.0,8.99,0.0,264.68064516129033,728.1612903225806,117936.2258064516,340002.4516129032,14946.0,6030.0,918310,0.13
2016-01-31,일요일,0.0,0.0,95.232,1120.97,-0.84,0.82,0.0,6.05,0.0,264.68064516129033,728.1612903225806,117936.2258064516,340002.4516129032,14946.0,6030.0,918310,0.13
2016-02-01,월요일,1409.8,3429.0,95.64,1118.75,-3.15,0.18,0.0,7.64,0.0,39.220689655172414,134.9655172413793,158838.8620689655,517988.3448275862,14946.0,6030.0,928448,0.17
2016-02-02,화요일,2298.8,2628.0,95.64,1117.02,-3.67,0.0,0.0,12.11,0.0,39.220689655172414,134.9655172413793,158838.8620689655,517988.3448275862,14946.0,6030.0,928448,0.17
2016-02-03,수요일,2261.0,4920.0,95.64,1115.02,-2.3,0.47,0.0,14.07,0.0,39.220689655172414,134.9655172413793,158838.8620689655,517988.3448275862,14946.0,6030.0,928448,0.17
2016-02-04,목요일,4883.6,3642.0,95.64,1113.01,-0.35,0.78,0.0,12.33,0.0,39.220689655172414,134.9655172413793,158838.8620689655,517988.3448275862,14946.0,6030.0,928448,0.17
2016-02-05,금요일,164.0,5854.0,95.64,1111.98,-0.86,0.57,0.0,11.37,0.0,39.220689655172414,134.9655172413793,158838.8620689655,517988.3448275862,14946.0,6030.0,928448,0.17
2016-02-06,토요일,1619.8,2357.0,95.64,1110.29,-1.52,0.0,0.06,9.76,0.0,39.220689655172414,134.9655172413793,158838.8620689655,517988.3448275862,14946.0,6030.0,928448,0.17
2016-02-07,일요일,0.0,0.0,95.64,1109.39,-2.57,0.23,0.0,14.36,0.0,39.220689655172414,134.9655172413793,158838.8620689655,517988.3448275862,14946.0,6030.0,928448,0.17
2016-02-08,월요일,0.0,0.0,95.64,1109.05,1.7,1.25,0.0,14.75,0.0,39.220689655172414,134.9655172413793,158838.8620689655,517988.3448275862,14946.0,6030.0,928448,0.17
2016-02-09,화요일,0.0,0.0,95.64,1108.73,2.17,0.16,0.0,10.38,0.0,39.220689655172414,134.9655172413793,158838.8620689655,517988.3448275862,14946.0,6030.0,928448,0.17
2016-02-10,수요일,0.0,0.0,95.64,1108.27,1.92,0.0,0.0,18.05,0.0,39.220689655172414,134.9655172413793,158838.8620689655,517988.3448275862,14946.0,6030.0,928448,0.17
2016-02-11,목요일,0.0,0.0,95.64,1107.26,6.64,1.29,0.11,16.57,0.0,39.220689655172414,134.9655172413793,158838.8620689655,517988.3448275862,14946.0,6030.0,928448,0.17
2016-02-12,금요일,2156.6,3581.0,95.64,1104.71,9.98,2.05,20.71,5.8,0.0,39.220689655172414,134.9655172413793,158838.8620689655,517988.3448275862,14946.0,6030.0,928448,0.17
2016-02-13,토요일,4098.6,4754.0,95.64,1102.64,12.67,2.05,7.94,9.44,0.0,39.220689655172414,134.9655172413793,158838.8620689655,517988.3448275862,14946.0,6030.0,928448,0.17
2016-02-14,일요일,0.0,0.0,95.64,1101.51,0.54,1.72,0.4,13.62,0.0,39.220689655172414,134.9655172413793,158838.8620689655,517988.3448275862,14946.0,6030.0,928448,0.17
2016-02-15,월요일,934.8,3376.0,95.64,1100.93,-3.15,0.49,0.02,6.63,0.0,39.220689655172414,134.9655172413793,158838.8620689655,517988.3448275862,14946.0,6030.0,928448,0.17
2016-02-16,화요일,2902.8,5450.0,95.64,1098.49,-0.47,0.84,0.69,7.75,0.0,39.220689655172414,134.9655172413793,158838.8620689655,517988.3448275862,14946.0,6030.0,928448,0.17
2016-02-17,수요일,918.4,3356.0,95.64,1096.73,0.87,0.06,0.14,10.86,0.0,39.220689655172414,134.9655172413793,158838.8620689655,517988.3448275862,14946.0,6030.0,928448,0.17
2016-02-18,목요일,500.2,5518.0,95.64,1095.22,2.57,0.88,0.0,13.82,0.0,39.220689655172414,134.9655172413793,158838.8620689655,517988.3448275862,14946.0,6030.0,928448,0.17
2016-02-19,금요일,2804.4,3320.0,95.64,1094.2,3.62,1.54,0.0,10.4,0.0,39.220689655172414,134.9655172413793,158838.8620689655,517988.3448275862,14946.0,6030.0,928448,0.17
2016-02-20,토요일,124.0,4359.0,95.64,1093.17,3.07,0.41,0.0,11.05,0.0,39.220689655172414,134.9655172413793,158838.8620689655,517988.3448275862,14946.0,6030.0,928448,0.17
2016-02-21,일요일,0.0,0.0,95.64,1092.36,0.48,0.57,0.0,10.6,0.0,39.220689655172414,134.9655172413793,158838.8620689655,517988.3448275862,14946.0,6030.0,928448,0.17
2016-02-22,월요일,3567.0,4779.0,95.64,1092.17,2.47,1.95,0.02,8.34,0.0,39.220689655172414,134.9655172413793,158838.8620689655,517988.3448275862,14946.0,6030.0,928448,0.17
2016-02-23,화요일,934.8,3421.0,95.64,1091.84,2.89,1.11,0.06,10.59,0.0,39.220689655172414,134.9655172413793,158838.8620689655,517988.3448275862,14946.0,6030.0,928448,0.17
2016-02-24,수요일,1902.4,4904.0,95.64,1091.53,-1.32,0.0,0.0,8.66,0.0,39.220689655172414,134.9655172413793,158838.8620689655,517988.3448275862,14946.0,6030.0,928448,0.17
2016-02-25,목요일,934.8,3314.0,95.64,1090.86,-0.16,0.62,0.0,13.11,0.0,39.220689655172414,134.9655172413793,158838.8620689655,517988.3448275862,14946.0,6030.0,928448,0.17
2016-02-26,금요일,2115.6,3529.0,95.64,1090.25,1.89,0.98,1.24,8.76,0.0,39.220689655172414,134.9655172413793,158838.8620689655,517988.3448275862,14946.0,6030.0,928448,0.17
2016-02-27,토요일,3542.4,4128.0,95.64,1089.49,4.99,1.54,1.57,10.52,0.0,39.220689655172414,134.9655172413793,158838.8620689655,517988.3448275862,14946.0,6030.0,928448,0.17
2016-02-28,일요일,0.0,0.0,95.64,1088.76,3.89,1.33,6.66,12.61,0.0,39.220689655172414,134.9655172413793,158838.8620689655,517988.3448275862,14946.0,6030.0,928448,0.17
2016-02-29,월요일,164.0,6098.0,95.64,1089.29,-2.04,0.51,1.07,6.23,0.0,39.220689655172414,134.9655172413793,158838.8620689655,517988.3448275862,14946.0,6030.0,928448,0.17
2016-03-01,화요일,1672.8,4843.0,95.393,1088.41,-1.63,0.39,0.0,12.22,0.0,157.91612903225806,350.5483870967742,287687.1322580645,909763.0967741936,14946.0,6030.0,935620,0.14
2016-03-02,수요일,1369.4,4534.0,95.393,1088.33,2.5,1.35,0.0,16.35,0.0,157.91612903225806,350.5483870967742,287687.1322580645,909763.0967741936,14946.0,6030.0,935620,0.14
2016-03-03,목요일,1544.2,4482.0,95.393,1088.29,6.47,1.23,0.0,18.24,0.0,157.91612903225806,350.5483870967742,287687.1322580645,909763.0967741936,14946.0,6030.0,935620,0.14
2016-03-04,금요일,1066.0,3818.0,95.393,1088.06,9.11,1.35,14.28,8.26,0.0,157.91612903225806,350.5483870967742,287687.1322580645,909763.0967741936,14946.0,6030.0,935620,0.14
2016-03-05,토요일,2730.6,4439.0,95.393,1087.84,12.46,1.8,36.0,7.03,0.0,157.91612903225806,350.5483870967742,287687.1322580645,909763.0967741936,14946.0,6030.0,935620,0.14
2016-03-06,일요일,0.0,0.0,95.393,1087.61,10.96,0.88,0.37,11.67,0.0,157.91612903225806,350.5483870967742,287687.1322580645,909763.0967741936,14946.0,6030.0,935620,0.14
2016-03-07,월요일,934.8,3617.0,95.393,1088.15,9.71,1.64,0.0,14.04,0.0,157.91612903225806,350.5483870967742,287687.1322580645,909763.0967741936,14946.0,6030.0,935620,0.14
2016-03-08,화요일,2197.6,3998.0,95.393,1089.14,6.19,1.74,1.3,6.87,0.0,157.91612903225806,350.5483870967742,287687.1322580645,909763.0967741936,14946.0,6030.0,935620,0.14
2016-03-09,수요일,1869.6,3598.0,95.393,1090.68,3.55,0.84,0.0,8.52,0.0,157.91612903225806,350.5483870967742,287687.1322580645,909763.0967741936,14946.0,6030.0,935620,0.14
2016-03-10,목요일,2214.0,6445.0,95.393,1091.69,1.06,0.47,0.0,7.7,0.0,157.91612903225806,350.5483870967742,287687.1322580645,909763.0967741936,14946.0,6030.0,935620,0.14
2016-03-11,금요일,2009.0,4073.0,95.393,1093.17,0.5,0.02,0.0,9.93,0.0,157.91612903225806,350.5483870967742,287687.1322580645,909763.0967741936,14946.0,6030.0,935620,0.14
2016-03-12,토요일,0.0,0.0,95.393,1094.88,2.45,1.19,0.0,14.26,0.0,157.91612903225806,350.5483870967742,287687.1322580645,909763.0967741936,14946.0,6030.0,935620,0.14
2016-03-13,일요일,0.0,0.0,95.393,1095.27,3.91,1.52,0.0,8.36,0.0,157.91612903225806,350.5483870967742,287687.1322580645,909763.0967741936,14946.0,6030.0,935620,0.14
2016-03-14,월요일,467.4,3902.0,95.393,1097.75,4.1,0.74,0.0,11.45,0.0,157.91612903225806,350.5483870967742,287687.1322580645,909763.0967741936,14946.0,6030.0,935620,0.14
2016-03-15,화요일,934.8,4024.0,95.393,1100.78,5.96,0.82,0.0,17.67,0.0,157.91612903225806,350.5483870967742,287687.1322580645,909763.0967741936,14946.0,6030.0,935620,0.14
2016-03-16,수요일,2156.6,4698.0,95.393,1103.27,8.44,0.57,0.0,14.01,0.0,157.91612903225806,350.5483870967742,287687.1322580645,909763.0967741936,14946.0,6030.0,935620,0.14
2016-03-17,목요일,4229.8,5071.0,95.393,1105.22,9.61,1.29,0.0,20.09,0.0,157.91612903225806,350.5483870967742,287687.1322580645,909763.0967741936,14946.0,6030.0,935620,0.14
2016-03-18,금요일,2755.2,4115.0,95.393,1106.8,11.18,1.05,6.4,6.41,0.0,157.91612903225806,350.5483870967742,287687.1322580645,909763.0967741936,14946.0,6030.0,935620,0.14
2016-03-19,토요일,2599.2,6314.0,95.393,1108.79,10.57,0.0,0.0,12.97,0.0,157.91612903225806,350.5483870967742,287687.1322580645,909763.0967741936,14946.0,6030.0,935620,0.14
2016-03-20,일요일,0.0,0.0,95.393,1109.41,8.88,0.08,0.0,12.77,0.0,157.91612903225806,350.5483870967742,287687.1322580645,909763.0967741936,14946.0,6030.0,935620,0.14
2016-03-21,월요일,917.8,4127.0,95.393,1111.73,9.06,0.0,0.0,14.56,0.0,157.91612903225806,350.5483870967742,287687.1322580645,909763.0967741936,14946.0,6030.0,935620,0.14
2016-03-22,화요일,98.4,5620.0,95.393,1113.6,9.22,0.82,0.0,17.15,0.0,157.91612903225806,350.5483870967742,287687.1322580645,909763.0967741936,14946.0,6030.0,935620,0.14
2016-03-23,수요일,1722.4,4414.0,95.393,1115.2,8.89,0.82,0.0,10.49,0.0,157.91612903225806,350.5483870967742,287687.1322580645,909763.0967741936,14946.0,6030.0,935620,0.14
2016-03-24,목요일,7429.2,5269.0,95.393,1116.67,6.56,0.08,0.1,12.71,0.0,157.91612903225806,350.5483870967742,287687.1322580645,909763.0967741936,14946.0,6030.0,935620,0.14
2016-03-25,금요일,1321.0,5915.0,95.393,1117.54,6.06,0.29,0.13,11.41,0.0,157.91612903225806,350.5483870967742,287687.1322580645,909763.0967741936,14946.0,6030.0,935620,0.14
2016-03-26,토요일,147.6,6341.0,95.393,1118.37,5.7,0.2,0.0,13.41,0.0,157.91612903225806,350.5483870967742,287687.1322580645,909763.0967741936,14946.0,6030.0,935620,0.14
2016-03-27,일요일,0.0,0.0,95.393,1118.52,7.02,0.18,0.0,14.24,0.0,157.91612903225806,350.5483870967742,287687.1322580645,909763.0967741936,14946.0,6030.0,935620,0.14
2016-03-28,월요일,836.4,6215.0,95.393,1119.62,8.99,0.16,0.0,19.07,0.0,157.91612903225806,350.5483870967742,287687.1322580645,909763.0967741936,14946.0,6030.0,935620,0.14
2016-03-29,화요일,3159.0,5816.0,95.393,1120.38,11.18,1.39,0.0,15.12,0.0,157.91612903225806,350.5483870967742,287687.1322580645,909763.0967741936,14946.0,6030.0,935620,0.14
2016-03-30,수요일,1918.8,5307.0,95.393,1121.01,13.1,0.64,0.0,15.77,0.0,157.91612903225806,350.5483870967742,287687.1322580645,909763.0967741936,14946.0,6030.0,935620,0.14
2016-03-31,목요일,2952.0,4818.0,95.393,1121.35,12.37,0.98,0.0,17.58,0.0,157.91612903225806,350.5483870967742,287687.1322580645,909763.0967741936,14946.0,6030.0,935620,0.14
2016-04-01,금요일,1804.0,5837.0,95.573,1121.92,14.03,0.53,0.0,21.19,0.0,249.45666666666665,1171.7333333333333,803204.64,2214731.433333333,14946.0,6030.0,944758,0.13
2016-04-02,토요일,738.0,5512.0,95.573,1121.94,14.81,0.57,0.0,17.97,0.0,249.45666666666665,1171.7333333333333,803204.64,2214731.433333333,14946.0,6030.0,944758,0.13
2016-04-03,일요일,0.0,0.0,95.573,1121.64,12.06,1.72,10.89,6.16,0.0,249.45666666666665,1171.7333333333333,803204.64,2214731.433333333,14946.0,6030.0,944758,0.13
2016-04-04,월요일,2648.6,4811.0,95.573,1122.02,11.57,0.84,1.62,6.76,0.0,249.45666666666665,1171.7333333333333,803204.64,2214731.433333333,14946.0,6030.0,944758,0.13
2016-04-05,화요일,0.0,0.0,95.573,1121.99,11.87,0.29,0.0,15.26,0.0,249.45666666666665,1171.7333333333333,803204.64,2214731.433333333,14946.0,6030.0,944758,0.13
2016-04-06,수요일,5608.8,5096.0,95.573,1121.95,12.57,1.5,18.22,17.14,0.0,249.45666666666665,1171.7333333333333,803204.64,2214731.433333333,14946.0,6030.0,944758,0.13
2016-04-07,목요일,2870.0,4356.0,95.573,1121.66,12.7,1.29,24.9,9.21,0.0,249.45666666666665,1171.7333333333333,803204.64,2214731.433333333,14946.0,6030.0,944758,0.13
2016-04-08,금요일,6010.6,4568.0,95.573,1121.62,13.92,1.21,0.0,15.34,0.0,249.45666666666665,1171.7333333333333,803204.64,2214731.433333333,14946.0,6030.0,944758,0.13
2016-04-09,토요일,369.0,4824.0,95.573,1121.14,15.17,1.64,0.0,15.8,0.0,249.45666666666665,1171.7333333333333,803204.64,2214731.433333333,14946.0,6030.0,944758,0.13
2016-04-10,일요일,0.0,0.0,95.573,1120.64,15.03,1.19,0.98,15.69,0.0,249.45666666666665,1171.7333333333333,803204.64,2214731.433333333,14946.0,6030.0,944758,0.13
2016-04-11,월요일,4280.4,4601.0,95.573,1121.04,12.18,0.06,0.0,9.96,0.0,249.45666666666665,1171.7333333333333,803204.64,2214731.433333333,14946.0,6030.0,944758,0.13
2016-04-12,화요일,1476.0,3625.0,95.573,1120.72,13.77,1.31,0.09,13.49,0.0,249.45666666666665,1171.7333333333333,803204.64,2214731.433333333,14946.0,6030.0,944758,0.13
2016-04-13,수요일,1968.0,5074.0,95.573,1120.38,14.62,1.15,9.63,6.4,0.0,249.45666666666665,1171.7333333333333,803204.64,2214731.433333333,14946.0,6030.0,944758,0.13
2016-04-14,목요일,2296.0,3496.0,95.573,1120.72,15.18,0.74,0.0,12.63,0.0,249.45666666666665,1171.7333333333333,803204.64,2214731.433333333,14946.0,6030.0,944758,0.13
2016-04-15,금요일,8651.0,4574.0,95.573,1120.93,14.58,0.51,0.0,17.95,0.0,249.45666666666665,1171.7333333333333,803204.64,2214731.433333333,14946.0,6030.0,944758,0.13
2016-04-16,토요일,3304.6,4444.0,95.573,1120.85,14.68,1.56,14.44,12.64,0.0,249.45666666666665,1171.7333333333333,803204.64,2214731.433333333,14946.0,6030.0,944758,0.13
2016-04-17,일요일,0.0,0.0,95.573,1120.65,12.83,1.15,9.62,8.12,0.0,249.45666666666665,1171.7333333333333,803204.64,2214731.433333333,14946.0,6030.0,944758,0.13
2016-04-18,월요일,4510.0,4272.0,95.573,1121.16,13.19,0.88,0.83,11.24,0.0,249.45666666666665,1171.7333333333333,803204.64,2214731.433333333,14946.0,6030.0,944758,0.13
2016-04-19,화요일,6240.2,3983.0,95.573,1121.43,12.71,1.15,0.0,13.34,0.0,249.45666666666665,1171.7333333333333,803204.64,2214731.433333333,14946.0,6030.0,944758,0.13
2016-04-20,수요일,4698.6,3477.0,95.573,1121.3,14.33,1.82,0.11,13.11,0.0,249.45666666666665,1171.7333333333333,803204.64,2214731.433333333,14946.0,6030.0,944758,0.13
2016-04-21,목요일,5633.6,3919.0,95.573,1121.0,13.71,1.91,28.85,6.28,0.0,249.45666666666665,1171.7333333333333,803204.64,2214731.433333333,14946.0,6030.0,944758,0.13
2016-04-22,금요일,2517.4,3461.0,95.573,1121.24,17.39,1.6,0.0,14.82,0.0,249.45666666666665,1171.7333333333333,803204.64,2214731.433333333,14946.0,6030.0,944758,0.13
2016-04-23,토요일,2870.0,3853.0,95.573,1121.06,16.02,1.54,0.0,9.6,0.0,249.45666666666665,1171.7333333333333,803204.64,2214731.433333333,14946.0,6030.0,944758,0.13
2016-04-24,일요일,0.0,0.0,95.573,1120.64,15.24,0.59,0.0,16.74,0.0,249.45666666666665,1171.7333333333333,803204.64,2214731.433333333,14946.0,6030.0,944758,0.13
2016-04-25,월요일,3739.2,3397.0,95.573,1121.18,16.41,0.2,0.0,18.85,0.0,249.45666666666665,1171.7333333333333,803204.64,2214731.433333333,14946.0,6030.0,944758,0.13
2016-04-26,화요일,4206.6,3794.0,95.573,1121.39,18.51,1.25,1.21,19.0,0.0,249.45666666666665,1171.7333333333333,803204.64,2214731.433333333,14946.0,6030.0,944758,0.13
2016-04-27,수요일,7368.0,3592.0,95.573,1121.33,13.04,2.01,24.44,5.35,0.0,249.45666666666665,1171.7333333333333,803204.64,2214731.433333333,14946.0,6030.0,944758,0.13
2016-04-28,목요일,1730.2,3738.0,95.573,1121.62,14.51,1.09,2.59,10.48,0.0,249.45666666666665,1171.7333333333333,803204.64,2214731.433333333,14946.0,6030.0,944758,0.13
2016-04-29,금요일,3435.8,3299.0,95.573,1122.5,14.64,0.27,0.0,13.95,0.0,249.45666666666665,1171.7333333333333,803204.64,2214731.433333333,14946.0,6030.0,944758,0.13
2016-04-30,토요일,8184.4,2728.0,95.573,1123.1,16.41,1.05,0.0,17.94,0.0,249.45666666666665,1171.7333333333333,803204.64,2214731.433333333,14946.0,6030.0,944758,0.13
2016-05-01,일요일,0.0,0.0,95.63,1123.54,18.09,0.9,0.0,18.59,0.0,116.36774193548388,408.80645161290323,71209.6677419355,149929.5806451613,14946.0,6030.0,952310,0.12
2016-05-02,월요일,25.0,25000.0,95.63,1123.58,19.11,1.52,5.47,15.51,0.0,116.36774193548388,408.80645161290323,71209.6677419355,149929.5806451613,14946.0,6030.0,952310,0.12
2016-05-03,화요일,3993.4,3845.0,95.63,1128.24,15.31,2.03,14.93,8.43,0.0,116.36774193548388,408.80645161290323,71209.6677419355,149929.5806451613,14946.0,6030.0,952310,0.12
2016-05-04,수요일,3427.2,3170.0,95.63,1130.45,16.94,0.27,0.03,11.13,0.0,116.36774193548388,408.80645161290323,71209.6677419355,149929.5806451613,14946.0,6030.0,952310,0.12
2016-05-05,목요일,3885.8,2583.0,95.63,1132.32,18.44,0.82,0.66,19.19,0.0,116.36774193548388,408.80645161290323,71209.6677419355,149929.5806451613,14946.0,6030.0,952310,0.12
2016-05-06,금요일,1772.0,5328.0,95.63,1133.6,19.61,1.84,0.25,8.9,0.0,116.36774193548388,408.80645161290323,71209.6677419355,149929.5806451613,14946.0,6030.0,952310,0.12
2016-05-07,토요일,3658.8,3530.0,95.63,1134.67,16.99,0.59,0.0,12.6,0.0,116.36774193548388,408.80645161290323,71209.6677419355,149929.5806451613,14946.0,6030.0,952310,0.12
2016-05-08,일요일,0.0,0.0,95.63,1134.92,17.86,1.02,0.0,17.64,0.0,116.36774193548388,408.80645161290323,71209.6677419355,149929.5806451613,14946.0,6030.0,952310,0.12
2016-05-09,월요일,3747.6,3471.0,95.63,1136.36,18.62,1.64,0.0,10.03,0.0,116.36774193548388,408.80645161290323,71209.6677419355,149929.5806451613,14946.0,6030.0,952310,0.12
2016-05-10,화요일,1988.6,5176.0,95.63,1137.6,14.26,1.97,21.86,5.32,0.0,116.36774193548388,408.80645161290323,71209.6677419355,149929.5806451613,14946.0,6030.0,952310,0.12
2016-05-11,수요일,2634.2,4046.0,95.63,1138.9,16.64,0.41,1.25,11.33,0.0,116.36774193548388,408.80645161290323,71209.6677419355,149929.5806451613,14946.0,6030.0,952310,0.12
2016-05-12,목요일,2023.6,3735.0,95.63,1141.13,18.16,0.74,0.0,14.56,0.0,116.36774193548388,408.80645161290323,71209.6677419355,149929.5806451613,14946.0,6030.0,952310,0.12
2016-05-13,금요일,0.0,0.0,95.63,1144.06,16.95,0.72,0.0,10.6,0.0,116.36774193548388,408.80645161290323,71209.6677419355,149929.5806451613,14946.0,6030.0,952310,0.12
2016-05-14,토요일,2995.6,4181.0,95.63,1146.51,18.52,1.05,0.0,14.48,0.0,116.36774193548388,408.80645161290323,71209.6677419355,149929.5806451613,14946.0,6030.0,952310,0.12
2016-05-15,일요일,0.0,0.0,95.63,1147.53,18.76,1.7,12.86,12.56,0.0,116.36774193548388,408.80645161290323,71209.6677419355,149929.5806451613,14946.0,6030.0,952310,0.12
2016-05-16,월요일,1834.8,3770.0,95.63,1149.99,14.74,0.68,11.07,12.13,0.0,116.36774193548388,408.80645161290323,71209.6677419355,149929.5806451613,14946.0,6030.0,952310,0.12
2016-05-17,화요일,4476.0,4408.0,95.63,1154.25,17.53,0.0,0.0,20.24,0.0,116.36774193548388,408.80645161290323,71209.6677419355,149929.5806451613,14946.0,6030.0,952310,0.12
2016-05-18,수요일,2556.8,4422.0,95.63,1158.47,20.74,0.27,0.0,20.11,0.0,116.36774193548388,408.80645161290323,71209.6677419355,149929.5806451613,14946.0,6030.0,952310,0.12
