,date,요일,토마토_거래량(kg),토마토_가격(원/kg),토마토_거래량의_1주전_평균,토마토_가격의_1주전_평균,토마토_거래량의_2주전_평균,토마토_가격의_2주전_평균,계절_가을,계절_겨울,계절_봄,계절_여름
62,2016-03-03,목요일,211138.0,3179.0,253699.35,2770.3333333333335,254151.625,2714.0,0,0,1,0
63,2016-03-04,금요일,309472.0,3147.0,253699.35,2770.3333333333335,254151.625,2714.0,0,0,1,0
64,2016-03-05,토요일,246464.5,3207.0,253699.35,2770.3333333333335,254151.625,2714.0,0,0,1,0
65,2016-03-06,일요일,0.0,0.0,253699.35,2770.3333333333335,254151.625,2714.0,0,0,1,0
66,2016-03-07,월요일,336665.5,3375.0,265642.5,3045.6666666666665,259670.92500000002,2908.0,0,0,1,0
67,2016-03-08,화요일,298651.0,3467.0,265642.5,3045.6666666666665,259670.92500000002,2908.0,0,0,1,0
68,2016-03-09,수요일,300282.0,3511.0,265642.5,3045.6666666666665,259670.92500000002,2908.0,0,0,1,0
69,2016-03-10,목요일,228806.5,3581.0,265642.5,3045.6666666666665,259670.92500000002,2908.0,0,0,1,0
70,2016-03-11,금요일,326143.5,3649.0,265642.5,3045.6666666666665,259670.92500000002,2908.0,0,0,1,0
71,2016-03-12,토요일,329735.5,3408.0,265642.5,3045.6666666666665,259670.92500000002,2908.0,0,0,1,0
72,2016-03-13,일요일,0.0,0.0,265642.5,3045.6666666666665,259670.92500000002,2908.0,0,0,1,0
73,2016-03-14,월요일,435010.0,3387.0,303380.6666666667,3498.5,284511.5833333333,3272.0833333333335,0,0,1,0
74,2016-03-15,화요일,275206.5,3285.0,303380.6666666667,3498.5,284511.5833333333,3272.0833333333335,0,0,1,0
75,2016-03-16,수요일,307135.0,3351.0,303380.6666666667,3498.5,284511.5833333333,3272.0833333333335,0,0,1,0
76,2016-03-17,목요일,240015.5,3541.0,303380.6666666667,3498.5,284511.5833333333,3272.0833333333335,0,0,1,0
77,2016-03-18,금요일,364836.5,3415.0,303380.6666666667,3498.5,284511.5833333333,3272.0833333333335,0,0,1,0
78,2016-03-19,토요일,313877.5,3426.0,303380.6666666667,3498.5,284511.5833333333,3272.0833333333335,0,0,1,0
79,2016-03-20,일요일,0.0,0.0,303380.6666666667,3498.5,284511.5833333333,3272.0833333333335,0,0,1,0
80,2016-03-21,월요일,504512.0,3507.0,322680.1666666667,3400.8333333333335,313030.4166666667,3449.6666666666665,0,0,1,0
81,2016-03-22,화요일,350913.5,3367.0,322680.1666666667,3400.8333333333335,313030.4166666667,3449.6666666666665,0,0,1,0
82,2016-03-23,수요일,407406.5,3362.0,322680.1666666667,3400.8333333333335,313030.4166666667,3449.6666666666665,0,0,1,0
83,2016-03-24,목요일,280143.0,3351.0,322680.1666666667,3400.8333333333335,313030.4166666667,3449.6666666666665,0,0,1,0
84,2016-03-25,금요일,484269.5,3364.0,322680.1666666667,3400.8333333333335,313030.4166666667,3449.6666666666665,0,0,1,0
85,2016-03-26,토요일,438444.5,3181.0,322680.1666666667,3400.8333333333335,313030.4166666667,3449.6666666666665,0,0,1,0
86,2016-03-27,일요일,0.0,0.0,322680.1666666667,3400.8333333333335,313030.4166666667,3449.6666666666665,0,0,1,0
87,2016-03-28,월요일,548128.5,3286.0,410948.1666666667,3355.3333333333335,366814.1666666667,3378.0833333333335,0,0,1,0
88,2016-03-29,화요일,356070.0,3146.0,410948.1666666667,3355.3333333333335,366814.1666666667,3378.0833333333335,0,0,1,0
89,2016-03-30,수요일,430672.0,3051.0,410948.1666666667,3355.3333333333335,366814.1666666667,3378.0833333333335,0,0,1,0
90,2016-03-31,목요일,280306.0,3267.0,410948.1666666667,3355.3333333333335,366814.1666666667,3378.0833333333335,0,0,1,0
91,2016-04-01,금요일,522224.5,3314.0,410948.1666666667,3355.3333333333335,366814.1666666667,3378.0833333333335,0,0,1,0
92,2016-04-02,토요일,474467.2,3345.0,410948.1666666667,3355.3333333333335,366814.1666666667,3378.0833333333335,0,0,1,0
93,2016-04-03,일요일,0.0,0.0,410948.1666666667,3355.3333333333335,366814.1666666667,3378.0833333333335,0,0,1,0
94,2016-04-04,월요일,676335.5,3143.0,435311.3666666667,3234.8333333333335,423129.76666666666,3295.0833333333335,0,0,1,0
95,2016-04-05,화요일,431787.0,3030.0,435311.3666666667,3234.8333333333335,423129.76666666666,3295.0833333333335,0,0,1,0
96,2016-04-06,수요일,477505.5,2952.0,435311.3666666667,3234.8333333333335,423129.76666666666,3295.0833333333335,0,0,1,0
97,2016-04-07,목요일,377200.5,3039.0,435311.3666666667,3234.8333333333335,423129.76666666666,3295.0833333333335,0,0,1,0
98,2016-04-08,금요일,499678.5,2883.0,435311.3666666667,3234.8333333333335,423129.76666666666,3295.0833333333335,0,0,1,0
99,2016-04-09,토요일,523529.0,2798.0,435311.3666666667,3234.8333333333335,423129.76666666666,3295.0833333333335,0,0,1,0
100,2016-04-10,일요일,0.0,0.0,435311.3666666667,3234.8333333333335,423129.76666666666,3295.0833333333335,0,0,1,0
101,2016-04-11,월요일,763936.5,2760.0,497672.6666666667,2974.1666666666665,466492.01666666666,3104.5,0,0,1,0
102,2016-04-12,화요일,506673.0,2678.0,497672.6666666667,2974.1666666666665,466492.01666666666,3104.5,0,0,1,0
103,2016-04-13,수요일,554563.5,2602.0,497672.6666666667,2974.1666666666665,466492.01666666666,3104.5,0,0,1,0
104,2016-04-14,목요일,448851.5,2767.0,497672.6666666667,2974.1666666666665,466492.01666666666,3104.5,0,0,1,0
105,2016-04-15,금요일,618690.5,2609.0,497672.6666666667,2974.1666666666665,466492.01666666666,3104.5,0,0,1,0
106,2016-04-16,토요일,626927.5,2386.0,497672.6666666667,2974.1666666666665,466492.01666666666,3104.5,0,0,1,0
107,2016-04-17,일요일,0.0,0.0,497672.6666666667,2974.1666666666665,466492.01666666666,3104.5,0,0,1,0
108,2016-04-18,월요일,890490.0,2315.0,586607.0833333334,2633.6666666666665,542139.875,2803.9166666666665,0,0,1,0
109,2016-04-19,화요일,596073.0,2210.0,586607.0833333334,2633.6666666666665,542139.875,2803.9166666666665,0,0,1,0
110,2016-04-20,수요일,750502.0,2053.0,586607.0833333334,2633.6666666666665,542139.875,2803.9166666666665,0,0,1,0
111,2016-04-21,목요일,518048.0,2048.0,586607.0833333334,2633.6666666666665,542139.875,2803.9166666666665,0,0,1,0
112,2016-04-22,금요일,681802.0,1972.0,586607.0833333334,2633.6666666666665,542139.875,2803.9166666666665,0,0,1,0
113,2016-04-23,토요일,702121.0,1877.0,586607.0833333334,2633.6666666666665,542139.875,2803.9166666666665,0,0,1,0
114,2016-04-24,일요일,0.0,0.0,586607.0833333334,2633.6666666666665,542139.875,2803.9166666666665,0,0,1,0
115,2016-04-25,월요일,984044.5,1837.0,689839.3333333334,2079.1666666666665,638223.2083333334,2356.4166666666665,0,0,1,0
116,2016-04-26,화요일,607570.6,1771.0,689839.3333333334,2079.1666666666665,638223.2083333334,2356.4166666666665,0,0,1,0
117,2016-04-27,수요일,665574.0,1779.0,689839.3333333334,2079.1666666666665,638223.2083333334,2356.4166666666665,0,0,1,0
118,2016-04-28,목요일,387392.5,1902.0,689839.3333333334,2079.1666666666665,638223.2083333334,2356.4166666666665,0,0,1,0
119,2016-04-29,금요일,661421.0,1905.0,689839.3333333334,2079.1666666666665,638223.2083333334,2356.4166666666665,0,0,1,0
120,2016-04-30,토요일,712838.0,1889.0,689839.3333333334,2079.1666666666665,638223.2083333334,2356.4166666666665,0,0,1,0
121,2016-05-01,일요일,0.0,0.0,689839.3333333334,2079.1666666666665,638223.2083333334,2356.4166666666665,0,0,1,0
122,2016-05-02,월요일,1110618.9,1712.0,669806.7666666667,1847.1666666666667,679823.0499999999,1963.1666666666667,0,0,1,0
123,2016-05-03,화요일,627278.5,1683.0,669806.7666666667,1847.1666666666667,679823.0499999999,1963.1666666666667,0,0,1,0
124,2016-05-04,수요일,853887.5,1540.0,669806.7666666667,1847.1666666666667,679823.0499999999,1963.1666666666667,0,0,1,0
125,2016-05-05,목요일,653190.5,1623.0,669806.7666666667,1847.1666666666667,679823.0499999999,1963.1666666666667,0,0,1,0
126,2016-05-06,금요일,792737.0,1501.0,669806.7666666667,1847.1666666666667,679823.0499999999,1963.1666666666667,0,0,1,0
127,2016-05-07,토요일,891489.6,1388.0,669806.7666666667,1847.1666666666667,679823.0499999999,1963.1666666666667,0,0,1,0
128,2016-05-08,일요일,0.0,0.0,669806.7666666667,1847.1666666666667,679823.0499999999,1963.1666666666667,0,0,1,0
129,2016-05-09,월요일,1279843.5,1298.0,821533.6666666666,1574.5,745670.2166666667,1710.8333333333333,0,0,1,0
130,2016-05-10,화요일,736026.0,1238.0,821533.6666666666,1574.5,745670.2166666667,1710.8333333333333,0,0,1,0
131,2016-05-11,수요일,914507.0,1193.0,821533.6666666666,1574.5,745670.2166666667,1710.8333333333333,0,0,1,0
132,2016-05-12,목요일,610492.5,1350.0,821533.6666666666,1574.5,745670.2166666667,1710.8333333333333,0,0,1,0
133,2016-05-13,금요일,836482.0,1305.0,821533.6666666666,1574.5,745670.2166666667,1710.8333333333333,0,0,1,0
134,2016-05-14,토요일,775276.0,1224.0,821533.6666666666,1574.5,745670.2166666667,1710.8333333333333,0,0,1,0
135,2016-05-15,일요일,0.0,0.0,821533.6666666666,1574.5,745670.2166666667,1710.8333333333333,0,0,1,0
136,2016-05-16,월요일,1100692.0,1175.0,858771.1666666666,1268.0,840152.4166666666,1421.25,0,0,1,0
137,2016-05-17,화요일,643182.0,1196.0,858771.1666666666,1268.0,840152.4166666666,1421.25,0,0,1,0
138,2016-05-18,수요일,763024.0,1230.0,858771.1666666666,1268.0,840152.4166666666,1421.25,0,0,1,0
139,2016-05-19,목요일,627377.0,1231.0,858771.1666666666,1268.0,840152.4166666666,1421.25,0,0,1,0
140,2016-05-20,금요일,648140.5,1285.0,858771.1666666666,1268.0,840152.4166666666,1421.25,0,0,1,0
141,2016-05-21,토요일,612243.0,1299.0,858771.1666666666,1268.0,840152.4166666666,1421.25,0,0,1,0
142,2016-05-22,일요일,0.0,0.0,858771.1666666666,1268.0,840152.4166666666,1421.25,0,0,1,0
143,2016-05-23,월요일,1070729.0,1289.0,732443.0833333334,1236.0,795607.125,1252.0,0,0,1,0
144,2016-05-24,화요일,630627.0,1282.0,732443.0833333334,1236.0,795607.125,1252.0,0,0,1,0
145,2016-05-25,수요일,792942.5,1299.0,732443.0833333334,1236.0,795607.125,1252.0,0,0,1,0
146,2016-05-26,목요일,736285.0,1261.0,732443.0833333334,1236.0,795607.125,1252.0,0,0,1,0
147,2016-05-27,금요일,938888.5,1264.0,732443.0833333334,1236.0,795607.125,1252.0,0,0,1,0
148,2016-05-28,토요일,880013.0,1175.0,732443.0833333334,1236.0,795607.125,1252.0,0,0,1,0
149,2016-05-29,일요일,0.0,0.0,732443.0833333334,1236.0,795607.125,1252.0,0,0,1,0
150,2016-05-30,월요일,1268227.5,1095.0,841580.8333333334,1261.6666666666667,787011.9583333334,1248.8333333333333,0,0,1,0
151,2016-05-31,화요일,735350.0,1061.0,841580.8333333334,1261.6666666666667,787011.9583333334,1248.8333333333333,0,0,1,0
152,2016-06-01,수요일,958567.6,1032.0,841580.8333333334,1261.6666666666667,787011.9583333334,1248.8333333333333,0,0,0,1
153,2016-06-02,목요일,702672.0,1040.0,841580.8333333334,1261.6666666666667,787011.9583333334,1248.8333333333333,0,0,0,1
154,2016-06-03,금요일,905995.0,1012.0,841580.8333333334,1261.6666666666667,787011.9583333334,1248.8333333333333,0,0,0,1
155,2016-06-04,토요일,877463.5,978.0,841580.8333333334,1261.6666666666667,787011.9583333334,1248.8333333333333,0,0,0,1
156,2016-06-05,일요일,0.0,0.0,841580.8333333334,1261.6666666666667,787011.9583333334,1248.8333333333333,0,0,0,1
157,2016-06-06,월요일,1257390.0,923.0,908045.9333333332,1036.3333333333333,874813.3833333333,1149.0,0,0,0,1
158,2016-06-07,화요일,956047.0,904.0,908045.9333333332,1036.3333333333333,874813.3833333333,1149.0,0,0,0,1
159,2016-06-08,수요일,923107.0,885.0,908045.9333333332,1036.3333333333333,874813.3833333333,1149.0,0,0,0,1
160,2016-06-09,목요일,791338.0,889.0,908045.9333333332,1036.3333333333333,874813.3833333333,1149.0,0,0,0,1
161,2016-06-10,금요일,828798.0,888.0,908045.9333333332,1036.3333333333333,874813.3833333333,1149.0,0,0,0,1
162,2016-06-11,토요일,787140.0,846.0,908045.9333333332,1036.3333333333333,874813.3833333333,1149.0,0,0,0,1
163,2016-06-12,일요일,0.0,0.0,908045.9333333332,1036.3333333333333,874813.3833333333,1149.0,0,0,0,1
164,2016-06-13,월요일,1263436.8,820.0,923970.0,889.1666666666666,916007.9666666667,962.75,0,0,0,1
165,2016-06-14,화요일,752335.0,824.0,923970.0,889.1666666666666,916007.9666666667,962.75,0,0,0,1
166,2016-06-15,수요일,850726.0,830.0,923970.0,889.1666666666666,916007.9666666667,962.75,0,0,0,1
167,2016-06-16,목요일,619060.0,866.0,923970.0,889.1666666666666,916007.9666666667,962.75,0,0,0,1
168,2016-06-17,금요일,787580.0,915.0,923970.0,889.1666666666666,916007.9666666667,962.75,0,0,0,1
169,2016-06-18,토요일,791740.0,886.0,923970.0,889.1666666666666,916007.9666666667,962.75,0,0,0,1
170,2016-06-19,일요일,0.0,0.0,923970.0,889.1666666666666,916007.9666666667,962.75,0,0,0,1
171,2016-06-20,월요일,1047043.0,874.0,844146.2999999999,856.8333333333334,884058.15,873.0,0,0,0,1
172,2016-06-21,화요일,613552.0,879.0,844146.2999999999,856.8333333333334,884058.15,873.0,0,0,0,1
173,2016-06-22,수요일,738225.0,855.0,844146.2999999999,856.8333333333334,884058.15,873.0,0,0,0,1
174,2016-06-23,목요일,662290.0,904.0,844146.2999999999,856.8333333333334,884058.15,873.0,0,0,0,1
175,2016-06-24,금요일,734321.0,865.0,844146.2999999999,856.8333333333334,884058.15,873.0,0,0,0,1
176,2016-06-25,토요일,789185.0,821.0,844146.2999999999,856.8333333333334,884058.15,873.0,0,0,0,1
177,2016-06-26,일요일,0.0,0.0,844146.2999999999,856.8333333333334,884058.15,873.0,0,0,0,1
178,2016-06-27,월요일,1117888.0,805.0,764102.6666666666,866.3333333333334,804124.4833333334,861.5833333333334,0,0,0,1
179,2016-06-28,화요일,596606.0,808.0,764102.6666666666,866.3333333333334,804124.4833333334,861.5833333333334,0,0,0,1
180,2016-06-29,수요일,600082.0,802.0,764102.6666666666,866.3333333333334,804124.4833333334,861.5833333333334,0,0,0,1
181,2016-06-30,목요일,469738.0,860.0,764102.6666666666,866.3333333333334,804124.4833333334,861.5833333333334,0,0,0,1
182,2016-07-01,금요일,568821.0,859.0,764102.6666666666,866.3333333333334,804124.4833333334,861.5833333333334,0,0,0,1
183,2016-07-02,토요일,489953.0,801.0,764102.6666666666,866.3333333333334,804124.4833333334,861.5833333333334,0,0,0,1
184,2016-07-03,일요일,0.0,0.0,764102.6666666666,866.3333333333334,804124.4833333334,861.5833333333334,0,0,0,1
185,2016-07-04,월요일,760589.0,809.0,640514.6666666666,822.5,702308.6666666666,844.4166666666666,0,0,0,1
186,2016-07-05,화요일,430906.0,888.0,640514.6666666666,822.5,702308.6666666666,844.4166666666666,0,0,0,1
187,2016-07-06,수요일,397576.0,940.0,640514.6666666666,822.5,702308.6666666666,844.4166666666666,0,0,0,1
188,2016-07-07,목요일,386724.4,995.0,640514.6666666666,822.5,702308.6666666666,844.4166666666666,0,0,0,1
189,2016-07-08,금요일,443744.0,1127.0,640514.6666666666,822.5,702308.6666666666,844.4166666666666,0,0,0,1
190,2016-07-09,토요일,457896.0,1238.0,640514.6666666666,822.5,702308.6666666666,844.4166666666666,0,0,0,1
191,2016-07-10,일요일,0.0,0.0,640514.6666666666,822.5,702308.6666666666,844.4166666666666,0,0,0,1
192,2016-07-11,월요일,606203.0,1284.0,479572.56666666665,999.5,560043.6166666667,911.0,0,0,0,1
193,2016-07-12,화요일,385661.0,1322.0,479572.56666666665,999.5,560043.6166666667,911.0,0,0,0,1
194,2016-07-13,수요일,465664.0,1373.0,479572.56666666665,999.5,560043.6166666667,911.0,0,0,0,1
195,2016-07-14,목요일,513536.0,1292.0,479572.56666666665,999.5,560043.6166666667,911.0,0,0,0,1
196,2016-07-15,금요일,540706.0,1292.0,479572.56666666665,999.5,560043.6166666667,911.0,0,0,0,1
197,2016-07-16,토요일,531564.6,1087.0,479572.56666666665,999.5,560043.6166666667,911.0,0,0,0,1
198,2016-07-17,일요일,0.0,0.0,479572.56666666665,999.5,560043.6166666667,911.0,0,0,0,1
199,2016-07-18,월요일,693961.0,1053.0,507222.43333333335,1275.0,493397.5,1137.25,0,0,0,1
200,2016-07-19,화요일,449269.0,1022.0,507222.43333333335,1275.0,493397.5,1137.25,0,0,0,1
201,2016-07-20,수요일,414287.5,976.0,507222.43333333335,1275.0,493397.5,1137.25,0,0,0,1
202,2016-07-21,목요일,256722.0,1033.0,507222.43333333335,1275.0,493397.5,1137.25,0,0,0,1
203,2016-07-22,금요일,246530.7,1136.0,507222.43333333335,1275.0,493397.5,1137.25,0,0,0,1
204,2016-07-23,토요일,287275.0,1264.0,507222.43333333335,1275.0,493397.5,1137.25,0,0,0,1
205,2016-07-24,일요일,0.0,0.0,507222.43333333335,1275.0,493397.5,1137.25,0,0,0,1
206,2016-07-25,월요일,432406.0,1327.0,391340.8666666667,1080.6666666666667,449281.64999999997,1177.8333333333333,0,0,0,1
207,2016-07-26,화요일,272888.0,1452.0,391340.8666666667,1080.6666666666667,449281.64999999997,1177.8333333333333,0,0,0,1
208,2016-07-27,수요일,395069.5,1493.0,391340.8666666667,1080.6666666666667,449281.64999999997,1177.8333333333333,0,0,0,1
209,2016-07-28,목요일,337651.0,1525.0,391340.8666666667,1080.6666666666667,449281.64999999997,1177.8333333333333,0,0,0,1
210,2016-07-29,금요일,396856.0,1394.0,391340.8666666667,1080.6666666666667,449281.64999999997,1177.8333333333333,0,0,0,1
211,2016-07-30,토요일,421804.0,1059.0,391340.8666666667,1080.6666666666667,449281.64999999997,1177.8333333333333,0,0,0,1
212,2016-07-31,일요일,0.0,0.0,391340.8666666667,1080.6666666666667,449281.64999999997,1177.8333333333333,0,0,0,1
213,2016-08-01,월요일,556079.0,1018.0,376112.4166666667,1375.0,383726.64166666666,1227.8333333333333,0,0,0,1
214,2016-08-02,화요일,376175.0,1010.0,376112.4166666667,1375.0,383726.64166666666,1227.8333333333333,0,0,0,1
215,2016-08-03,수요일,392928.0,1080.0,376112.4166666667,1375.0,383726.64166666666,1227.8333333333333,0,0,0,1
216,2016-08-04,목요일,380421.0,1070.0,376112.4166666667,1375.0,383726.64166666666,1227.8333333333333,0,0,0,1
217,2016-08-05,금요일,416224.5,1053.0,376112.4166666667,1375.0,383726.64166666666,1227.8333333333333,0,0,0,1
218,2016-08-06,토요일,168866.0,914.0,376112.4166666667,1375.0,383726.64166666666,1227.8333333333333,0,0,0,1
219,2016-08-07,일요일,0.0,0.0,376112.4166666667,1375.0,383726.64166666666,1227.8333333333333,0,0,0,1
220,2016-08-08,월요일,541350.5,1042.0,381782.25,1024.1666666666667,378947.3333333333,1199.5833333333333,0,0,0,1
221,2016-08-09,화요일,340596.0,1050.0,381782.25,1024.1666666666667,378947.3333333333,1199.5833333333333,0,0,0,1
222,2016-08-10,수요일,355898.5,1115.0,381782.25,1024.1666666666667,378947.3333333333,1199.5833333333333,0,0,0,1
223,2016-08-11,목요일,367461.0,1151.0,381782.25,1024.1666666666667,378947.3333333333,1199.5833333333333,0,0,0,1
224,2016-08-12,금요일,387400.5,1165.0,381782.25,1024.1666666666667,378947.3333333333,1199.5833333333333,0,0,0,1
225,2016-08-13,토요일,416553.0,1067.0,381782.25,1024.1666666666667,378947.3333333333,1199.5833333333333,0,0,0,1
226,2016-08-14,일요일,0.0,0.0,381782.25,1024.1666666666667,378947.3333333333,1199.5833333333333,0,0,0,1
227,2016-08-15,월요일,580034.0,1071.0,401543.25,1098.3333333333333,391662.75,1061.25,0,0,0,1
228,2016-08-16,화요일,452947.0,1059.0,401543.25,1098.3333333333333,391662.75,1061.25,0,0,0,1
229,2016-08-17,수요일,533577.5,1046.0,401543.25,1098.3333333333333,391662.75,1061.25,0,0,0,1
230,2016-08-18,목요일,379256.0,1116.0,401543.25,1098.3333333333333,391662.75,1061.25,0,0,0,1
231,2016-08-19,금요일,403876.0,1170.0,401543.25,1098.3333333333333,391662.75,1061.25,0,0,0,1
