date,요일,샤인마스캇_거래량(kg),샤인마스캇_가격(원/kg),소비자물가지수,자동차용경유,재배지역_평균기온,재배지역_평균운량,재배지역_일강수량,재배지역_일교차,수출(중량),수출(금액),수입(중량),수입(금액),재배면적(ha),블루베리_거래물량(kg),최저시급,경제활동인구,실업률 (%)
2016-03-17,목요일,0.0,0.0,95.393,1105.22,10.69,0.0,0.0,20.84,157.91612903225806,350.5483870967742,287687.1322580645,909763.0967741936,14946.0,53.55,6030,935620,0.14
2016-03-18,금요일,0.0,0.0,95.393,1106.8,10.58,0.0,9.65,4.2,157.91612903225806,350.5483870967742,287687.1322580645,909763.0967741936,14946.0,53.55,6030,935620,0.14
2016-03-19,토요일,0.0,0.0,95.393,1108.79,11.01,0.0,0.0,11.85,157.91612903225806,350.5483870967742,287687.1322580645,909763.0967741936,14946.0,53.55,6030,935620,0.14
2016-03-20,일요일,0.0,0.0,95.393,1109.41,8.63,0.0,0.0,9.01,157.91612903225806,350.5483870967742,287687.1322580645,909763.0967741936,14946.0,53.55,6030,935620,0.14
2016-03-21,월요일,0.0,0.0,95.393,1111.73,9.35,0.0,0.0,14.4,157.91612903225806,350.5483870967742,287687.1322580645,909763.0967741936,14946.0,53.55,6030,935620,0.14
2016-03-22,화요일,0.0,0.0,95.393,1113.6,11.39,0.0,0.0,17.48,157.91612903225806,350.5483870967742,287687.1322580645,909763.0967741936,14946.0,53.55,6030,935620,0.14
2016-03-23,수요일,0.0,0.0,95.393,1115.2,10.23,0.0,0.06,9.08,157.91612903225806,350.5483870967742,287687.1322580645,909763.0967741936,14946.0,53.55,6030,935620,0.14
2016-03-24,목요일,0.0,0.0,95.393,1116.67,7.49,0.0,0.42,9.25,157.91612903225806,350.5483870967742,287687.1322580645,909763.0967741936,14946.0,53.55,6030,935620,0.14
2016-03-25,금요일,0.0,0.0,95.393,1117.54,6.83,0.0,0.29,8.63,157.91612903225806,350.5483870967742,287687.1322580645,909763.0967741936,14946.0,53.55,6030,935620,0.14
2016-03-26,토요일,0.0,0.0,95.393,1118.37,6.89,0.0,0.02,12.45,157.91612903225806,350.5483870967742,287687.1322580645,909763.0967741936,14946.0,53.55,6030,935620,0.14
2016-03-27,일요일,0.0,0.0,95.393,1118.52,8.95,0.0,0.0,13.85,157.91612903225806,350.5483870967742,287687.1322580645,909763.0967741936,14946.0,53.55,6030,935620,0.14
2016-03-28,월요일,0.0,0.0,95.393,1119.62,10.13,0.0,0.0,18.02,157.91612903225806,350.5483870967742,287687.1322580645,909763.0967741936,14946.0,53.55,6030,935620,0.14
2016-03-29,화요일,0.0,0.0,95.393,1120.38,11.87,0.0,0.0,15.92,157.91612903225806,350.5483870967742,287687.1322580645,909763.0967741936,14946.0,53.55,6030,935620,0.14
2016-03-30,수요일,0.0,0.0,95.393,1121.01,14.09,0.0,0.0,16.55,157.91612903225806,350.5483870967742,287687.1322580645,909763.0967741936,14946.0,53.55,6030,935620,0.14
2016-03-31,목요일,0.0,0.0,95.393,1121.35,12.42,0.0,0.0,16.8,157.91612903225806,350.5483870967742,287687.1322580645,909763.0967741936,14946.0,53.55,6030,935620,0.14
2016-04-01,금요일,0.0,0.0,95.573,1121.92,14.28,0.0,0.0,21.2,249.45666666666665,1171.7333333333333,803204.64,2214731.433333333,14946.0,55.34,6030,944758,0.13
2016-04-02,토요일,0.0,0.0,95.573,1121.94,15.12,0.0,0.0,17.99,249.45666666666665,1171.7333333333333,803204.64,2214731.433333333,14946.0,55.34,6030,944758,0.13
2016-04-03,일요일,0.0,0.0,95.573,1121.64,12.42,0.0,18.36,6.55,249.45666666666665,1171.7333333333333,803204.64,2214731.433333333,14946.0,55.34,6030,944758,0.13
2016-04-04,월요일,0.0,0.0,95.573,1122.02,10.57,0.0,2.54,5.55,249.45666666666665,1171.7333333333333,803204.64,2214731.433333333,14946.0,55.34,6030,944758,0.13
2016-04-05,화요일,0.0,0.0,95.573,1121.99,12.48,0.0,0.0,15.57,249.45666666666665,1171.7333333333333,803204.64,2214731.433333333,14946.0,55.34,6030,944758,0.13
2016-04-06,수요일,0.0,0.0,95.573,1121.95,13.47,0.0,13.12,16.26,249.45666666666665,1171.7333333333333,803204.64,2214731.433333333,14946.0,55.34,6030,944758,0.13
2016-04-07,목요일,0.0,0.0,95.573,1121.66,12.92,0.0,32.13,9.14,249.45666666666665,1171.7333333333333,803204.64,2214731.433333333,14946.0,55.34,6030,944758,0.13
2016-04-08,금요일,0.0,0.0,95.573,1121.62,16.2,0.0,0.0,15.79,249.45666666666665,1171.7333333333333,803204.64,2214731.433333333,14946.0,55.34,6030,944758,0.13
2016-04-09,토요일,0.0,0.0,95.573,1121.14,16.84,0.0,0.0,17.22,249.45666666666665,1171.7333333333333,803204.64,2214731.433333333,14946.0,55.34,6030,944758,0.13
2016-04-10,일요일,0.0,0.0,95.573,1120.64,14.61,0.0,2.23,13.3,249.45666666666665,1171.7333333333333,803204.64,2214731.433333333,14946.0,55.34,6030,944758,0.13
2016-04-11,월요일,0.0,0.0,95.573,1121.04,10.47,0.0,0.0,7.74,249.45666666666665,1171.7333333333333,803204.64,2214731.433333333,14946.0,55.34,6030,944758,0.13
2016-04-12,화요일,0.0,0.0,95.573,1120.72,12.99,0.0,0.36,14.76,249.45666666666665,1171.7333333333333,803204.64,2214731.433333333,14946.0,55.34,6030,944758,0.13
2016-04-13,수요일,0.0,0.0,95.573,1120.38,13.8,0.0,10.66,3.67,249.45666666666665,1171.7333333333333,803204.64,2214731.433333333,14946.0,55.34,6030,944758,0.13
2016-04-14,목요일,0.0,0.0,95.573,1120.72,17.14,0.0,0.0,12.81,249.45666666666665,1171.7333333333333,803204.64,2214731.433333333,14946.0,55.34,6030,944758,0.13
2016-04-15,금요일,0.0,0.0,95.573,1120.93,14.64,0.0,0.0,15.27,249.45666666666665,1171.7333333333333,803204.64,2214731.433333333,14946.0,55.34,6030,944758,0.13
2016-04-16,토요일,0.0,0.0,95.573,1120.85,14.76,0.0,9.6,13.6,249.45666666666665,1171.7333333333333,803204.64,2214731.433333333,14946.0,55.34,6030,944758,0.13
2016-04-17,일요일,0.0,0.0,95.573,1120.65,15.0,0.0,6.47,7.2,249.45666666666665,1171.7333333333333,803204.64,2214731.433333333,14946.0,55.34,6030,944758,0.13
2016-04-18,월요일,0.0,0.0,95.573,1121.16,15.29,0.0,0.15,10.64,249.45666666666665,1171.7333333333333,803204.64,2214731.433333333,14946.0,55.34,6030,944758,0.13
2016-04-19,화요일,0.0,0.0,95.573,1121.43,13.49,0.0,0.0,11.86,249.45666666666665,1171.7333333333333,803204.64,2214731.433333333,14946.0,55.34,6030,944758,0.13
2016-04-20,수요일,0.0,0.0,95.573,1121.3,14.96,0.0,0.0,14.67,249.45666666666665,1171.7333333333333,803204.64,2214731.433333333,14946.0,55.34,6030,944758,0.13
2016-04-21,목요일,0.0,0.0,95.573,1121.0,13.6,0.0,31.36,7.05,249.45666666666665,1171.7333333333333,803204.64,2214731.433333333,14946.0,55.34,6030,944758,0.13
2016-04-22,금요일,0.0,0.0,95.573,1121.24,18.59,0.0,0.0,16.04,249.45666666666665,1171.7333333333333,803204.64,2214731.433333333,14946.0,55.34,6030,944758,0.13
2016-04-23,토요일,0.0,0.0,95.573,1121.06,17.27,0.0,0.0,7.92,249.45666666666665,1171.7333333333333,803204.64,2214731.433333333,14946.0,55.34,6030,944758,0.13
2016-04-24,일요일,0.0,0.0,95.573,1120.64,15.41,0.0,0.0,14.98,249.45666666666665,1171.7333333333333,803204.64,2214731.433333333,14946.0,55.34,6030,944758,0.13
2016-04-25,월요일,0.0,0.0,95.573,1121.18,16.26,0.0,0.0,19.13,249.45666666666665,1171.7333333333333,803204.64,2214731.433333333,14946.0,55.34,6030,944758,0.13
2016-04-26,화요일,0.0,0.0,95.573,1121.39,17.46,0.0,0.0,17.8,249.45666666666665,1171.7333333333333,803204.64,2214731.433333333,14946.0,55.34,6030,944758,0.13
2016-04-27,수요일,0.0,0.0,95.573,1121.33,11.15,0.0,36.88,5.54,249.45666666666665,1171.7333333333333,803204.64,2214731.433333333,14946.0,55.34,6030,944758,0.13
2016-04-28,목요일,0.0,0.0,95.573,1121.62,14.11,0.0,2.66,10.38,249.45666666666665,1171.7333333333333,803204.64,2214731.433333333,14946.0,55.34,6030,944758,0.13
2016-04-29,금요일,0.0,0.0,95.573,1122.5,15.01,0.0,0.0,13.45,249.45666666666665,1171.7333333333333,803204.64,2214731.433333333,14946.0,55.34,6030,944758,0.13
2016-04-30,토요일,0.0,0.0,95.573,1123.1,17.19,0.0,0.0,18.92,249.45666666666665,1171.7333333333333,803204.64,2214731.433333333,14946.0,55.34,6030,944758,0.13
2016-05-01,일요일,0.0,0.0,95.63,1123.54,18.86,0.0,0.0,17.83,116.36774193548388,408.80645161290323,71209.6677419355,149929.5806451613,14946.0,53.55,6030,952310,0.12
2016-05-02,월요일,0.0,0.0,95.63,1123.58,19.35,0.0,0.98,16.31,116.36774193548388,408.80645161290323,71209.6677419355,149929.5806451613,14946.0,53.55,6030,952310,0.12
2016-05-03,화요일,0.0,0.0,95.63,1128.24,16.57,0.0,6.42,8.74,116.36774193548388,408.80645161290323,71209.6677419355,149929.5806451613,14946.0,53.55,6030,952310,0.12
2016-05-04,수요일,0.0,0.0,95.63,1130.45,19.24,0.0,0.07,9.24,116.36774193548388,408.80645161290323,71209.6677419355,149929.5806451613,14946.0,53.55,6030,952310,0.12
2016-05-05,목요일,0.0,0.0,95.63,1132.32,19.51,0.0,0.0,17.73,116.36774193548388,408.80645161290323,71209.6677419355,149929.5806451613,14946.0,53.55,6030,952310,0.12
2016-05-06,금요일,0.0,0.0,95.63,1133.6,20.59,0.0,0.0,7.52,116.36774193548388,408.80645161290323,71209.6677419355,149929.5806451613,14946.0,53.55,6030,952310,0.12
2016-05-07,토요일,0.0,0.0,95.63,1134.67,18.87,0.0,0.0,11.91,116.36774193548388,408.80645161290323,71209.6677419355,149929.5806451613,14946.0,53.55,6030,952310,0.12
2016-05-08,일요일,0.0,0.0,95.63,1134.92,18.25,0.0,0.0,17.07,116.36774193548388,408.80645161290323,71209.6677419355,149929.5806451613,14946.0,53.55,6030,952310,0.12
2016-05-09,월요일,0.0,0.0,95.63,1136.36,18.87,0.0,0.0,10.59,116.36774193548388,408.80645161290323,71209.6677419355,149929.5806451613,14946.0,53.55,6030,952310,0.12
2016-05-10,화요일,0.0,0.0,95.63,1137.6,14.31,0.0,23.06,6.66,116.36774193548388,408.80645161290323,71209.6677419355,149929.5806451613,14946.0,53.55,6030,952310,0.12
2016-05-11,수요일,0.0,0.0,95.63,1138.9,16.6,0.0,3.19,11.39,116.36774193548388,408.80645161290323,71209.6677419355,149929.5806451613,14946.0,53.55,6030,952310,0.12
2016-05-12,목요일,0.0,0.0,95.63,1141.13,18.59,0.0,0.0,15.97,116.36774193548388,408.80645161290323,71209.6677419355,149929.5806451613,14946.0,53.55,6030,952310,0.12
2016-05-13,금요일,0.0,0.0,95.63,1144.06,16.64,0.0,0.0,10.55,116.36774193548388,408.80645161290323,71209.6677419355,149929.5806451613,14946.0,53.55,6030,952310,0.12
2016-05-14,토요일,0.0,0.0,95.63,1146.51,17.19,0.0,0.0,15.42,116.36774193548388,408.80645161290323,71209.6677419355,149929.5806451613,14946.0,53.55,6030,952310,0.12
2016-05-15,일요일,0.0,0.0,95.63,1147.53,19.6,0.0,1.88,13.8,116.36774193548388,408.80645161290323,71209.6677419355,149929.5806451613,14946.0,53.55,6030,952310,0.12
2016-05-16,월요일,0.0,0.0,95.63,1149.99,15.32,0.0,13.22,12.8,116.36774193548388,408.80645161290323,71209.6677419355,149929.5806451613,14946.0,53.55,6030,952310,0.12
2016-05-17,화요일,0.0,0.0,95.63,1154.25,17.75,0.0,0.0,20.75,116.36774193548388,408.80645161290323,71209.6677419355,149929.5806451613,14946.0,53.55,6030,952310,0.12
2016-05-18,수요일,0.0,0.0,95.63,1158.47,21.01,0.0,0.0,20.38,116.36774193548388,408.80645161290323,71209.6677419355,149929.5806451613,14946.0,53.55,6030,952310,0.12
2016-05-19,목요일,0.0,0.0,95.63,1162.42,20.36,0.0,0.0,18.33,116.36774193548388,408.80645161290323,71209.6677419355,149929.5806451613,14946.0,53.55,6030,952310,0.12
2016-05-20,금요일,0.0,0.0,95.63,1166.9,20.09,0.0,0.0,18.12,116.36774193548388,408.80645161290323,71209.6677419355,149929.5806451613,14946.0,53.55,6030,952310,0.12
2016-05-21,토요일,0.0,0.0,95.63,1170.37,19.0,0.0,0.0,17.73,116.36774193548388,408.80645161290323,71209.6677419355,149929.5806451613,14946.0,53.55,6030,952310,0.12
2016-05-22,일요일,0.0,0.0,95.63,1171.85,19.14,0.0,0.0,18.96,116.36774193548388,408.80645161290323,71209.6677419355,149929.5806451613,14946.0,53.55,6030,952310,0.12
2016-05-23,월요일,0.0,0.0,95.63,1175.31,21.41,0.0,0.0,18.78,116.36774193548388,408.80645161290323,71209.6677419355,149929.5806451613,14946.0,53.55,6030,952310,0.12
