date,요일,팽이버섯_거래량(kg),팽이버섯_가격(원/kg),팽이버섯_거래량의_1주전_평균,팽이버섯_가격의_1주전_평균,팽이버섯_거래량의_2주전_평균,팽이버섯_가격의_2주전_평균,계절
2016-02-16,화요일,143118.2,1295.0,99075.1,1764.5,116921.90909090909,1940.7272727272727,0
2016-02-17,수요일,131011.5,1243.0,99075.1,1764.5,116921.90909090909,1940.7272727272727,0
2016-02-18,목요일,134698.7,1232.0,99075.1,1764.5,116921.90909090909,1940.7272727272727,0
2016-02-19,금요일,138333.1,1247.0,99075.1,1764.5,116921.90909090909,1940.7272727272727,0
2016-02-20,토요일,144420.0,1190.0,99075.1,1764.5,116921.90909090909,1940.7272727272727,0
2016-02-21,일요일,0.0,0.0,99075.1,1764.5,116921.90909090909,1940.7272727272727,0
2016-02-22,월요일,147255.4,1166.0,140417.7,1263.1666666666667,123880.66,1463.7,0
2016-02-23,화요일,146419.3,1195.0,140417.7,1263.1666666666667,123880.66,1463.7,0
2016-02-24,수요일,143054.7,1178.0,140417.7,1263.1666666666667,123880.66,1463.7,0
2016-02-25,목요일,147645.7,1163.0,140417.7,1263.1666666666667,123880.66,1463.7,0
2016-02-26,금요일,154081.0,1137.0,140417.7,1263.1666666666667,123880.66,1463.7,0
2016-02-27,토요일,154749.0,1132.0,140417.7,1263.1666666666667,123880.66,1463.7,0
2016-02-28,일요일,0.0,0.0,140417.7,1263.1666666666667,123880.66,1463.7,0
2016-02-29,월요일,161160.7,1229.0,148867.51666666666,1161.8333333333333,144642.60833333334,1212.5,0
2016-03-01,화요일,154651.5,1232.0,148867.51666666666,1161.8333333333333,144642.60833333334,1212.5,1
2016-03-02,수요일,149241.5,1241.0,148867.51666666666,1161.8333333333333,144642.60833333334,1212.5,1
2016-03-03,목요일,146815.6,1227.0,148867.51666666666,1161.8333333333333,144642.60833333334,1212.5,1
2016-03-04,금요일,152882.2,1211.0,148867.51666666666,1161.8333333333333,144642.60833333334,1212.5,1
2016-03-05,토요일,137630.0,1280.0,148867.51666666666,1161.8333333333333,144642.60833333334,1212.5,1
2016-03-06,일요일,0.0,0.0,148867.51666666666,1161.8333333333333,144642.60833333334,1212.5,1
2016-03-07,월요일,146783.6,1369.0,150396.91666666666,1236.6666666666667,149632.21666666667,1199.25,1
2016-03-08,화요일,145126.6,1395.0,150396.91666666666,1236.6666666666667,149632.21666666667,1199.25,1
2016-03-09,수요일,137136.6,1384.0,150396.91666666666,1236.6666666666667,149632.21666666667,1199.25,1
2016-03-10,목요일,133204.0,1421.0,150396.91666666666,1236.6666666666667,149632.21666666667,1199.25,1
2016-03-11,금요일,140273.0,1484.0,150396.91666666666,1236.6666666666667,149632.21666666667,1199.25,1
2016-03-12,토요일,135167.0,1515.0,150396.91666666666,1236.6666666666667,149632.21666666667,1199.25,1
2016-03-13,일요일,0.0,0.0,150396.91666666666,1236.6666666666667,149632.21666666667,1199.25,1
2016-03-14,월요일,143453.0,1703.0,139615.13333333333,1428.0,145006.02500000002,1332.3333333333333,1
2016-03-15,화요일,137127.8,1930.0,139615.13333333333,1428.0,145006.02500000002,1332.3333333333333,1
2016-03-16,수요일,128111.9,1821.0,139615.13333333333,1428.0,145006.02500000002,1332.3333333333333,1
2016-03-17,목요일,139835.4,1630.0,139615.13333333333,1428.0,145006.02500000002,1332.3333333333333,1
2016-03-18,금요일,136588.1,1686.0,139615.13333333333,1428.0,145006.02500000002,1332.3333333333333,1
2016-03-19,토요일,131152.0,1807.0,139615.13333333333,1428.0,145006.02500000002,1332.3333333333333,1
2016-03-20,일요일,0.0,0.0,139615.13333333333,1428.0,145006.02500000002,1332.3333333333333,1
2016-03-21,월요일,137253.0,1979.0,136044.69999999998,1762.8333333333333,137829.91666666666,1595.4166666666667,1
2016-03-22,화요일,139229.8,1881.0,136044.69999999998,1762.8333333333333,137829.91666666666,1595.4166666666667,1
2016-03-23,수요일,131170.2,1852.0,136044.69999999998,1762.8333333333333,137829.91666666666,1595.4166666666667,1
2016-03-24,목요일,125780.0,1874.0,136044.69999999998,1762.8333333333333,137829.91666666666,1595.4166666666667,1
2016-03-25,금요일,127679.5,1879.0,136044.69999999998,1762.8333333333333,137829.91666666666,1595.4166666666667,1
2016-03-26,토요일,125544.0,1939.0,136044.69999999998,1762.8333333333333,137829.91666666666,1595.4166666666667,1
2016-03-27,일요일,0.0,0.0,136044.69999999998,1762.8333333333333,137829.91666666666,1595.4166666666667,1
2016-03-28,월요일,150671.6,1905.0,131109.41666666666,1900.6666666666667,133577.05833333332,1831.75,1
2016-03-29,화요일,138410.6,1839.0,131109.41666666666,1900.6666666666667,133577.05833333332,1831.75,1
2016-03-30,수요일,135800.9,1752.0,131109.41666666666,1900.6666666666667,133577.05833333332,1831.75,1
2016-03-31,목요일,140186.5,1629.0,131109.41666666666,1900.6666666666667,133577.05833333332,1831.75,1
2016-04-01,금요일,140872.7,1482.0,131109.41666666666,1900.6666666666667,133577.05833333332,1831.75,1
2016-04-02,토요일,133400.0,1425.0,131109.41666666666,1900.6666666666667,133577.05833333332,1831.75,1
2016-04-03,일요일,0.0,0.0,131109.41666666666,1900.6666666666667,133577.05833333332,1831.75,1
2016-04-04,월요일,145797.7,1444.0,139890.38333333333,1672.0,135499.9,1786.3333333333333,1
2016-04-05,화요일,125983.8,1573.0,139890.38333333333,1672.0,135499.9,1786.3333333333333,1
2016-04-06,수요일,118676.8,1634.0,139890.38333333333,1672.0,135499.9,1786.3333333333333,1
2016-04-07,목요일,123732.9,1618.0,139890.38333333333,1672.0,135499.9,1786.3333333333333,1
2016-04-08,금요일,111207.0,1709.0,139890.38333333333,1672.0,135499.9,1786.3333333333333,1
2016-04-09,토요일,112020.0,1768.0,139890.38333333333,1672.0,135499.9,1786.3333333333333,1
2016-04-10,일요일,0.0,0.0,139890.38333333333,1672.0,135499.9,1786.3333333333333,1
2016-04-11,월요일,140949.6,1874.0,122903.03333333333,1624.3333333333333,131396.70833333334,1648.1666666666667,1
2016-04-12,화요일,126536.4,1814.0,122903.03333333333,1624.3333333333333,131396.70833333334,1648.1666666666667,1
2016-04-13,수요일,118730.6,1690.0,122903.03333333333,1624.3333333333333,131396.70833333334,1648.1666666666667,1
2016-04-14,목요일,129488.5,1626.0,122903.03333333333,1624.3333333333333,131396.70833333334,1648.1666666666667,1
2016-04-15,금요일,126882.4,1632.0,122903.03333333333,1624.3333333333333,131396.70833333334,1648.1666666666667,1
2016-04-16,토요일,122567.0,1671.0,122903.03333333333,1624.3333333333333,131396.70833333334,1648.1666666666667,1
2016-04-17,일요일,0.0,0.0,122903.03333333333,1624.3333333333333,131396.70833333334,1648.1666666666667,1
2016-04-18,월요일,137258.2,1797.0,127525.75,1717.8333333333333,125214.39166666666,1671.0833333333333,1
2016-04-19,화요일,126880.8,1708.0,127525.75,1717.8333333333333,125214.39166666666,1671.0833333333333,1
2016-04-20,수요일,134873.3,1554.0,127525.75,1717.8333333333333,125214.39166666666,1671.0833333333333,1
2016-04-21,목요일,136441.5,1447.0,127525.75,1717.8333333333333,125214.39166666666,1671.0833333333333,1
2016-04-22,금요일,140613.2,1371.0,127525.75,1717.8333333333333,125214.39166666666,1671.0833333333333,1
2016-04-23,토요일,144466.0,1276.0,127525.75,1717.8333333333333,125214.39166666666,1671.0833333333333,1
2016-04-24,일요일,0.0,0.0,127525.75,1717.8333333333333,125214.39166666666,1671.0833333333333,1
2016-04-25,월요일,145439.8,1277.0,136755.5,1525.5,132140.625,1621.6666666666667,1
2016-04-26,화요일,138301.6,1203.0,136755.5,1525.5,132140.625,1621.6666666666667,1
2016-04-27,수요일,130964.0,1159.0,136755.5,1525.5,132140.625,1621.6666666666667,1
2016-04-28,목요일,129895.1,1130.0,136755.5,1525.5,132140.625,1621.6666666666667,1
2016-04-29,금요일,136521.6,1058.0,136755.5,1525.5,132140.625,1621.6666666666667,1
2016-04-30,토요일,135080.7,1109.0,136755.5,1525.5,132140.625,1621.6666666666667,1
2016-05-01,일요일,0.0,0.0,136755.5,1525.5,132140.625,1621.6666666666667,1
2016-05-02,월요일,140333.6,1113.0,136033.80000000002,1156.0,136394.65000000002,1340.75,1
2016-05-03,화요일,126491.1,1146.0,136033.80000000002,1156.0,136394.65000000002,1340.75,1
2016-05-04,수요일,121633.5,1229.0,136033.80000000002,1156.0,136394.65000000002,1340.75,1
2016-05-05,목요일,134532.9,1140.0,136033.80000000002,1156.0,136394.65000000002,1340.75,1
2016-05-06,금요일,133006.9,1153.0,136033.80000000002,1156.0,136394.65000000002,1340.75,1
2016-05-07,토요일,132778.0,1136.0,136033.80000000002,1156.0,136394.65000000002,1340.75,1
2016-05-08,일요일,0.0,0.0,136033.80000000002,1156.0,136394.65000000002,1340.75,1
2016-05-09,월요일,143025.5,1247.0,131462.66666666666,1152.8333333333333,133748.2333333333,1154.4166666666667,1
2016-05-10,화요일,131242.4,1281.0,131462.66666666666,1152.8333333333333,133748.2333333333,1154.4166666666667,1
2016-05-11,수요일,123376.1,1346.0,131462.66666666666,1152.8333333333333,133748.2333333333,1154.4166666666667,1
2016-05-12,목요일,129185.2,1316.0,131462.66666666666,1152.8333333333333,133748.2333333333,1154.4166666666667,1
2016-05-13,금요일,136998.1,1398.0,131462.66666666666,1152.8333333333333,133748.2333333333,1154.4166666666667,1
2016-05-14,토요일,130466.0,1401.0,131462.66666666666,1152.8333333333333,133748.2333333333,1154.4166666666667,1
2016-05-15,일요일,0.0,0.0,131462.66666666666,1152.8333333333333,133748.2333333333,1154.4166666666667,1
2016-05-16,월요일,135325.6,1407.0,132382.21666666665,1331.5,131922.44166666668,1242.1666666666667,1
2016-05-17,화요일,129562.5,1352.0,132382.21666666665,1331.5,131922.44166666668,1242.1666666666667,1
2016-05-18,수요일,127556.9,1298.0,132382.21666666665,1331.5,131922.44166666668,1242.1666666666667,1
2016-05-19,목요일,139883.9,1185.0,132382.21666666665,1331.5,131922.44166666668,1242.1666666666667,1
2016-05-20,금요일,136929.7,1125.0,132382.21666666665,1331.5,131922.44166666668,1242.1666666666667,1
2016-05-21,토요일,134110.0,1035.0,132382.21666666665,1331.5,131922.44166666668,1242.1666666666667,1
2016-05-22,일요일,0.0,0.0,132382.21666666665,1331.5,131922.44166666668,1242.1666666666667,1
2016-05-23,월요일,142411.9,1079.0,133894.7666666667,1233.6666666666667,133138.49166666664,1282.5833333333333,1
2016-05-24,화요일,140793.0,1037.0,133894.7666666667,1233.6666666666667,133138.49166666664,1282.5833333333333,1
2016-05-25,수요일,128380.7,1014.0,133894.7666666667,1233.6666666666667,133138.49166666664,1282.5833333333333,1
2016-05-26,목요일,134759.2,981.0,133894.7666666667,1233.6666666666667,133138.49166666664,1282.5833333333333,1
2016-05-27,금요일,136285.2,918.0,133894.7666666667,1233.6666666666667,133138.49166666664,1282.5833333333333,1
2016-05-28,토요일,130371.0,895.0,133894.7666666667,1233.6666666666667,133138.49166666664,1282.5833333333333,1
2016-05-29,일요일,0.0,0.0,133894.7666666667,1233.6666666666667,133138.49166666664,1282.5833333333333,1
2016-05-30,월요일,150080.7,905.0,135500.16666666666,987.3333333333334,134697.46666666665,1110.5,1
2016-05-31,화요일,144883.1,869.0,135500.16666666666,987.3333333333334,134697.46666666665,1110.5,1
2016-06-01,수요일,134842.3,794.0,135500.16666666666,987.3333333333334,134697.46666666665,1110.5,2
2016-06-02,목요일,135118.0,750.0,135500.16666666666,987.3333333333334,134697.46666666665,1110.5,2
2016-06-03,금요일,133502.5,724.0,135500.16666666666,987.3333333333334,134697.46666666665,1110.5,2
2016-06-04,토요일,132450.5,712.0,135500.16666666666,987.3333333333334,134697.46666666665,1110.5,2
2016-06-05,일요일,0.0,0.0,135500.16666666666,987.3333333333334,134697.46666666665,1110.5,2
2016-06-06,월요일,123233.5,896.0,138479.5166666667,792.3333333333334,136989.84166666667,889.8333333333334,2
2016-06-07,화요일,126627.7,1098.0,138479.5166666667,792.3333333333334,136989.84166666667,889.8333333333334,2
2016-06-08,수요일,131350.8,1001.0,138479.5166666667,792.3333333333334,136989.84166666667,889.8333333333334,2
2016-06-09,목요일,119331.3,1027.0,138479.5166666667,792.3333333333334,136989.84166666667,889.8333333333334,2
2016-06-10,금요일,120393.1,1071.0,138479.5166666667,792.3333333333334,136989.84166666667,889.8333333333334,2
2016-06-11,토요일,119708.0,1133.0,138479.5166666667,792.3333333333334,136989.84166666667,889.8333333333334,2
2016-06-12,일요일,0.0,0.0,138479.5166666667,792.3333333333334,136989.84166666667,889.8333333333334,2
2016-06-13,월요일,123726.1,1358.0,123440.73333333334,1037.6666666666667,130960.12500000001,915.0,2
2016-06-14,화요일,120146.2,1482.0,123440.73333333334,1037.6666666666667,130960.12500000001,915.0,2
2016-06-15,수요일,117696.2,1364.0,123440.73333333334,1037.6666666666667,130960.12500000001,915.0,2
2016-06-16,목요일,118304.5,1193.0,123440.73333333334,1037.6666666666667,130960.12500000001,915.0,2
2016-06-17,금요일,122211.1,1182.0,123440.73333333334,1037.6666666666667,130960.12500000001,915.0,2
2016-06-18,토요일,117180.0,1324.0,123440.73333333334,1037.6666666666667,130960.12500000001,915.0,2
2016-06-19,일요일,0.0,0.0,123440.73333333334,1037.6666666666667,130960.12500000001,915.0,2
2016-06-20,월요일,122990.7,1613.0,119877.34999999999,1317.1666666666667,121659.04166666667,1177.4166666666667,2
2016-06-21,화요일,120258.2,1430.0,119877.34999999999,1317.1666666666667,121659.04166666667,1177.4166666666667,2
2016-06-22,수요일,125167.4,1215.0,119877.34999999999,1317.1666666666667,121659.04166666667,1177.4166666666667,2
2016-06-23,목요일,126974.2,1087.0,119877.34999999999,1317.1666666666667,121659.04166666667,1177.4166666666667,2
2016-06-24,금요일,128736.8,1010.0,119877.34999999999,1317.1666666666667,121659.04166666667,1177.4166666666667,2
2016-06-25,토요일,130413.0,944.0,119877.34999999999,1317.1666666666667,121659.04166666667,1177.4166666666667,2
2016-06-26,일요일,0.0,0.0,119877.34999999999,1317.1666666666667,121659.04166666667,1177.4166666666667,2
2016-06-27,월요일,147713.5,932.0,125756.71666666667,1216.5,122817.03333333333,1266.8333333333333,2
2016-06-28,화요일,137388.9,931.0,125756.71666666667,1216.5,122817.03333333333,1266.8333333333333,2
2016-06-29,수요일,126234.2,907.0,125756.71666666667,1216.5,122817.03333333333,1266.8333333333333,2
2016-06-30,목요일,137533.9,864.0,125756.71666666667,1216.5,122817.03333333333,1266.8333333333333,2
2016-07-01,금요일,130877.0,797.0,125756.71666666667,1216.5,122817.03333333333,1266.8333333333333,2
2016-07-02,토요일,124307.0,773.0,125756.71666666667,1216.5,122817.03333333333,1266.8333333333333,2
2016-07-03,일요일,0.0,0.0,125756.71666666667,1216.5,122817.03333333333,1266.8333333333333,2
2016-07-04,월요일,130001.0,879.0,134009.08333333334,867.3333333333334,129882.90000000001,1041.9166666666667,2
2016-07-05,화요일,122658.0,923.0,134009.08333333334,867.3333333333334,129882.90000000001,1041.9166666666667,2
2016-07-06,수요일,116423.0,861.0,134009.08333333334,867.3333333333334,129882.90000000001,1041.9166666666667,2
2016-07-07,목요일,119507.0,894.0,134009.08333333334,867.3333333333334,129882.90000000001,1041.9166666666667,2
2016-07-08,금요일,122206.0,964.0,134009.08333333334,867.3333333333334,129882.90000000001,1041.9166666666667,2
2016-07-09,토요일,118782.0,1030.0,134009.08333333334,867.3333333333334,129882.90000000001,1041.9166666666667,2
2016-07-10,일요일,0.0,0.0,134009.08333333334,867.3333333333334,129882.90000000001,1041.9166666666667,2
2016-07-11,월요일,118010.0,1184.0,121596.16666666667,925.1666666666666,127802.625,896.25,2
2016-07-12,화요일,131266.0,1110.0,121596.16666666667,925.1666666666666,127802.625,896.25,2
2016-07-13,수요일,126236.0,975.0,121596.16666666667,925.1666666666666,127802.625,896.25,2
2016-07-14,목요일,122773.0,948.0,121596.16666666667,925.1666666666666,127802.625,896.25,2
2016-07-15,금요일,127232.0,897.0,121596.16666666667,925.1666666666666,127802.625,896.25,2
2016-07-16,토요일,128549.0,884.0,121596.16666666667,925.1666666666666,127802.625,896.25,2
2016-07-17,일요일,0.0,0.0,121596.16666666667,925.1666666666666,127802.625,896.25,2
2016-07-18,월요일,134951.0,935.0,125677.66666666667,999.6666666666666,123636.91666666667,962.4166666666666,2
2016-07-19,화요일,128197.0,912.0,125677.66666666667,999.6666666666666,123636.91666666667,962.4166666666666,2
2016-07-20,수요일,135594.0,826.0,125677.66666666667,999.6666666666666,123636.91666666667,962.4166666666666,2
2016-07-21,목요일,131867.0,787.0,125677.66666666667,999.6666666666666,123636.91666666667,962.4166666666666,2
2016-07-22,금요일,130468.5,766.0,125677.66666666667,999.6666666666666,123636.91666666667,962.4166666666666,2
2016-07-23,토요일,128363.5,715.0,125677.66666666667,999.6666666666666,123636.91666666667,962.4166666666666,2
2016-07-24,일요일,0.0,0.0,125677.66666666667,999.6666666666666,123636.91666666667,962.4166666666666,2
2016-07-25,월요일,128765.0,767.0,131573.5,823.5,128625.58333333333,911.5833333333334,2
2016-07-26,화요일,124854.0,724.0,131573.5,823.5,128625.58333333333,911.5833333333334,2
2016-07-27,수요일,139178.0,676.0,131573.5,823.5,128625.58333333333,911.5833333333334,2
2016-07-28,목요일,125158.0,604.0,131573.5,823.5,128625.58333333333,911.5833333333334,2
2016-07-29,금요일,127331.0,553.0,131573.5,823.5,128625.58333333333,911.5833333333334,2
2016-07-30,토요일,124849.5,592.0,131573.5,823.5,128625.58333333333,911.5833333333334,2
2016-07-31,일요일,0.0,0.0,131573.5,823.5,128625.58333333333,911.5833333333334,2
2016-08-01,월요일,118462.0,931.0,128355.91666666667,652.6666666666666,129964.70833333333,738.0833333333334,2
2016-08-02,화요일,115708.5,830.0,128355.91666666667,652.6666666666666,129964.70833333333,738.0833333333334,2
2016-08-03,수요일,121563.0,784.0,128355.91666666667,652.6666666666666,129964.70833333333,738.0833333333334,2
2016-08-04,목요일,125619.0,792.0,128355.91666666667,652.6666666666666,129964.70833333333,738.0833333333334,2
2016-08-05,금요일,145410.0,905.0,128355.91666666667,652.6666666666666,129964.70833333333,738.0833333333334,2
2016-08-06,토요일,27132.0,774.0,128355.91666666667,652.6666666666666,129964.70833333333,738.0833333333334,2
2016-08-07,일요일,0.0,0.0,128355.91666666667,652.6666666666666,129964.70833333333,738.0833333333334,2
2016-08-08,월요일,127445.0,1204.0,108982.41666666667,836.0,118669.16666666667,744.3333333333334,2
2016-08-09,화요일,135192.0,940.0,108982.41666666667,836.0,118669.16666666667,744.3333333333334,2
2016-08-10,수요일,127726.5,782.0,108982.41666666667,836.0,118669.16666666667,744.3333333333334,2
2016-08-11,목요일,130139.0,750.0,108982.41666666667,836.0,118669.16666666667,744.3333333333334,2
2016-08-12,금요일,136466.0,736.0,108982.41666666667,836.0,118669.16666666667,744.3333333333334,2
2016-08-13,토요일,120697.0,767.0,108982.41666666667,836.0,118669.16666666667,744.3333333333334,2
2016-08-14,일요일,0.0,0.0,108982.41666666667,836.0,118669.16666666667,744.3333333333334,2
2016-08-15,월요일,131991.0,790.0,129610.91666666667,863.1666666666666,119296.66666666667,849.5833333333334,2
2016-08-16,화요일,129100.0,791.0,129610.91666666667,863.1666666666666,119296.66666666667,849.5833333333334,2
2016-08-17,수요일,124951.0,775.0,129610.91666666667,863.1666666666666,119296.66666666667,849.5833333333334,2
2016-08-18,목요일,118658.0,791.0,129610.91666666667,863.1666666666666,119296.66666666667,849.5833333333334,2
2016-08-19,금요일,125122.0,806.0,129610.91666666667,863.1666666666666,119296.66666666667,849.5833333333334,2
2016-08-20,토요일,107994.0,1052.0,129610.91666666667,863.1666666666666,119296.66666666667,849.5833333333334,2
2016-08-21,일요일,0.0,0.0,129610.91666666667,863.1666666666666,119296.66666666667,849.5833333333334,2
2016-08-22,월요일,119733.0,1223.0,122969.33333333333,834.1666666666666,126290.125,848.6666666666666,2
2016-08-23,화요일,121823.0,1360.0,122969.33333333333,834.1666666666666,126290.125,848.6666666666666,2
2016-08-24,수요일,118889.0,1377.0,122969.33333333333,834.1666666666666,126290.125,848.6666666666666,2
2016-08-25,목요일,119905.0,1293.0,122969.33333333333,834.1666666666666,126290.125,848.6666666666666,2
2016-08-26,금요일,128339.0,1245.0,122969.33333333333,834.1666666666666,126290.125,848.6666666666666,2
2016-08-27,토요일,118613.0,1227.0,122969.33333333333,834.1666666666666,126290.125,848.6666666666666,2
2016-08-28,일요일,0.0,0.0,122969.33333333333,834.1666666666666,126290.125,848.6666666666666,2
2016-08-29,월요일,126185.0,1533.0,121217.0,1287.5,122093.16666666667,1060.8333333333333,2
2016-08-30,화요일,115463.0,1979.0,121217.0,1287.5,122093.16666666667,1060.8333333333333,2
2016-08-31,수요일,135878.2,2198.0,121217.0,1287.5,122093.16666666667,1060.8333333333333,2
2016-09-01,목요일,123478.0,2298.0,121217.0,1287.5,122093.16666666667,1060.8333333333333,3
2016-09-02,금요일,116215.0,2638.0,121217.0,1287.5,122093.16666666667,1060.8333333333333,3
2016-09-03,토요일,111139.0,2669.0,121217.0,1287.5,122093.16666666667,1060.8333333333333,3
2016-09-04,일요일,0.0,0.0,121217.0,1287.5,122093.16666666667,1060.8333333333333,3
2016-09-05,월요일,130959.0,3154.0,121393.03333333333,2219.1666666666665,121305.01666666666,1753.3333333333333,3
2016-09-06,화요일,117119.0,3309.0,121393.03333333333,2219.1666666666665,121305.01666666666,1753.3333333333333,3
2016-09-07,수요일,134995.0,2186.0,121393.03333333333,2219.1666666666665,121305.01666666666,1753.3333333333333,3
2016-09-08,목요일,131500.0,2051.0,121393.03333333333,2219.1666666666665,121305.01666666666,1753.3333333333333,3
2016-09-09,금요일,136402.0,2137.0,121393.03333333333,2219.1666666666665,121305.01666666666,1753.3333333333333,3
2016-09-10,토요일,129098.5,2294.0,121393.03333333333,2219.1666666666665,121305.01666666666,1753.3333333333333,3
2016-09-11,일요일,3592.0,1785.0,121393.03333333333,2219.1666666666665,121305.01666666666,1753.3333333333333,3
2016-09-12,월요일,153214.0,2472.0,111952.21428571429,2416.5714285714284,116309.51538461538,2325.4615384615386,3
2016-09-13,화요일,146167.0,3120.0,111952.21428571429,2416.5714285714284,116309.51538461538,2325.4615384615386,3
2016-09-14,수요일,97198.0,1796.0,111952.21428571429,2416.5714285714284,116309.51538461538,2325.4615384615386,3
2016-09-15,목요일,0.0,0.0,111952.21428571429,2416.5714285714284,116309.51538461538,2325.4615384615386,3
2016-09-16,금요일,0.0,0.0,111952.21428571429,2416.5714285714284,116309.51538461538,2325.4615384615386,3
2016-09-17,토요일,50.0,2000.0,111952.21428571429,2416.5714285714284,116309.51538461538,2325.4615384615386,3
2016-09-18,일요일,0.0,0.0,111952.21428571429,2416.5714285714284,116309.51538461538,2325.4615384615386,3
2016-09-19,월요일,137635.0,1939.0,99157.25,2347.0,107299.5,2391.2727272727275,3
2016-09-20,화요일,131482.0,2090.0,99157.25,2347.0,107299.5,2391.2727272727275,3
2016-09-21,수요일,126197.0,1814.0,99157.25,2347.0,107299.5,2391.2727272727275,3
2016-09-22,목요일,124858.0,1683.0,99157.25,2347.0,107299.5,2391.2727272727275,3
2016-09-23,금요일,109845.0,1601.0,99157.25,2347.0,107299.5,2391.2727272727275,3
