,date,요일,대파_거래량(kg),대파_가격(원/kg),대파_거래량의_1주전_평균,대파_가격의_1주전_평균,대파_거래량의_2주전_평균,대파_가격의_2주전_평균,계절_가을,계절_겨울,계절_봄,계절_여름
29,2016-01-30,토요일,745377.4,2707.0,601880.9166666666,1766.3333333333333,651665.3666666666,1545.0,0,1,0,0
30,2016-01-31,일요일,17725.0,1237.0,601880.9166666666,1766.3333333333333,651665.3666666666,1545.0,0,1,0,0
31,2016-02-01,월요일,963747.4,2808.0,512478.57142857136,2386.285714285714,553741.1923076923,2100.153846153846,0,1,0,0
32,2016-02-02,화요일,758910.0,2756.0,512478.57142857136,2386.285714285714,553741.1923076923,2100.153846153846,0,1,0,0
33,2016-02-03,수요일,873423.4,2664.0,512478.57142857136,2386.285714285714,553741.1923076923,2100.153846153846,0,1,0,0
34,2016-02-04,목요일,779112.3,2855.0,512478.57142857136,2386.285714285714,553741.1923076923,2100.153846153846,0,1,0,0
35,2016-02-05,금요일,901355.1,2990.0,512478.57142857136,2386.285714285714,553741.1923076923,2100.153846153846,0,1,0,0
36,2016-02-06,토요일,909954.9,2550.0,512478.57142857136,2386.285714285714,553741.1923076923,2100.153846153846,0,1,0,0
37,2016-02-07,일요일,54342.6,2158.0,512478.57142857136,2386.285714285714,553741.1923076923,2100.153846153846,0,1,0,0
38,2016-02-08,월요일,0.0,0.0,748692.2428571427,2683.0,630585.4071428571,2534.6428571428573,0,1,0,0
39,2016-02-09,화요일,0.0,0.0,748692.2428571427,2683.0,630585.4071428571,2534.6428571428573,0,1,0,0
40,2016-02-10,수요일,2432.0,1716.0,748692.2428571427,2683.0,630585.4071428571,2534.6428571428573,0,1,0,0
41,2016-02-11,목요일,700731.7,2136.0,748692.2428571427,2683.0,630585.4071428571,2534.6428571428573,0,1,0,0
42,2016-02-12,금요일,568000.8,2187.0,748692.2428571427,2683.0,630585.4071428571,2534.6428571428573,0,1,0,0
43,2016-02-13,토요일,696799.1,1971.0,748692.2428571427,2683.0,630585.4071428571,2534.6428571428573,0,1,0,0
44,2016-02-14,일요일,0.0,0.0,748692.2428571427,2683.0,630585.4071428571,2534.6428571428573,0,1,0,0
45,2016-02-15,월요일,861391.4,1627.0,491990.9,2002.5,655346.2999999999,2435.5454545454545,0,1,0,0
46,2016-02-16,화요일,561292.9,1882.0,491990.9,2002.5,655346.2999999999,2435.5454545454545,0,1,0,0
47,2016-02-17,수요일,570204.2,2080.0,491990.9,2002.5,655346.2999999999,2435.5454545454545,0,1,0,0
48,2016-02-18,목요일,622814.1,2217.0,491990.9,2002.5,655346.2999999999,2435.5454545454545,0,1,0,0
49,2016-02-19,금요일,730131.8,2145.0,491990.9,2002.5,655346.2999999999,2435.5454545454545,0,1,0,0
50,2016-02-20,토요일,769616.2,2260.0,491990.9,2002.5,655346.2999999999,2435.5454545454545,0,1,0,0
51,2016-02-21,일요일,0.0,0.0,491990.9,2002.5,655346.2999999999,2435.5454545454545,0,1,0,0
52,2016-02-22,월요일,788692.3,2247.0,685908.4333333335,2035.1666666666667,608341.4199999999,2022.1,0,1,0,0
53,2016-02-23,화요일,708152.5,2277.0,685908.4333333335,2035.1666666666667,608341.4199999999,2022.1,0,1,0,0
54,2016-02-24,수요일,731673.5,2151.0,685908.4333333335,2035.1666666666667,608341.4199999999,2022.1,0,1,0,0
55,2016-02-25,목요일,628159.8,2000.0,685908.4333333335,2035.1666666666667,608341.4199999999,2022.1,0,1,0,0
56,2016-02-26,금요일,701666.3,1988.0,685908.4333333335,2035.1666666666667,608341.4199999999,2022.1,0,1,0,0
57,2016-02-27,토요일,669296.4,1873.0,685908.4333333335,2035.1666666666667,608341.4199999999,2022.1,0,1,0,0
58,2016-02-28,일요일,0.0,0.0,685908.4333333335,2035.1666666666667,608341.4199999999,2022.1,0,1,0,0
59,2016-02-29,월요일,780282.5,1985.0,704606.7999999999,2089.3333333333335,695257.6166666667,2062.25,0,1,0,0
60,2016-03-01,화요일,629883.8,2090.0,704606.7999999999,2089.3333333333335,695257.6166666667,2062.25,0,0,1,0
61,2016-03-02,수요일,667019.6,2045.0,704606.7999999999,2089.3333333333335,695257.6166666667,2062.25,0,0,1,0
62,2016-03-03,목요일,643910.9,2067.0,704606.7999999999,2089.3333333333335,695257.6166666667,2062.25,0,0,1,0
63,2016-03-04,금요일,678520.6,2140.0,704606.7999999999,2089.3333333333335,695257.6166666667,2062.25,0,0,1,0
64,2016-03-05,토요일,681986.4,2262.0,704606.7999999999,2089.3333333333335,695257.6166666667,2062.25,0,0,1,0
65,2016-03-06,일요일,0.0,0.0,704606.7999999999,2089.3333333333335,695257.6166666667,2062.25,0,0,1,0
66,2016-03-07,월요일,832487.3,2164.0,680267.2999999999,2098.1666666666665,692437.0499999999,2093.75,0,0,1,0
67,2016-03-08,화요일,728855.1,2045.0,680267.2999999999,2098.1666666666665,692437.0499999999,2093.75,0,0,1,0
68,2016-03-09,수요일,698994.0,2007.0,680267.2999999999,2098.1666666666665,692437.0499999999,2093.75,0,0,1,0
69,2016-03-10,목요일,646020.8,2032.0,680267.2999999999,2098.1666666666665,692437.0499999999,2093.75,0,0,1,0
70,2016-03-11,금요일,722900.8,1974.0,680267.2999999999,2098.1666666666665,692437.0499999999,2093.75,0,0,1,0
71,2016-03-12,토요일,726080.7,1870.0,680267.2999999999,2098.1666666666665,692437.0499999999,2093.75,0,0,1,0
72,2016-03-13,일요일,0.0,0.0,680267.2999999999,2098.1666666666665,692437.0499999999,2093.75,0,0,1,0
73,2016-03-14,월요일,829915.6,1843.0,725889.7833333333,2015.3333333333333,703078.5416666665,2056.75,0,0,1,0
74,2016-03-15,화요일,702816.4,1938.0,725889.7833333333,2015.3333333333333,703078.5416666665,2056.75,0,0,1,0
75,2016-03-16,수요일,680644.9,1878.0,725889.7833333333,2015.3333333333333,703078.5416666665,2056.75,0,0,1,0
76,2016-03-17,목요일,705685.6,1958.0,725889.7833333333,2015.3333333333333,703078.5416666665,2056.75,0,0,1,0
77,2016-03-18,금요일,710179.6,1929.0,725889.7833333333,2015.3333333333333,703078.5416666665,2056.75,0,0,1,0
78,2016-03-19,토요일,711700.9,1814.0,725889.7833333333,2015.3333333333333,703078.5416666665,2056.75,0,0,1,0
79,2016-03-20,일요일,0.0,0.0,725889.7833333333,2015.3333333333333,703078.5416666665,2056.75,0,0,1,0
80,2016-03-21,월요일,843413.3,1577.0,723490.5,1893.3333333333333,724690.1416666666,1954.3333333333333,0,0,1,0
81,2016-03-22,화요일,687034.6,1662.0,723490.5,1893.3333333333333,724690.1416666666,1954.3333333333333,0,0,1,0
82,2016-03-23,수요일,743489.5,1549.0,723490.5,1893.3333333333333,724690.1416666666,1954.3333333333333,0,0,1,0
83,2016-03-24,목요일,653269.6,1616.0,723490.5,1893.3333333333333,724690.1416666666,1954.3333333333333,0,0,1,0
84,2016-03-25,금요일,721061.4,1466.0,723490.5,1893.3333333333333,724690.1416666666,1954.3333333333333,0,0,1,0
85,2016-03-26,토요일,667041.5,1409.0,723490.5,1893.3333333333333,724690.1416666666,1954.3333333333333,0,0,1,0
86,2016-03-27,일요일,0.0,0.0,723490.5,1893.3333333333333,724690.1416666666,1954.3333333333333,0,0,1,0
87,2016-03-28,월요일,689665.6,1627.0,719218.3166666668,1546.5,721354.4083333332,1719.9166666666667,0,0,1,0
88,2016-03-29,화요일,633544.0,1884.0,719218.3166666668,1546.5,721354.4083333332,1719.9166666666667,0,0,1,0
89,2016-03-30,수요일,637577.6,1831.0,719218.3166666668,1546.5,721354.4083333332,1719.9166666666667,0,0,1,0
90,2016-03-31,목요일,652826.7,1815.0,719218.3166666668,1546.5,721354.4083333332,1719.9166666666667,0,0,1,0
91,2016-04-01,금요일,688855.3,1592.0,719218.3166666668,1546.5,721354.4083333332,1719.9166666666667,0,0,1,0
92,2016-04-02,토요일,653035.1,1549.0,719218.3166666668,1546.5,721354.4083333332,1719.9166666666667,0,0,1,0
93,2016-04-03,일요일,0.0,0.0,719218.3166666668,1546.5,721354.4083333332,1719.9166666666667,0,0,1,0
94,2016-04-04,월요일,726274.7,1652.0,659250.7166666667,1716.3333333333333,689234.5166666666,1631.4166666666667,0,0,1,0
95,2016-04-05,화요일,651358.0,1646.0,659250.7166666667,1716.3333333333333,689234.5166666666,1631.4166666666667,0,0,1,0
96,2016-04-06,수요일,664197.0,1679.0,659250.7166666667,1716.3333333333333,689234.5166666666,1631.4166666666667,0,0,1,0
97,2016-04-07,목요일,664716.5,1706.0,659250.7166666667,1716.3333333333333,689234.5166666666,1631.4166666666667,0,0,1,0
98,2016-04-08,금요일,555891.9,1935.0,659250.7166666667,1716.3333333333333,689234.5166666666,1631.4166666666667,0,0,1,0
99,2016-04-09,토요일,636846.5,1666.0,659250.7166666667,1716.3333333333333,689234.5166666666,1631.4166666666667,0,0,1,0
100,2016-04-10,일요일,0.0,0.0,659250.7166666667,1716.3333333333333,689234.5166666666,1631.4166666666667,0,0,1,0
101,2016-04-11,월요일,755185.7,1846.0,649880.7666666667,1714.0,654565.7416666667,1715.1666666666667,0,0,1,0
102,2016-04-12,화요일,629117.1,1845.0,649880.7666666667,1714.0,654565.7416666667,1715.1666666666667,0,0,1,0
103,2016-04-13,수요일,666166.6,1694.0,649880.7666666667,1714.0,654565.7416666667,1715.1666666666667,0,0,1,0
104,2016-04-14,목요일,583153.0,1770.0,649880.7666666667,1714.0,654565.7416666667,1715.1666666666667,0,0,1,0
105,2016-04-15,금요일,647853.4,1654.0,649880.7666666667,1714.0,654565.7416666667,1715.1666666666667,0,0,1,0
106,2016-04-16,토요일,653884.5,1575.0,649880.7666666667,1714.0,654565.7416666667,1715.1666666666667,0,0,1,0
107,2016-04-17,일요일,0.0,0.0,649880.7666666667,1714.0,654565.7416666667,1715.1666666666667,0,0,1,0
108,2016-04-18,월요일,728405.9,1593.0,655893.3833333333,1730.6666666666667,652887.075,1722.3333333333333,0,0,1,0
109,2016-04-19,화요일,634998.9,1674.0,655893.3833333333,1730.6666666666667,652887.075,1722.3333333333333,0,0,1,0
110,2016-04-20,수요일,663802.1,1555.0,655893.3833333333,1730.6666666666667,652887.075,1722.3333333333333,0,0,1,0
111,2016-04-21,목요일,648601.4,1605.0,655893.3833333333,1730.6666666666667,652887.075,1722.3333333333333,0,0,1,0
112,2016-04-22,금요일,618366.6,1537.0,655893.3833333333,1730.6666666666667,652887.075,1722.3333333333333,0,0,1,0
113,2016-04-23,토요일,665541.2,1403.0,655893.3833333333,1730.6666666666667,652887.075,1722.3333333333333,0,0,1,0
114,2016-04-24,일요일,0.0,0.0,655893.3833333333,1730.6666666666667,652887.075,1722.3333333333333,0,0,1,0
115,2016-04-25,월요일,742280.3,1432.0,659952.6833333332,1561.1666666666667,657923.0333333333,1645.9166666666667,0,0,1,0
116,2016-04-26,화요일,639570.2,1456.0,659952.6833333332,1561.1666666666667,657923.0333333333,1645.9166666666667,0,0,1,0
117,2016-04-27,수요일,626974.7,1451.0,659952.6833333332,1561.1666666666667,657923.0333333333,1645.9166666666667,0,0,1,0
118,2016-04-28,목요일,549751.1,1496.0,659952.6833333332,1561.1666666666667,657923.0333333333,1645.9166666666667,0,0,1,0
119,2016-04-29,금요일,547556.3,1590.0,659952.6833333332,1561.1666666666667,657923.0333333333,1645.9166666666667,0,0,1,0
120,2016-04-30,토요일,481936.6,1866.0,659952.6833333332,1561.1666666666667,657923.0333333333,1645.9166666666667,0,0,1,0
121,2016-05-01,일요일,0.0,0.0,659952.6833333332,1561.1666666666667,657923.0333333333,1645.9166666666667,0,0,1,0
122,2016-05-02,월요일,738463.5,1836.0,598011.5333333333,1548.5,628982.1083333333,1554.8333333333333,0,0,1,0
123,2016-05-03,화요일,623352.6,1837.0,598011.5333333333,1548.5,628982.1083333333,1554.8333333333333,0,0,1,0
124,2016-05-04,수요일,586651.2,1888.0,598011.5333333333,1548.5,628982.1083333333,1554.8333333333333,0,0,1,0
125,2016-05-05,목요일,651482.7,1669.0,598011.5333333333,1548.5,628982.1083333333,1554.8333333333333,0,0,1,0
126,2016-05-06,금요일,601030.7,1484.0,598011.5333333333,1548.5,628982.1083333333,1554.8333333333333,0,0,1,0
127,2016-05-07,토요일,553076.9,1422.0,598011.5333333333,1548.5,628982.1083333333,1554.8333333333333,0,0,1,0
128,2016-05-08,일요일,0.0,0.0,598011.5333333333,1548.5,628982.1083333333,1554.8333333333333,0,0,1,0
129,2016-05-09,월요일,648826.4,1560.0,625676.2666666667,1689.3333333333333,611843.9,1618.9166666666667,0,0,1,0
130,2016-05-10,화요일,640020.8,1699.0,625676.2666666667,1689.3333333333333,611843.9,1618.9166666666667,0,0,1,0
131,2016-05-11,수요일,576989.7,1687.0,625676.2666666667,1689.3333333333333,611843.9,1618.9166666666667,0,0,1,0
132,2016-05-12,목요일,610662.2,1554.0,625676.2666666667,1689.3333333333333,611843.9,1618.9166666666667,0,0,1,0
133,2016-05-13,금요일,663915.7,1506.0,625676.2666666667,1689.3333333333333,611843.9,1618.9166666666667,0,0,1,0
134,2016-05-14,토요일,622729.7,1430.0,625676.2666666667,1689.3333333333333,611843.9,1618.9166666666667,0,0,1,0
135,2016-05-15,일요일,0.0,0.0,625676.2666666667,1689.3333333333333,611843.9,1618.9166666666667,0,0,1,0
136,2016-05-16,월요일,632516.2,1475.0,627190.75,1572.6666666666667,626433.5083333334,1631.0,0,0,1,0
137,2016-05-17,화요일,601385.8,1466.0,627190.75,1572.6666666666667,626433.5083333334,1631.0,0,0,1,0
138,2016-05-18,수요일,588664.3,1395.0,627190.75,1572.6666666666667,626433.5083333334,1631.0,0,0,1,0
139,2016-05-19,목요일,622884.4,1303.0,627190.75,1572.6666666666667,626433.5083333334,1631.0,0,0,1,0
140,2016-05-20,금요일,606709.1,1268.0,627190.75,1572.6666666666667,626433.5083333334,1631.0,0,0,1,0
141,2016-05-21,토요일,558728.1,1173.0,627190.75,1572.6666666666667,626433.5083333334,1631.0,0,0,1,0
142,2016-05-22,일요일,0.0,0.0,627190.75,1572.6666666666667,626433.5083333334,1631.0,0,0,1,0
143,2016-05-23,월요일,563636.1,1368.0,601814.65,1346.6666666666667,614502.7,1459.6666666666667,0,0,1,0
144,2016-05-24,화요일,537330.1,1572.0,601814.65,1346.6666666666667,614502.7,1459.6666666666667,0,0,1,0
145,2016-05-25,수요일,527056.7,1734.0,601814.65,1346.6666666666667,614502.7,1459.6666666666667,0,0,1,0
146,2016-05-26,목요일,557434.7,1534.0,601814.65,1346.6666666666667,614502.7,1459.6666666666667,0,0,1,0
147,2016-05-27,금요일,586916.5,1352.0,601814.65,1346.6666666666667,614502.7,1459.6666666666667,0,0,1,0
148,2016-05-28,토요일,528938.6,1467.0,601814.65,1346.6666666666667,614502.7,1459.6666666666667,0,0,1,0
149,2016-05-29,일요일,0.0,0.0,601814.65,1346.6666666666667,614502.7,1459.6666666666667,0,0,1,0
150,2016-05-30,월요일,584209.6,1529.0,550218.7833333333,1504.5,576016.7166666667,1425.5833333333333,0,0,1,0
151,2016-05-31,화요일,573756.5,1538.0,550218.7833333333,1504.5,576016.7166666667,1425.5833333333333,0,0,1,0
152,2016-06-01,수요일,593074.0,1425.0,550218.7833333333,1504.5,576016.7166666667,1425.5833333333333,0,0,0,1
153,2016-06-02,목요일,582281.3,1230.0,550218.7833333333,1504.5,576016.7166666667,1425.5833333333333,0,0,0,1
154,2016-06-03,금요일,553553.6,1321.0,550218.7833333333,1504.5,576016.7166666667,1425.5833333333333,0,0,0,1
155,2016-06-04,토요일,514121.3,1329.0,550218.7833333333,1504.5,576016.7166666667,1425.5833333333333,0,0,0,1
156,2016-06-05,일요일,0.0,0.0,550218.7833333333,1504.5,576016.7166666667,1425.5833333333333,0,0,0,1
157,2016-06-06,월요일,503733.2,1443.0,566832.7166666667,1395.3333333333333,558525.7499999999,1449.9166666666667,0,0,0,1
158,2016-06-07,화요일,605623.5,1377.0,566832.7166666667,1395.3333333333333,558525.7499999999,1449.9166666666667,0,0,0,1
159,2016-06-08,수요일,584349.3,1274.0,566832.7166666667,1395.3333333333333,558525.7499999999,1449.9166666666667,0,0,0,1
160,2016-06-09,목요일,594516.0,1241.0,566832.7166666667,1395.3333333333333,558525.7499999999,1449.9166666666667,0,0,0,1
161,2016-06-10,금요일,582308.9,1143.0,566832.7166666667,1395.3333333333333,558525.7499999999,1449.9166666666667,0,0,0,1
162,2016-06-11,토요일,534959.2,1206.0,566832.7166666667,1395.3333333333333,558525.7499999999,1449.9166666666667,0,0,0,1
163,2016-06-12,일요일,0.0,0.0,566832.7166666667,1395.3333333333333,558525.7499999999,1449.9166666666667,0,0,0,1
164,2016-06-13,월요일,615820.7,1229.0,567581.6833333332,1280.6666666666667,567207.2000000001,1338.0,0,0,0,1
165,2016-06-14,화요일,610851.1,1141.0,567581.6833333332,1280.6666666666667,567207.2000000001,1338.0,0,0,0,1
166,2016-06-15,수요일,577230.5,1137.0,567581.6833333332,1280.6666666666667,567207.2000000001,1338.0,0,0,0,1
167,2016-06-16,목요일,516869.3,1149.0,567581.6833333332,1280.6666666666667,567207.2000000001,1338.0,0,0,0,1
168,2016-06-17,금요일,570654.5,1088.0,567581.6833333332,1280.6666666666667,567207.2000000001,1338.0,0,0,0,1
169,2016-06-18,토요일,547263.7,1053.0,567581.6833333332,1280.6666666666667,567207.2000000001,1338.0,0,0,0,1
170,2016-06-19,일요일,0.0,0.0,567581.6833333332,1280.6666666666667,567207.2000000001,1338.0,0,0,0,1
171,2016-06-20,월요일,582692.8,1249.0,573114.9666666667,1132.8333333333333,570348.325,1206.75,0,0,0,1
172,2016-06-21,화요일,599829.3,1300.0,573114.9666666667,1132.8333333333333,570348.325,1206.75,0,0,0,1
173,2016-06-22,수요일,581014.0,1242.0,573114.9666666667,1132.8333333333333,570348.325,1206.75,0,0,0,1
174,2016-06-23,목요일,563842.4,1151.0,573114.9666666667,1132.8333333333333,570348.325,1206.75,0,0,0,1
175,2016-06-24,금요일,552351.6,1056.0,573114.9666666667,1132.8333333333333,570348.325,1206.75,0,0,0,1
176,2016-06-25,토요일,441099.6,1119.0,573114.9666666667,1132.8333333333333,570348.325,1206.75,0,0,0,1
177,2016-06-26,일요일,0.0,0.0,573114.9666666667,1132.8333333333333,570348.325,1206.75,0,0,0,1
178,2016-06-27,월요일,628489.2,1127.0,553471.6166666667,1186.1666666666667,563293.2916666666,1159.5,0,0,0,1
179,2016-06-28,화요일,618579.3,989.0,553471.6166666667,1186.1666666666667,563293.2916666666,1159.5,0,0,0,1
180,2016-06-29,수요일,602519.8,913.0,553471.6166666667,1186.1666666666667,563293.2916666666,1159.5,0,0,0,1
181,2016-06-30,목요일,562750.2,911.0,553471.6166666667,1186.1666666666667,563293.2916666666,1159.5,0,0,0,1
182,2016-07-01,금요일,496949.5,1025.0,553471.6166666667,1186.1666666666667,563293.2916666666,1159.5,0,0,0,1
183,2016-07-02,토요일,460996.4,1201.0,553471.6166666667,1186.1666666666667,563293.2916666666,1159.5,0,0,0,1
184,2016-07-03,일요일,0.0,0.0,553471.6166666667,1186.1666666666667,563293.2916666666,1159.5,0,0,0,1
185,2016-07-04,월요일,606462.2,1298.0,561714.0666666667,1027.6666666666667,557592.8416666667,1106.9166666666667,0,0,0,1
186,2016-07-05,화요일,557212.3,1260.0,561714.0666666667,1027.6666666666667,557592.8416666667,1106.9166666666667,0,0,0,1
187,2016-07-06,수요일,550406.5,1061.0,561714.0666666667,1027.6666666666667,557592.8416666667,1106.9166666666667,0,0,0,1
188,2016-07-07,목요일,497331.5,1015.0,561714.0666666667,1027.6666666666667,557592.8416666667,1106.9166666666667,0,0,0,1
189,2016-07-08,금요일,562561.4,932.0,561714.0666666667,1027.6666666666667,557592.8416666667,1106.9166666666667,0,0,0,1
190,2016-07-09,토요일,565319.3,801.0,561714.0666666667,1027.6666666666667,557592.8416666667,1106.9166666666667,0,0,0,1
191,2016-07-10,일요일,0.0,0.0,561714.0666666667,1027.6666666666667,557592.8416666667,1106.9166666666667,0,0,0,1
192,2016-07-11,월요일,574644.0,961.0,556548.8666666667,1061.1666666666667,559131.4666666667,1044.4166666666667,0,0,0,1
193,2016-07-12,화요일,583428.8,965.0,556548.8666666667,1061.1666666666667,559131.4666666667,1044.4166666666667,0,0,0,1
194,2016-07-13,수요일,496569.1,984.0,556548.8666666667,1061.1666666666667,559131.4666666667,1044.4166666666667,0,0,0,1
195,2016-07-14,목요일,576590.9,906.0,556548.8666666667,1061.1666666666667,559131.4666666667,1044.4166666666667,0,0,0,1
196,2016-07-15,금요일,569515.8,829.0,556548.8666666667,1061.1666666666667,559131.4666666667,1044.4166666666667,0,0,0,1
197,2016-07-16,토요일,515865.4,988.0,556548.8666666667,1061.1666666666667,559131.4666666667,1044.4166666666667,0,0,0,1
198,2016-07-17,일요일,0.0,0.0,556548.8666666667,1061.1666666666667,559131.4666666667,1044.4166666666667,0,0,0,1
199,2016-07-18,월요일,495633.6,1213.0,552768.9999999999,938.8333333333334,554658.9333333333,1000.0,0,0,0,1
200,2016-07-19,화요일,640918.7,944.0,552768.9999999999,938.8333333333334,554658.9333333333,1000.0,0,0,0,1
201,2016-07-20,수요일,644030.4,853.0,552768.9999999999,938.8333333333334,554658.9333333333,1000.0,0,0,0,1
202,2016-07-21,목요일,606923.6,699.0,552768.9999999999,938.8333333333334,554658.9333333333,1000.0,0,0,0,1
203,2016-07-22,금요일,569529.5,736.0,552768.9999999999,938.8333333333334,554658.9333333333,1000.0,0,0,0,1
204,2016-07-23,토요일,508106.8,767.0,552768.9999999999,938.8333333333334,554658.9333333333,1000.0,0,0,0,1
205,2016-07-24,일요일,0.0,0.0,552768.9999999999,938.8333333333334,554658.9333333333,1000.0,0,0,0,1
206,2016-07-25,월요일,540896.1,917.0,577523.7666666666,868.6666666666666,565146.3833333333,903.75,0,0,0,1
207,2016-07-26,화요일,589653.3,810.0,577523.7666666666,868.6666666666666,565146.3833333333,903.75,0,0,0,1
208,2016-07-27,수요일,562606.7,767.0,577523.7666666666,868.6666666666666,565146.3833333333,903.75,0,0,0,1
209,2016-07-28,목요일,501002.1,860.0,577523.7666666666,868.6666666666666,565146.3833333333,903.75,0,0,0,1
210,2016-07-29,금요일,489444.6,861.0,577523.7666666666,868.6666666666666,565146.3833333333,903.75,0,0,0,1
211,2016-07-30,토요일,382650.0,992.0,577523.7666666666,868.6666666666666,565146.3833333333,903.75,0,0,0,1
212,2016-07-31,일요일,0.0,0.0,577523.7666666666,868.6666666666666,565146.3833333333,903.75,0,0,0,1
213,2016-08-01,월요일,508693.9,1121.0,511042.1333333333,867.8333333333334,544282.95,868.25,0,0,0,1
214,2016-08-02,화요일,520813.8,1064.0,511042.1333333333,867.8333333333334,544282.95,868.25,0,0,0,1
215,2016-08-03,수요일,512254.2,1081.0,511042.1333333333,867.8333333333334,544282.95,868.25,0,0,0,1
216,2016-08-04,목요일,587958.0,1099.0,511042.1333333333,867.8333333333334,544282.95,868.25,0,0,0,1
217,2016-08-05,금요일,534537.4,1598.0,511042.1333333333,867.8333333333334,544282.95,868.25,0,0,0,1
218,2016-08-06,토요일,118396.6,1358.0,511042.1333333333,867.8333333333334,544282.95,868.25,0,0,0,1
219,2016-08-07,일요일,0.0,0.0,511042.1333333333,867.8333333333334,544282.95,868.25,0,0,0,1
220,2016-08-08,월요일,633266.1,1578.0,463775.64999999997,1220.1666666666667,487408.8916666666,1044.0,0,0,0,1
221,2016-08-09,화요일,652656.0,1112.0,463775.64999999997,1220.1666666666667,487408.8916666666,1044.0,0,0,0,1
222,2016-08-10,수요일,583927.9,932.0,463775.64999999997,1220.1666666666667,487408.8916666666,1044.0,0,0,0,1
223,2016-08-11,목요일,534345.2,930.0,463775.64999999997,1220.1666666666667,487408.8916666666,1044.0,0,0,0,1
224,2016-08-12,금요일,555524.9,952.0,463775.64999999997,1220.1666666666667,487408.8916666666,1044.0,0,0,0,1
225,2016-08-13,토요일,486504.0,1119.0,463775.64999999997,1220.1666666666667,487408.8916666666,1044.0,0,0,0,1
226,2016-08-14,일요일,0.0,0.0,463775.64999999997,1220.1666666666667,487408.8916666666,1044.0,0,0,0,1
227,2016-08-15,월요일,485318.9,1320.0,574370.6833333333,1103.8333333333333,519073.16666666674,1162.0,0,0,0,1
