date,캠벨얼리_가격(원/kg),캠벨얼리_거래량(kg),캠벨얼리_거래량의_1주전_평균,캠벨얼리_가격의_1주전_평균,캠벨얼리_거래량의_2주전_평균,캠벨얼리_가격의_2주전_평균,계절,요일_금요일,요일_목요일,요일_수요일,요일_월요일,요일_일요일,요일_토요일,요일_화요일
2016-01-29,3369.0,-0.02358532385330066,-0.032914094122397444,-0.5801378335394946,-0.03310851917025911,-0.4880784134944155,-2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-01-30,3316.0,-0.04868105065544629,-0.032914094122397444,-0.5801378335394946,-0.03310851917025911,-0.4880784134944155,-2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2016-01-31,0.0,-0.060779805381926816,-0.032914094122397444,-0.5801378335394946,-0.03310851917025911,-0.4880784134944155,-2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-02-01,3429.0,-0.04253330943264114,-0.028513595637606817,-0.5055663544795901,-0.03262312991031419,-0.5353088671073629,-2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2016-02-02,2628.0,-0.031027326386170045,-0.028513595637606817,-0.5055663544795901,-0.03262312991031419,-0.5353088671073629,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2016-02-03,4920.0,-0.03151655716137433,-0.028513595637606817,-0.5055663544795901,-0.03262312991031419,-0.5353088671073629,-2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2016-02-04,3642.0,0.0024267399563704514,-0.028513595637606817,-0.5055663544795901,-0.03262312991031419,-0.5353088671073629,-2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2016-02-05,5854.0,-0.05865721683342146,-0.028513595637606817,-0.5055663544795901,-0.03262312991031419,-0.5353088671073629,-2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-02-06,2357.0,-0.03981536068150624,-0.028513595637606817,-0.5055663544795901,-0.03262312991031419,-0.5353088671073629,-2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2016-02-07,0.0,-0.060779805381926816,-0.028513595637606817,-0.5055663544795901,-0.03262312991031419,-0.5353088671073629,-2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-02-08,0.0,-0.060779805381926816,-0.025572949116778067,0.006714967308711704,-0.028444624702809916,-0.2325051287896059,-2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2016-02-09,0.0,-0.060779805381926816,-0.025572949116778067,0.006714967308711704,-0.028444624702809916,-0.2325051287896059,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2016-02-10,0.0,-0.060779805381926816,-0.025572949116778067,0.006714967308711704,-0.028444624702809916,-0.2325051287896059,-2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2016-02-11,0.0,-0.060779805381926816,-0.025572949116778067,0.006714967308711704,-0.028444624702809916,-0.2325051287896059,-2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2016-02-12,3581.0,-0.0328677659690814,-0.025572949116778067,0.006714967308711704,-0.028444624702809916,-0.2325051287896059,-2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-02-13,4754.0,-0.007733211327633839,-0.025572949116778067,0.006714967308711704,-0.028444624702809916,-0.2325051287896059,-2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2016-02-14,0.0,-0.060779805381926816,-0.025572949116778067,0.006714967308711704,-0.028444624702809916,-0.2325051287896059,-2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-02-15,3376.0,-0.04868105065544629,-0.017746804307176244,0.19888672910408184,-0.024543557471527533,0.08139958969683148,-2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2016-02-16,5450.0,-0.02320998807338203,-0.017746804307176244,0.19888672910408184,-0.024543557471527533,0.08139958969683148,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2016-02-17,3356.0,-0.04889330951029683,-0.017746804307176244,0.19888672910408184,-0.024543557471527533,0.08139958969683148,-2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2016-02-18,5518.0,-0.05430591030898548,-0.017746804307176244,0.19888672910408184,-0.024543557471527533,0.08139958969683148,-2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2016-02-19,3320.0,-0.024483541202485245,-0.017746804307176244,0.19888672910408184,-0.024543557471527533,0.08139958969683148,-2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-02-20,4359.0,-0.059174921357447154,-0.017746804307176244,0.19888672910408184,-0.024543557471527533,0.08139958969683148,-2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2016-02-21,0.0,-0.060779805381926816,-0.017746804307176244,0.19888672910408184,-0.024543557471527533,0.08139958969683148,-2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-02-22,4779.0,-0.014613504451935348,-0.031258607693006105,0.2319314366495844,-0.029397886179925465,0.255710052427627,-2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2016-02-23,3421.0,-0.04868105065544629,-0.031258607693006105,0.2319314366495844,-0.029397886179925465,0.255710052427627,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2016-02-24,4904.0,-0.0361577782192647,-0.031258607693006105,0.2319314366495844,-0.029397886179925465,0.255710052427627,-2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2016-02-25,3314.0,-0.04868105065544629,-0.031258607693006105,0.2319314366495844,-0.029397886179925465,0.255710052427627,-2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2016-02-26,3529.0,-0.03339841310620774,-0.031258607693006105,0.2319314366495844,-0.029397886179925465,0.255710052427627,-2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-02-27,4128.0,-0.014931892734211149,-0.031258607693006105,0.2319314366495844,-0.029397886179925465,0.255710052427627,-2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2016-02-28,0.0,-0.060779805381926816,-0.031258607693006105,0.2319314366495844,-0.029397886179925465,0.255710052427627,-2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-02-29,6098.0,-0.05865721683342146,-0.025113233662766278,0.11671673440537185,-0.029745392327244522,0.20478687029860962,-2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2016-03-01,4843.0,-0.039129402187172195,-0.025113233662766278,0.11671673440537185,-0.029745392327244522,0.20478687029860962,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2016-03-02,4534.0,-0.0430561910019071,-0.025113233662766278,0.11671673440537185,-0.029745392327244522,0.20478687029860962,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2016-03-03,4482.0,-0.040793822231914814,-0.025113233662766278,0.11671673440537185,-0.029745392327244522,0.20478687029860962,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2016-03-04,3818.0,-0.046982979816642005,-0.025113233662766278,0.11671673440537185,-0.029745392327244522,0.20478687029860962,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-03-05,4439.0,-0.025438706049312657,-0.025113233662766278,0.11671673440537185,-0.029745392327244522,0.20478687029860962,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2016-03-06,0.0,-0.060779805381926816,-0.025113233662766278,0.11671673440537185,-0.029745392327244522,0.20478687029860962,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-03-07,3617.0,-0.04868105065544629,-0.0307958274693009,0.48241738823113584,-0.029481982522207028,0.3340323683610669,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2016-03-08,3998.0,-0.03233711883195506,-0.0307958274693009,0.48241738823113584,-0.029481982522207028,0.3340323683610669,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2016-03-09,3598.0,-0.03658229592896577,-0.0307958274693009,0.48241738823113584,-0.029481982522207028,0.3340323683610669,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2016-03-10,6445.0,-0.03212485997710453,-0.0307958274693009,0.48241738823113584,-0.029481982522207028,0.3340323683610669,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2016-03-11,4073.0,-0.034778095662736215,-0.0307958274693009,0.48241738823113584,-0.029481982522207028,0.3340323683610669,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-03-12,0.0,-0.060779805381926816,-0.0307958274693009,0.48241738823113584,-0.029481982522207028,0.3340323683610669,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2016-03-13,0.0,-0.060779805381926816,-0.0307958274693009,0.48241738823113584,-0.029481982522207028,0.3340323683610669,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-03-14,3902.0,-0.05473042801868656,-0.027573988329101608,0.2936207810567235,-0.031049331653124488,0.43416706384565945,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2016-03-15,4024.0,-0.04868105065544629,-0.027573988329101608,0.2936207810567235,-0.031049331653124488,0.43416706384565945,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2016-03-16,4698.0,-0.0328677659690814,-0.027573988329101608,0.2936207810567235,-0.031049331653124488,0.43416706384565945,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2016-03-17,5071.0,-0.006035140488829557,-0.027573988329101608,0.2936207810567235,-0.031049331653124488,0.43416706384565945,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2016-03-18,4115.0,-0.025120317767036857,-0.027573988329101608,0.2936207810567235,-0.031049331653124488,0.43416706384565945,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-03-19,6314.0,-0.02713936541073707,-0.027573988329101608,0.2936207810567235,-0.031049331653124488,0.43416706384565945,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2016-03-20,0.0,-0.060779805381926816,-0.027573988329101608,0.2936207810567235,-0.031049331653124488,0.43416706384565945,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-03-21,4127.0,-0.04890107507815721,-0.02492679350641705,0.47446545326029294,-0.02740504669240106,0.42969102928072594,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2016-03-22,5620.0,-0.059506252252823605,-0.02492679350641705,0.47446545326029294,-0.02740504669240106,0.42969102928072594,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2016-03-23,4414.0,-0.03848744857738033,-0.02492679350641705,0.47446545326029294,-0.02740504669240106,0.42969102928072594,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2016-03-24,5269.0,0.035373455865365756,-0.02492679350641705,0.47446545326029294,-0.02740504669240106,0.42969102928072594,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2016-03-25,5915.0,-0.043682613475978196,-0.02492679350641705,0.47446545326029294,-0.02740504669240106,0.42969102928072594,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-03-26,6341.0,-0.05886947568827199,-0.02492679350641705,0.47446545326029294,-0.02740504669240106,0.42969102928072594,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2016-03-27,0.0,-0.060779805381926816,-0.02492679350641705,0.47446545326029294,-0.02740504669240106,0.42969102928072594,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-03-28,6215.0,-0.0499546037845495,-0.026850702681456392,0.7891853684396534,-0.02713033770096445,0.6769090494643265,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2016-03-29,5816.0,-0.019894090596997448,-0.026850702681456392,0.7891853684396534,-0.02713033770096445,0.6769090494643265,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2016-03-30,5307.0,-0.03594551936441416,-0.026850702681456392,0.7891853684396534,-0.02713033770096445,0.6769090494643265,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2016-03-31,4818.0,-0.02257321150883043,-0.026850702681456392,0.7891853684396534,-0.02713033770096445,0.6769090494643265,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2016-04-01,5837.0,-0.03743133134836791,-0.026850702681456392,0.7891853684396534,-0.02713033770096445,0.6769090494643265,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-04-02,5512.0,-0.05122815691365272,-0.026850702681456392,0.7891853684396534,-0.02713033770096445,0.6769090494643265,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2016-04-03,0.0,-0.060779805381926816,-0.026850702681456392,0.7891853684396534,-0.02713033770096445,0.6769090494643265,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-04-04,4811.0,-0.026500000323565337,-0.027142111199804975,0.9499028096836895,-0.02839127404141436,0.9222247549578297,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2016-04-05,0.0,-0.060779805381926816,-0.027142111199804975,0.9499028096836895,-0.02839127404141436,0.9222247549578297,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2016-04-06,5096.0,0.011812722976956323,-0.027142111199804975,0.9499028096836895,-0.02839127404141436,0.9222247549578297,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2016-04-07,4356.0,-0.023634505783083105,-0.027142111199804975,0.9499028096836895,-0.02839127404141436,0.9222247549578297,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2016-04-08,4568.0,0.017013064920794446,-0.027142111199804975,0.9499028096836895,-0.02839127404141436,0.9222247549578297,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-04-09,4824.0,-0.05600398114778977,-0.027142111199804975,0.9499028096836895,-0.02839127404141436,0.9222247549578297,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2016-04-10,0.0,-0.060779805381926816,-0.027142111199804975,0.9499028096836895,-0.02839127404141436,0.9222247549578297,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-04-11,4601.0,-0.005380244265937058,-0.014882777028682794,0.4976144195087469,-0.022213605766628976,0.7929958348011685,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2016-04-12,3625.0,-0.041676508445378624,-0.014882777028682794,0.4976144195087469,-0.022213605766628976,0.7929958348011685,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2016-04-13,5074.0,-0.035308742799862555,-0.014882777028682794,0.4976144195087469,-0.022213605766628976,0.7929958348011685,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2016-04-14,3496.0,-0.031063565702851847,-0.014882777028682794,0.4976144195087469,-0.022213605766628976,0.7929958348011685,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2016-04-15,4574.0,0.051186740551730656,-0.014882777028682794,0.4976144195087469,-0.022213605766628976,0.7929958348011685,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-04-16,4444.0,-0.018009646129543914,-0.014882777028682794,0.4976144195087469,-0.022213605766628976,0.7929958348011685,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2016-04-17,0.0,-0.060779805381926816,-0.014882777028682794,0.4976144195087469,-0.022213605766628976,0.7929958348011685,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-04-18,4272.0,-0.002408620298029557,-0.013647164047288884,0.27036578900865843,-0.013834129133049105,0.4104938143688997,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2016-04-19,3983.0,0.019984688888701935,-0.013647164047288884,0.27036578900865843,-0.013834129133049105,0.4104938143688997,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2016-04-20,3477.0,3.235653275160602e-05,-0.013647164047288884,0.27036578900865843,-0.013834129133049105,0.4104938143688997,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2016-04-21,3919.0,0.012133699781852258,-0.013647164047288884,0.27036578900865843,-0.013834129133049105,0.4104938143688997,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2016-04-22,3461.0,-0.028198071162369616,-0.013647164047288884,0.27036578900865843,-0.013834129133049105,0.4104938143688997,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-04-23,3853.0,-0.023634505783083105,-0.013647164047288884,0.27036578900865843,-0.013834129133049105,0.4104938143688997,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2016-04-24,0.0,-0.060779805381926816,-0.013647164047288884,0.27036578900865843,-0.013834129133049105,0.4104938143688997,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-04-25,3397.0,-0.012384786476004727,-0.007908638193849484,0.018642869764976058,-0.009928456326959597,0.17401413266469098,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2016-04-26,3794.0,-0.0063354091127644585,-0.007908638193849484,0.018642869764976058,-0.009928456326959597,0.17401413266469098,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2016-04-27,3592.0,0.034581367943606445,-0.007908638193849484,0.018642869764976058,-0.009928456326959597,0.17401413266469098,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2016-04-28,3738.0,-0.038386496195195324,-0.007908638193849484,0.018642869764976058,-0.009928456326959597,0.17401413266469098,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2016-04-29,3299.0,-0.01631157529073963,-0.007908638193849484,0.018642869764976058,-0.009928456326959597,0.17401413266469098,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-04-30,2728.0,0.0451477172789709,-0.007908638193849484,0.018642869764976058,-0.009928456326959597,0.17401413266469098,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2016-05-01,0.0,-0.060779805381926816,-0.007908638193849484,0.018642869764976058,-0.009928456326959597,0.17401413266469098,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-05-02,4059.98,-0.060456240054410755,-0.005106417104173186,-0.19491076161866064,-0.005067149875381858,-0.0660588101208115,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2016-05-03,3845.0,-0.009094774225821424,-0.005106417104173186,-0.19491076161866064,-0.005067149875381858,-0.0660588101208115,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2016-05-04,3170.0,-0.01642288176340516,-0.005106417104173186,-0.19491076161866064,-0.005067149875381858,-0.0660588101208115,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2016-05-05,2583.0,-0.010487399395450545,-0.005106417104173186,-0.19491076161866064,-0.005067149875381858,-0.0660588101208115,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2016-05-06,5328.0,-0.03784549496758847,-0.005106417104173186,-0.19491076161866064,-0.005067149875381858,-0.0660588101208115,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-05-07,3530.0,-0.013425372569296372,-0.005106417104173186,-0.19491076161866064,-0.005067149875381858,-0.0660588101208115,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2016-05-08,0.0,-0.060779805381926816,-0.005106417104173186,-0.19491076161866064,-0.005067149875381858,-0.0660588101208115,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-05-09,3471.0,-0.01227606852595933,-0.020305120808751853,-0.021030217352889475,-0.012123101926656651,-0.08652929108730376,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2016-05-10,5176.0,-0.035042124969989326,-0.020305120808751853,-0.021030217352889475,-0.012123101926656651,-0.08652929108730376,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2016-05-11,4046.0,-0.026686373952214588,-0.020305120808751853,-0.021030217352889475,-0.012123101926656651,-0.08652929108730376,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2016-05-12,3735.0,-0.03458913351146684,-0.020305120808751853,-0.021030217352889475,-0.012123101926656651,-0.08652929108730376,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2016-05-13,0.0,-0.060779805381926816,-0.020305120808751853,-0.021030217352889475,-0.012123101926656651,-0.08652929108730376,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-05-14,4181.0,-0.02200891357764242,-0.020305120808751853,-0.021030217352889475,-0.012123101926656651,-0.08652929108730376,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2016-05-15,0.0,-0.060779805381926816,-0.020305120808751853,-0.021030217352889475,-0.012123101926656651,-0.08652929108730376,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-05-16,3770.0,-0.037032698864868124,-0.02119221839650994,0.1746598338929139,-0.02123307426479465,0.09498211658412221,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2016-05-17,4408.0,-0.0028486691434513986,-0.02119221839650994,0.1746598338929139,-0.02123307426479465,0.09498211658412221,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2016-05-18,4422.0,-0.027688132206204304,-0.02119221839650994,0.1746598338929139,-0.02123307426479465,0.09498211658412221,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2016-05-19,4049.0,-0.030046276313141353,-0.02119221839650994,0.1746598338929139,-0.02123307426479465,0.09498211658412221,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2016-05-20,5399.0,-0.030375018685897672,-0.02119221839650994,0.1746598338929139,-0.02123307426479465,0.09498211658412221,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-05-21,6383.0,-0.04048578804011952,-0.02119221839650994,0.1746598338929139,-0.02123307426479465,0.09498211658412221,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2016-05-22,0.0,-0.060779805381926816,-0.02119221839650994,0.1746598338929139,-0.02123307426479465,0.09498211658412221,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2016-05-23,4925.0,-0.006037729011449683,-0.022351876169002124,0.5015903869941684,-0.022503975033952066,0.38915804960938294,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2016-05-24,4782.0,-0.011851550816258256,-0.022351876169002124,0.5015903869941684,-0.022503975033952066,0.38915804960938294,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2016-05-25,4376.0,0.007691794965711774,-0.022351876169002124,0.5015903869941684,-0.022503975033952066,0.38915804960938294,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
