date,요일,캠벨얼리_거래량(kg),캠벨얼리_가격(원/kg),캠벨얼리_거래량의_1주전_평균,캠벨얼리_가격의_1주전_평균,캠벨얼리_거래량의_2주전_평균,캠벨얼리_가격의_2주전_평균,계절
2016-03-26,토요일,147.6,6341.0,2190.5,4687.333333333333,2033.4545454545455,4532.272727272727,1
2016-03-27,일요일,0.0,0.0,2190.5,4687.333333333333,2033.4545454545455,4532.272727272727,1
2016-03-28,월요일,836.4,6215.0,1939.3999999999999,5281.0,2064.95,4984.166666666667,1
2016-03-29,화요일,3159.0,5816.0,1939.3999999999999,5281.0,2064.95,4984.166666666667,1
2016-03-30,수요일,1918.8,5307.0,1939.3999999999999,5281.0,2064.95,4984.166666666667,1
2016-03-31,목요일,2952.0,4818.0,1939.3999999999999,5281.0,2064.95,4984.166666666667,1
2016-04-01,금요일,1804.0,5837.0,1939.3999999999999,5281.0,2064.95,4984.166666666667,1
2016-04-02,토요일,738.0,5512.0,1939.3999999999999,5281.0,2064.95,4984.166666666667,1
2016-04-03,일요일,0.0,0.0,1939.3999999999999,5281.0,2064.95,4984.166666666667,1
2016-04-04,월요일,2648.6,4811.0,1901.3666666666668,5584.166666666667,1920.3833333333332,5432.583333333333,1
2016-04-05,화요일,0.0,0.0,1901.3666666666668,5584.166666666667,1920.3833333333332,5432.583333333333,1
2016-04-06,수요일,5608.8,5096.0,1901.3666666666668,5584.166666666667,1920.3833333333332,5432.583333333333,1
2016-04-07,목요일,2870.0,4356.0,1901.3666666666668,5584.166666666667,1920.3833333333332,5432.583333333333,1
2016-04-08,금요일,6010.6,4568.0,1901.3666666666668,5584.166666666667,1920.3833333333332,5432.583333333333,1
2016-04-09,토요일,369.0,4824.0,1901.3666666666668,5584.166666666667,1920.3833333333332,5432.583333333333,1
2016-04-10,일요일,0.0,0.0,1901.3666666666668,5584.166666666667,1920.3833333333332,5432.583333333333,1
2016-04-11,월요일,4280.4,4601.0,3501.4,4731.0,2628.6545454545458,5196.363636363636,1
2016-04-12,화요일,1476.0,3625.0,3501.4,4731.0,2628.6545454545458,5196.363636363636,1
2016-04-13,수요일,1968.0,5074.0,3501.4,4731.0,2628.6545454545458,5196.363636363636,1
2016-04-14,목요일,2296.0,3496.0,3501.4,4731.0,2628.6545454545458,5196.363636363636,1
2016-04-15,금요일,8651.0,4574.0,3501.4,4731.0,2628.6545454545458,5196.363636363636,1
2016-04-16,토요일,3304.6,4444.0,3501.4,4731.0,2628.6545454545458,5196.363636363636,1
2016-04-17,일요일,0.0,0.0,3501.4,4731.0,2628.6545454545458,5196.363636363636,1
2016-04-18,월요일,4510.0,4272.0,3662.6666666666665,4302.333333333333,3589.3636363636365,4497.181818181818,1
2016-04-19,화요일,6240.2,3983.0,3662.6666666666665,4302.333333333333,3589.3636363636365,4497.181818181818,1
2016-04-20,수요일,4698.6,3477.0,3662.6666666666665,4302.333333333333,3589.3636363636365,4497.181818181818,1
2016-04-21,목요일,5633.6,3919.0,3662.6666666666665,4302.333333333333,3589.3636363636365,4497.181818181818,1
2016-04-22,금요일,2517.4,3461.0,3662.6666666666665,4302.333333333333,3589.3636363636365,4497.181818181818,1
2016-04-23,토요일,2870.0,3853.0,3662.6666666666665,4302.333333333333,3589.3636363636365,4497.181818181818,1
2016-04-24,일요일,0.0,0.0,3662.6666666666665,4302.333333333333,3589.3636363636365,4497.181818181818,1
2016-04-25,월요일,3739.2,3397.0,4411.633333333334,3827.5,4037.15,4064.9166666666665,1
2016-04-26,화요일,4206.6,3794.0,4411.633333333334,3827.5,4037.15,4064.9166666666665,1
2016-04-27,수요일,7368.0,3592.0,4411.633333333334,3827.5,4037.15,4064.9166666666665,1
2016-04-28,목요일,1730.2,3738.0,4411.633333333334,3827.5,4037.15,4064.9166666666665,1
2016-04-29,금요일,3435.8,3299.0,4411.633333333334,3827.5,4037.15,4064.9166666666665,1
2016-04-30,토요일,8184.4,2728.0,4411.633333333334,3827.5,4037.15,4064.9166666666665,1
2016-05-01,일요일,0.0,0.0,4411.633333333334,3827.5,4037.15,4064.9166666666665,1
2016-05-02,월요일,25.0,4059.98,4777.366666666666,3424.6666666666665,4594.500000000001,3626.0833333333335,1
2016-05-03,화요일,3993.4,3845.0,4777.366666666666,3424.6666666666665,4594.500000000001,3626.0833333333335,1
2016-05-04,수요일,3427.2,3170.0,4777.366666666666,3424.6666666666665,4594.500000000001,3626.0833333333335,1
2016-05-05,목요일,3885.8,2583.0,4777.366666666666,3424.6666666666665,4594.500000000001,3626.0833333333335,1
2016-05-06,금요일,1772.0,5328.0,4777.366666666666,3424.6666666666665,4594.500000000001,3626.0833333333335,1
2016-05-07,토요일,3658.8,3530.0,4777.366666666666,3424.6666666666665,4594.500000000001,3626.0833333333335,1
2016-05-08,일요일,0.0,0.0,4777.366666666666,3424.6666666666665,4594.500000000001,3626.0833333333335,1
2016-05-09,월요일,3747.6,3471.0,2793.7000000000003,3752.6633333333334,3785.5333333333333,3588.6649999999995,1
2016-05-10,화요일,1988.6,5176.0,2793.7000000000003,3752.6633333333334,3785.5333333333333,3588.6649999999995,1
2016-05-11,수요일,2634.2,4046.0,2793.7000000000003,3752.6633333333334,3785.5333333333333,3588.6649999999995,1
2016-05-12,목요일,2023.6,3735.0,2793.7000000000003,3752.6633333333334,3785.5333333333333,3588.6649999999995,1
2016-05-13,금요일,0.0,0.0,2793.7000000000003,3752.6633333333334,3785.5333333333333,3588.6649999999995,1
2016-05-14,토요일,2995.6,4181.0,2793.7000000000003,3752.6633333333334,3785.5333333333333,3588.6649999999995,1
2016-05-15,일요일,0.0,0.0,2793.7000000000003,3752.6633333333334,3785.5333333333333,3588.6649999999995,1
2016-05-16,월요일,1834.8,3770.0,2677.92,4121.8,2741.0727272727268,3920.452727272727,1
2016-05-17,화요일,4476.0,4408.0,2677.92,4121.8,2741.0727272727268,3920.452727272727,1
2016-05-18,수요일,2556.8,4422.0,2677.92,4121.8,2741.0727272727268,3920.452727272727,1
2016-05-19,목요일,2374.6,4049.0,2677.92,4121.8,2741.0727272727268,3920.452727272727,1
2016-05-20,금요일,2349.2,5399.0,2677.92,4121.8,2741.0727272727268,3920.452727272727,1
2016-05-21,토요일,1568.0,6383.0,2677.92,4121.8,2741.0727272727268,3920.452727272727,1
2016-05-22,일요일,0.0,0.0,2677.92,4121.8,2741.0727272727268,3920.452727272727,1
2016-05-23,월요일,4229.6,4925.0,2526.566666666667,4738.5,2595.3636363636365,4458.181818181818,1
2016-05-24,화요일,3780.4,4782.0,2526.566666666667,4738.5,2595.3636363636365,4458.181818181818,1
2016-05-25,수요일,5290.4,4376.0,2526.566666666667,4738.5,2595.3636363636365,4458.181818181818,1
2016-05-26,목요일,2241.6,8046.0,2526.566666666667,4738.5,2595.3636363636365,4458.181818181818,1
2016-05-27,금요일,7768.0,3529.0,2526.566666666667,4738.5,2595.3636363636365,4458.181818181818,1
2016-05-28,토요일,2154.0,9177.0,2526.566666666667,4738.5,2595.3636363636365,4458.181818181818,1
2016-05-29,일요일,0.0,0.0,2526.566666666667,4738.5,2595.3636363636365,4458.181818181818,1
2016-05-30,월요일,2076.0,8161.0,4244.0,5805.833333333333,3385.2833333333333,5272.166666666667,1
2016-05-31,화요일,2747.6,7882.0,4244.0,5805.833333333333,3385.2833333333333,5272.166666666667,1
2016-06-01,수요일,2614.2,4232.0,4244.0,5805.833333333333,3385.2833333333333,5272.166666666667,2
2016-06-02,목요일,5352.4,4374.0,4244.0,5805.833333333333,3385.2833333333333,5272.166666666667,2
2016-06-03,금요일,2446.0,6094.0,4244.0,5805.833333333333,3385.2833333333333,5272.166666666667,2
2016-06-04,토요일,2690.0,7018.0,4244.0,5805.833333333333,3385.2833333333333,5272.166666666667,2
2016-06-05,일요일,0.0,0.0,4244.0,5805.833333333333,3385.2833333333333,5272.166666666667,2
2016-06-06,월요일,5592.0,7731.0,2987.7000000000003,6293.5,3615.85,6049.666666666667,2
2016-06-07,화요일,6967.2,5795.0,2987.7000000000003,6293.5,3615.85,6049.666666666667,2
2016-06-08,수요일,8009.4,5498.0,2987.7000000000003,6293.5,3615.85,6049.666666666667,2
2016-06-09,목요일,5894.0,6259.0,2987.7000000000003,6293.5,3615.85,6049.666666666667,2
2016-06-10,금요일,7463.0,6215.0,2987.7000000000003,6293.5,3615.85,6049.666666666667,2
2016-06-11,토요일,9019.0,5758.0,2987.7000000000003,6293.5,3615.85,6049.666666666667,2
2016-06-12,일요일,0.0,0.0,2987.7000000000003,6293.5,3615.85,6049.666666666667,2
2016-06-13,월요일,20172.2,5396.0,7157.433333333333,6209.333333333333,5072.566666666667,6251.416666666667,2
2016-06-14,화요일,10280.8,5767.0,7157.433333333333,6209.333333333333,5072.566666666667,6251.416666666667,2
2016-06-15,수요일,17830.0,5048.0,7157.433333333333,6209.333333333333,5072.566666666667,6251.416666666667,2
2016-06-16,목요일,15719.0,5551.0,7157.433333333333,6209.333333333333,5072.566666666667,6251.416666666667,2
2016-06-17,금요일,24278.6,5723.0,7157.433333333333,6209.333333333333,5072.566666666667,6251.416666666667,2
2016-06-18,토요일,24475.0,5009.0,7157.433333333333,6209.333333333333,5072.566666666667,6251.416666666667,2
2016-06-19,일요일,0.0,0.0,7157.433333333333,6209.333333333333,5072.566666666667,6251.416666666667,2
2016-06-20,월요일,37790.8,5109.0,18792.600000000002,5415.666666666667,12975.016666666668,5812.5,2
2016-06-21,화요일,31599.0,4669.0,18792.600000000002,5415.666666666667,12975.016666666668,5812.5,2
2016-06-22,수요일,35522.0,4577.0,18792.600000000002,5415.666666666667,12975.016666666668,5812.5,2
2016-06-23,목요일,31278.0,4661.0,18792.600000000002,5415.666666666667,12975.016666666668,5812.5,2
2016-06-24,금요일,39499.0,4419.0,18792.600000000002,5415.666666666667,12975.016666666668,5812.5,2
2016-06-25,토요일,40064.0,4535.0,18792.600000000002,5415.666666666667,12975.016666666668,5812.5,2
2016-06-26,일요일,0.0,0.0,18792.600000000002,5415.666666666667,12975.016666666668,5812.5,2
2016-06-27,월요일,70080.8,4251.0,35958.799999999996,4661.666666666667,27375.7,5038.666666666667,2
2016-06-28,화요일,67237.0,3928.0,35958.799999999996,4661.666666666667,27375.7,5038.666666666667,2
2016-06-29,수요일,65455.0,3849.0,35958.799999999996,4661.666666666667,27375.7,5038.666666666667,2
2016-06-30,목요일,68813.0,3776.0,35958.799999999996,4661.666666666667,27375.7,5038.666666666667,2
2016-07-01,금요일,75722.5,3839.0,35958.799999999996,4661.666666666667,27375.7,5038.666666666667,2
2016-07-02,토요일,77128.0,3531.0,35958.799999999996,4661.666666666667,27375.7,5038.666666666667,2
2016-07-03,일요일,0.0,0.0,35958.799999999996,4661.666666666667,27375.7,5038.666666666667,2
2016-07-04,월요일,95099.0,3577.0,70739.38333333333,3862.3333333333335,53349.09166666667,4262.0,2
2016-07-05,화요일,77900.0,3545.0,70739.38333333333,3862.3333333333335,53349.09166666667,4262.0,2
2016-07-06,수요일,102293.5,3411.0,70739.38333333333,3862.3333333333335,53349.09166666667,4262.0,2
2016-07-07,목요일,104899.5,3556.0,70739.38333333333,3862.3333333333335,53349.09166666667,4262.0,2
2016-07-08,금요일,143856.0,3615.0,70739.38333333333,3862.3333333333335,53349.09166666667,4262.0,2
2016-07-09,토요일,150025.0,3657.0,70739.38333333333,3862.3333333333335,53349.09166666667,4262.0,2
2016-07-10,일요일,0.0,0.0,70739.38333333333,3862.3333333333335,53349.09166666667,4262.0,2
2016-07-11,월요일,179216.0,3799.0,112345.5,3560.1666666666665,91542.44166666667,3711.25,2
2016-07-12,화요일,157326.0,3623.0,112345.5,3560.1666666666665,91542.44166666667,3711.25,2
2016-07-13,수요일,125790.0,3823.0,112345.5,3560.1666666666665,91542.44166666667,3711.25,2
2016-07-14,목요일,146630.5,4014.0,112345.5,3560.1666666666665,91542.44166666667,3711.25,2
2016-07-15,금요일,156235.0,4168.0,112345.5,3560.1666666666665,91542.44166666667,3711.25,2
2016-07-16,토요일,178399.0,4224.0,112345.5,3560.1666666666665,91542.44166666667,3711.25,2
2016-07-17,일요일,0.0,0.0,112345.5,3560.1666666666665,91542.44166666667,3711.25,2
2016-07-18,월요일,213975.0,3980.0,157266.08333333334,3941.8333333333335,134805.79166666666,3751.0,2
2016-07-19,화요일,217872.0,3676.0,157266.08333333334,3941.8333333333335,134805.79166666666,3751.0,2
2016-07-20,수요일,217250.5,3432.0,157266.08333333334,3941.8333333333335,134805.79166666666,3751.0,2
2016-07-21,목요일,214260.0,3323.0,157266.08333333334,3941.8333333333335,134805.79166666666,3751.0,2
2016-07-22,금요일,226616.0,3309.0,157266.08333333334,3941.8333333333335,134805.79166666666,3751.0,2
2016-07-23,토요일,237229.5,3318.0,157266.08333333334,3941.8333333333335,134805.79166666666,3751.0,2
2016-07-24,일요일,0.0,0.0,157266.08333333334,3941.8333333333335,134805.79166666666,3751.0,2
2016-07-25,월요일,349936.5,3260.0,221200.5,3506.3333333333335,189233.29166666666,3724.0833333333335,2
2016-07-26,화요일,316727.5,3111.0,221200.5,3506.3333333333335,189233.29166666666,3724.0833333333335,2
2016-07-27,수요일,318671.0,2933.0,221200.5,3506.3333333333335,189233.29166666666,3724.0833333333335,2
2016-07-28,목요일,318292.0,2747.0,221200.5,3506.3333333333335,189233.29166666666,3724.0833333333335,2
2016-07-29,금요일,335203.5,2708.0,221200.5,3506.3333333333335,189233.29166666666,3724.0833333333335,2
2016-07-30,토요일,386518.5,2601.0,221200.5,3506.3333333333335,189233.29166666666,3724.0833333333335,2
2016-07-31,일요일,0.0,0.0,221200.5,3506.3333333333335,189233.29166666666,3724.0833333333335,2
2016-08-01,월요일,554584.5,2667.0,337558.1666666667,2893.3333333333335,279379.3333333333,3199.8333333333335,2
2016-08-02,화요일,529484.0,2443.0,337558.1666666667,2893.3333333333335,279379.3333333333,3199.8333333333335,2
2016-08-03,수요일,538821.0,2361.0,337558.1666666667,2893.3333333333335,279379.3333333333,3199.8333333333335,2
2016-08-04,목요일,504568.0,2425.0,337558.1666666667,2893.3333333333335,279379.3333333333,3199.8333333333335,2
2016-08-05,금요일,599106.0,2606.0,337558.1666666667,2893.3333333333335,279379.3333333333,3199.8333333333335,2
2016-08-06,토요일,342668.0,2458.0,337558.1666666667,2893.3333333333335,279379.3333333333,3199.8333333333335,2
2016-08-07,일요일,0.0,0.0,337558.1666666667,2893.3333333333335,279379.3333333333,3199.8333333333335,2
2016-08-08,월요일,964556.0,2157.0,511538.5833333333,2493.3333333333335,424548.375,2693.3333333333335,2
2016-08-09,화요일,822508.5,1927.0,511538.5833333333,2493.3333333333335,424548.375,2693.3333333333335,2
2016-08-10,수요일,811973.5,1839.0,511538.5833333333,2493.3333333333335,424548.375,2693.3333333333335,2
2016-08-11,목요일,786396.7,1857.0,511538.5833333333,2493.3333333333335,424548.375,2693.3333333333335,2
2016-08-12,금요일,849972.0,1847.0,511538.5833333333,2493.3333333333335,424548.375,2693.3333333333335,2
2016-08-13,토요일,916247.0,1884.0,511538.5833333333,2493.3333333333335,424548.375,2693.3333333333335,2
2016-08-14,일요일,0.0,0.0,511538.5833333333,2493.3333333333335,424548.375,2693.3333333333335,2
2016-08-15,월요일,1021633.0,1916.0,858608.9500000001,1918.5,685073.7666666667,2205.9166666666665,2
2016-08-16,화요일,1034640.0,1849.0,858608.9500000001,1918.5,685073.7666666667,2205.9166666666665,2
2016-08-17,수요일,934171.5,1918.0,858608.9500000001,1918.5,685073.7666666667,2205.9166666666665,2
2016-08-18,목요일,900455.0,1910.0,858608.9500000001,1918.5,685073.7666666667,2205.9166666666665,2
2016-08-19,금요일,939227.8,1948.0,858608.9500000001,1918.5,685073.7666666667,2205.9166666666665,2
2016-08-20,토요일,1017116.5,1991.0,858608.9500000001,1918.5,685073.7666666667,2205.9166666666665,2
2016-08-21,일요일,0.0,0.0,858608.9500000001,1918.5,685073.7666666667,2205.9166666666665,2
2016-08-22,월요일,1227369.5,1967.0,974540.6333333333,1922.0,916574.7916666666,1920.25,2
2016-08-23,화요일,1099493.0,1930.0,974540.6333333333,1922.0,916574.7916666666,1920.25,2
2016-08-24,수요일,1066969.0,1876.0,974540.6333333333,1922.0,916574.7916666666,1920.25,2
2016-08-25,목요일,1007126.2,1845.0,974540.6333333333,1922.0,916574.7916666666,1920.25,2
2016-08-26,금요일,1069290.5,1856.0,974540.6333333333,1922.0,916574.7916666666,1920.25,2
2016-08-27,토요일,896953.0,2012.0,974540.6333333333,1922.0,916574.7916666666,1920.25,2
2016-08-28,일요일,0.0,0.0,974540.6333333333,1922.0,916574.7916666666,1920.25,2
2016-08-29,월요일,1029976.0,2330.0,1061200.2,1914.3333333333333,1017870.4166666666,1918.1666666666667,2
2016-08-30,화요일,1039709.1,2338.0,1061200.2,1914.3333333333333,1017870.4166666666,1918.1666666666667,2
2016-08-31,수요일,1230635.0,2283.0,1061200.2,1914.3333333333333,1017870.4166666666,1918.1666666666667,2
2016-09-01,목요일,1105344.0,2241.0,1061200.2,1914.3333333333333,1017870.4166666666,1918.1666666666667,3
2016-09-02,금요일,1265377.0,2093.0,1061200.2,1914.3333333333333,1017870.4166666666,1918.1666666666667,3
2016-09-03,토요일,1171412.0,2073.0,1061200.2,1914.3333333333333,1017870.4166666666,1918.1666666666667,3
2016-09-04,일요일,0.0,0.0,1061200.2,1914.3333333333333,1017870.4166666666,1918.1666666666667,3
2016-09-05,월요일,1490337.0,2130.0,1140408.8499999999,2226.3333333333335,1100804.5250000001,2070.3333333333335,3
2016-09-06,화요일,1287777.0,2070.0,1140408.8499999999,2226.3333333333335,1100804.5250000001,2070.3333333333335,3
2016-09-07,수요일,1283109.0,2093.0,1140408.8499999999,2226.3333333333335,1100804.5250000001,2070.3333333333335,3
2016-09-08,목요일,1173704.0,1988.0,1140408.8499999999,2226.3333333333335,1100804.5250000001,2070.3333333333335,3
2016-09-09,금요일,1089718.0,2061.0,1140408.8499999999,2226.3333333333335,1100804.5250000001,2070.3333333333335,3
2016-09-10,토요일,1089453.0,2028.0,1140408.8499999999,2226.3333333333335,1100804.5250000001,2070.3333333333335,3
2016-09-11,일요일,132337.0,2362.0,1140408.8499999999,2226.3333333333335,1100804.5250000001,2070.3333333333335,3
2016-09-12,월요일,1261172.5,2247.0,1078062.142857143,2104.5714285714284,1106837.5461538462,2160.769230769231,3
2016-09-13,화요일,994715.0,2556.0,1078062.142857143,2104.5714285714284,1106837.5461538462,2160.769230769231,3
2016-09-14,수요일,566883.0,2511.0,1078062.142857143,2104.5714285714284,1106837.5461538462,2160.769230769231,3
2016-09-15,목요일,0.0,0.0,1078062.142857143,2104.5714285714284,1106837.5461538462,2160.769230769231,3
2016-09-16,금요일,0.0,0.0,1078062.142857143,2104.5714285714284,1106837.5461538462,2160.769230769231,3
2016-09-17,토요일,3055.0,2045.0,1078062.142857143,2104.5714285714284,1106837.5461538462,2160.769230769231,3
2016-09-18,일요일,0.0,0.0,1078062.142857143,2104.5714285714284,1106837.5461538462,2160.769230769231,3
