,날짜,평균기온,최고기온,최저기온,평균운량,일강수량,일교차
62,2016년 3월 3일,6.9,17.2,-2.8,0.0,0.0,20.0
63,2016년 3월 4일,9.4,11.1,5.9,0.0,32.5,5.199999999999999
64,2016년 3월 5일,13.7,16.4,9.4,0.0,30.0,6.999999999999998
65,2016년 3월 6일,11.5,17.9,5.1,0.0,0.0,12.8
66,2016년 3월 7일,10.3,18.0,2.8,0.0,0.0,15.2
67,2016년 3월 8일,6.1,10.3,1.9,0.0,4.5,8.4
68,2016년 3월 9일,3.2,8.4,0.2,0.0,0.0,8.200000000000001
69,2016년 3월 10일,0.5,5.3,-2.2,0.0,0.0,7.5
70,2016년 3월 11일,-0.3,5.2,-4.9,0.0,0.0,10.1
71,2016년 3월 12일,1.9,9.8,-6.0,0.0,0.0,15.8
72,2016년 3월 13일,3.6,8.8,0.0,0.0,0.0,8.8
73,2016년 3월 14일,3.2,9.4,-2.9,0.0,0.0,12.3
74,2016년 3월 15일,5.6,16.0,-3.8,0.0,0.0,19.8
75,2016년 3월 16일,7.9,17.7,2.6,0.0,0.0,15.1
76,2016년 3월 17일,9.6,19.2,-1.6,0.0,0.0,20.8
77,2016년 3월 18일,11.6,14.5,9.0,0.0,5.5,5.5
78,2016년 3월 19일,10.3,18.7,4.2,0.0,0.0,14.5
79,2016년 3월 20일,9.2,16.8,1.0,0.0,0.0,15.8
80,2016년 3월 21일,9.3,17.2,2.8,0.0,0.0,14.4
81,2016년 3월 22일,8.5,18.1,-0.4,0.0,0.0,18.5
82,2016년 3월 23일,7.4,14.5,2.9,0.0,0.0,11.6
83,2016년 3월 24일,5.5,14.1,-2.0,0.0,0.0,16.1
84,2016년 3월 25일,5.5,12.7,-1.0,0.0,0.0,13.7
85,2016년 3월 26일,4.8,11.8,-2.5,0.0,0.0,14.3
86,2016년 3월 27일,5.5,13.6,-1.8,0.0,0.0,15.4
87,2016년 3월 28일,8.2,17.9,-2.5,0.0,0.0,20.4
88,2016년 3월 29일,10.2,17.1,1.6,0.0,0.0,15.500000000000002
89,2016년 3월 30일,13.4,22.3,5.7,0.0,0.0,16.6
90,2016년 3월 31일,12.5,22.1,3.9,0.0,0.0,18.200000000000003
91,2016년 4월 1일,13.8,25.1,3.8,0.0,0.0,21.3
92,2016년 4월 2일,14.9,22.9,5.4,0.0,0.0,17.5
93,2016년 4월 3일,11.8,14.1,8.4,0.0,14.0,5.699999999999999
94,2016년 4월 4일,12.4,14.4,10.8,0.0,1.0,3.6
95,2016년 4월 5일,11.9,19.9,5.1,0.0,0.0,14.8
96,2016년 4월 6일,10.9,21.0,4.2,0.0,33.0,16.8
97,2016년 4월 7일,12.0,16.0,8.8,0.0,24.5,7.199999999999999
98,2016년 4월 8일,13.8,23.3,7.1,0.0,0.0,16.200000000000003
99,2016년 4월 9일,15.5,24.2,6.6,0.0,0.0,17.6
100,2016년 4월 10일,15.9,24.4,6.8,0.0,0.0,17.599999999999998
101,2016년 4월 11일,13.6,20.4,8.4,0.0,0.0,11.999999999999998
102,2016년 4월 12일,14.2,21.4,7.1,0.0,0.0,14.3
103,2016년 4월 13일,16.1,20.7,12.7,0.0,8.5,8.0
104,2016년 4월 14일,16.3,23.7,9.7,0.0,0.0,14.0
105,2016년 4월 15일,14.6,24.2,4.8,0.0,0.0,19.4
106,2016년 4월 16일,15.0,19.3,7.8,0.0,11.5,11.5
107,2016년 4월 17일,12.0,18.8,8.9,0.0,5.5,9.9
108,2016년 4월 18일,12.6,18.0,6.8,0.0,0.0,11.2
109,2016년 4월 19일,12.5,20.3,4.7,0.0,0.0,15.6
110,2016년 4월 20일,14.5,20.4,6.8,0.0,0.1,13.599999999999998
111,2016년 4월 21일,14.2,16.3,11.9,0.0,33.4,4.4
112,2016년 4월 22일,18.0,25.4,10.8,0.0,0.0,14.599999999999998
113,2016년 4월 23일,16.5,21.3,13.0,0.0,0.0,8.3
114,2016년 4월 24일,15.8,24.7,7.5,0.0,0.0,17.2
115,2016년 4월 25일,16.7,27.3,8.1,0.0,0.0,19.200000000000003
116,2016년 4월 26일,17.7,27.2,8.7,0.0,3.6,18.5
117,2016년 4월 27일,12.9,15.8,11.9,0.0,25.8,3.9
118,2016년 4월 28일,13.7,19.6,9.4,0.0,4.5,10.2
119,2016년 4월 29일,14.2,22.2,7.0,0.0,0.0,15.2
120,2016년 4월 30일,16.0,25.6,6.2,0.0,0.0,19.4
121,2016년 5월 1일,17.5,27.9,8.2,0.0,0.0,19.7
122,2016년 5월 2일,18.3,25.0,10.1,0.0,0.7,14.9
123,2016년 5월 3일,15.4,19.7,12.3,0.0,10.7,7.399999999999999
124,2016년 5월 4일,15.2,23.2,7.8,0.0,0.0,15.4
125,2016년 5월 5일,17.4,26.7,6.3,0.0,0.1,20.4
126,2016년 5월 6일,20.4,25.9,15.1,0.0,0.1,10.8
127,2016년 5월 7일,16.3,22.9,10.6,0.0,0.0,12.3
128,2016년 5월 8일,17.3,25.5,7.3,0.0,0.0,18.2
129,2016년 5월 9일,17.5,21.3,14.7,0.0,0.0,6.600000000000001
130,2016년 5월 10일,14.2,16.2,13.0,0.0,22.0,3.1999999999999997
131,2016년 5월 11일,17.1,22.9,12.5,0.0,0.2,10.4
132,2016년 5월 12일,18.9,25.9,12.8,0.0,0.0,13.099999999999998
133,2016년 5월 13일,17.0,22.9,12.9,0.0,0.0,9.999999999999998
134,2016년 5월 14일,19.1,26.4,13.3,0.0,0.0,13.099999999999998
135,2016년 5월 15일,18.6,23.3,12.2,0.0,10.6,11.1
136,2016년 5월 16일,13.6,20.8,8.4,0.0,17.4,12.4
137,2016년 5월 17일,17.0,27.2,5.9,0.0,0.0,21.3
138,2016년 5월 18일,20.6,31.1,10.3,0.0,0.0,20.8
139,2016년 5월 19일,19.9,28.2,12.4,0.0,0.0,15.8
140,2016년 5월 20일,20.2,29.2,10.0,0.0,0.0,19.2
141,2016년 5월 21일,21.1,28.7,13.6,0.0,0.0,15.1
142,2016년 5월 22일,21.3,29.1,13.5,0.0,0.0,15.6
143,2016년 5월 23일,21.8,28.8,13.2,0.0,0.0,15.6
144,2016년 5월 24일,17.7,21.7,13.7,0.0,26.6,8.0
145,2016년 5월 25일,18.4,26.4,11.9,0.0,0.0,14.499999999999998
146,2016년 5월 26일,20.7,27.4,13.7,0.0,0.0,13.7
147,2016년 5월 27일,22.8,28.9,17.6,0.0,0.0,11.299999999999995
148,2016년 5월 28일,20.7,26.8,16.7,0.0,0.0,10.1
149,2016년 5월 29일,19.4,26.4,15.7,0.0,1.8,10.7
150,2016년 5월 30일,20.8,29.0,12.4,0.0,0.0,16.6
151,2016년 5월 31일,21.1,27.7,13.5,0.0,0.0,14.2
152,2016년 6월 1일,21.9,27.4,15.8,0.0,0.0,11.599999999999998
153,2016년 6월 2일,21.5,28.7,14.1,0.0,0.0,14.6
154,2016년 6월 3일,21.6,28.4,14.0,0.0,0.0,14.4
155,2016년 6월 4일,17.4,20.0,14.5,0.0,11.6,5.5
156,2016년 6월 5일,21.3,27.2,13.4,0.0,0.0,13.8
157,2016년 6월 6일,19.6,22.1,18.2,0.0,0.3,3.900000000000002
158,2016년 6월 7일,21.4,26.2,18.1,0.0,0.0,8.099999999999998
159,2016년 6월 8일,21.8,25.4,18.8,0.0,0.0,6.599999999999998
160,2016년 6월 9일,22.9,29.8,17.2,0.0,0.0,12.6
161,2016년 6월 10일,23.4,29.2,18.0,0.0,0.0,11.2
162,2016년 6월 11일,23.5,28.6,19.2,0.0,0.0,9.400000000000002
163,2016년 6월 12일,22.8,25.4,20.6,0.0,0.4,4.799999999999997
164,2016년 6월 13일,24.0,30.3,20.0,0.0,0.0,10.3
165,2016년 6월 14일,23.3,29.8,18.4,0.0,0.0,11.400000000000002
166,2016년 6월 15일,21.5,25.1,18.0,0.0,13.8,7.100000000000001
167,2016년 6월 16일,21.6,25.1,17.3,0.0,0.0,7.800000000000001
168,2016년 6월 17일,22.7,29.9,15.7,0.0,0.0,14.2
169,2016년 6월 18일,23.6,30.1,17.2,0.0,0.4,12.900000000000002
170,2016년 6월 19일,24.8,30.4,20.6,0.0,0.0,9.799999999999995
171,2016년 6월 20일,21.9,25.4,17.8,0.0,6.3,7.599999999999998
172,2016년 6월 21일,24.6,30.1,20.4,0.0,0.2,9.700000000000005
173,2016년 6월 22일,22.2,24.6,20.2,0.0,4.9,4.400000000000002
174,2016년 6월 23일,24.8,30.9,19.5,0.0,0.0,11.4
175,2016년 6월 24일,21.6,24.8,18.7,0.0,41.5,6.100000000000001
176,2016년 6월 25일,22.3,27.5,18.3,0.0,0.0,9.2
177,2016년 6월 26일,22.1,29.2,17.0,0.0,0.0,12.2
178,2016년 6월 27일,21.1,26.1,15.7,0.0,0.0,10.400000000000002
179,2016년 6월 28일,22.2,26.4,18.1,0.0,0.0,8.299999999999997
180,2016년 6월 29일,22.4,26.0,18.8,0.0,0.3,7.199999999999999
181,2016년 6월 30일,24.3,30.1,20.7,0.0,0.0,9.400000000000002
182,2016년 7월 1일,24.8,28.5,22.8,0.0,31.9,5.699999999999999
183,2016년 7월 2일,23.2,26.1,21.8,0.0,42.0,4.300000000000001
184,2016년 7월 3일,21.6,23.5,19.9,0.0,46.1,3.6000000000000014
185,2016년 7월 4일,25.1,28.6,20.7,0.0,1.0,7.900000000000002
186,2016년 7월 5일,27.5,30.8,24.4,0.0,38.4,6.400000000000002
187,2016년 7월 6일,26.1,29.9,24.1,0.0,81.5,5.799999999999997
188,2016년 7월 7일,25.4,32.2,21.9,0.0,0.0,10.300000000000004
189,2016년 7월 8일,25.3,31.4,20.6,0.0,0.0,10.799999999999995
190,2016년 7월 9일,27.3,33.6,22.2,0.0,0.0,11.400000000000002
191,2016년 7월 10일,26.7,31.5,22.4,0.0,0.0,9.1
192,2016년 7월 11일,25.1,28.6,23.6,0.0,0.4,5.0
193,2016년 7월 12일,24.8,27.4,22.9,0.0,8.1,4.5
194,2016년 7월 13일,25.8,31.1,22.2,0.0,0.1,8.900000000000002
195,2016년 7월 14일,25.5,30.6,21.4,0.0,0.0,9.200000000000005
196,2016년 7월 15일,25.6,30.7,22.0,0.0,0.0,8.7
197,2016년 7월 16일,22.5,24.3,20.9,0.0,20.8,3.400000000000002
198,2016년 7월 17일,23.9,28.4,21.1,0.0,0.0,7.299999999999997
199,2016년 7월 18일,23.4,29.7,18.4,0.0,0.0,11.3
200,2016년 7월 19일,24.7,31.4,19.6,0.0,5.6,11.799999999999995
201,2016년 7월 20일,26.0,31.5,20.7,0.0,0.0,10.8
202,2016년 7월 21일,26.1,31.8,21.0,0.0,0.0,10.8
203,2016년 7월 22일,26.2,31.8,21.7,0.0,0.0,10.1
204,2016년 7월 23일,26.7,32.9,21.1,0.0,0.0,11.799999999999995
205,2016년 7월 24일,28.0,33.5,22.4,0.0,0.0,11.1
206,2016년 7월 25일,28.9,33.5,25.3,0.0,0.0,8.2
207,2016년 7월 26일,29.2,34.2,24.0,0.0,0.0,10.200000000000005
208,2016년 7월 27일,28.1,33.0,23.4,0.0,5.0,9.6
209,2016년 7월 28일,28.1,33.3,24.2,0.0,5.5,9.099999999999998
210,2016년 7월 29일,29.1,34.4,24.1,0.0,0.0,10.299999999999995
211,2016년 7월 30일,29.5,34.8,25.3,0.0,0.2,9.499999999999996
212,2016년 7월 31일,28.4,34.8,24.6,0.0,0.0,10.199999999999996
213,2016년 8월 1일,28.3,34.4,23.2,0.0,0.0,11.2
214,2016년 8월 2일,26.7,31.8,23.0,0.0,0.3,8.8
215,2016년 8월 3일,26.5,31.6,22.2,0.0,0.0,9.400000000000002
216,2016년 8월 4일,28.2,33.6,23.2,0.0,0.0,10.400000000000002
217,2016년 8월 5일,28.4,34.5,23.3,0.0,0.0,11.2
218,2016년 8월 6일,27.8,34.6,23.4,0.0,0.0,11.200000000000005
219,2016년 8월 7일,26.9,34.8,22.8,0.0,29.9,11.999999999999996
220,2016년 8월 8일,26.3,34.5,22.5,0.0,51.1,12.0
221,2016년 8월 9일,27.1,33.9,23.0,0.0,1.4,10.9
222,2016년 8월 10일,28.6,34.4,24.5,0.0,0.0,9.9
223,2016년 8월 11일,29.3,35.9,23.4,0.0,0.0,12.5
224,2016년 8월 12일,29.3,36.2,24.0,0.0,0.0,12.200000000000005
225,2016년 8월 13일,28.8,35.4,23.3,0.0,0.0,12.099999999999998
226,2016년 8월 14일,28.7,35.4,23.1,0.0,0.0,12.299999999999995
227,2016년 8월 15일,27.2,32.3,24.2,0.0,0.0,8.099999999999998
228,2016년 8월 16일,28.1,34.0,23.2,0.0,0.0,10.8
229,2016년 8월 17일,27.5,34.3,22.8,0.0,0.0,11.499999999999996
230,2016년 8월 18일,27.9,33.9,24.2,0.0,0.0,9.7
231,2016년 8월 19일,27.7,34.0,22.7,0.0,0.0,11.3
232,2016년 8월 20일,28.2,35.0,23.3,0.0,0.0,11.7
233,2016년 8월 21일,28.6,35.8,22.5,0.0,0.0,13.299999999999995
234,2016년 8월 22일,28.4,35.3,22.4,0.0,0.0,12.9
235,2016년 8월 23일,27.4,32.9,24.3,0.0,13.1,8.599999999999998
236,2016년 8월 24일,27.6,35.0,22.4,0.0,0.0,12.6
237,2016년 8월 25일,26.6,34.6,19.8,0.0,0.0,14.8
238,2016년 8월 26일,21.8,25.8,18.3,0.0,8.9,7.5
239,2016년 8월 27일,22.2,26.3,18.4,0.0,0.2,7.900000000000002
240,2016년 8월 28일,19.0,23.5,16.4,0.0,17.3,7.100000000000001
241,2016년 8월 29일,19.9,26.6,15.4,0.0,0.0,11.2
242,2016년 8월 30일,20.1,24.0,15.4,0.0,0.1,8.6
243,2016년 8월 31일,23.5,27.3,19.2,0.0,0.4,8.100000000000001
244,2016년 9월 1일,25.5,30.4,21.6,0.0,0.0,8.799999999999997
245,2016년 9월 2일,20.1,24.0,17.7,0.0,20.4,6.300000000000001
246,2016년 9월 3일,24.7,31.2,19.7,0.0,0.0,11.5
247,2016년 9월 4일,25.2,30.9,22.0,0.0,21.4,8.899999999999999
248,2016년 9월 5일,24.9,30.5,21.4,0.0,0.0,9.1
249,2016년 9월 6일,22.8,26.1,19.5,0.0,0.0,6.600000000000001
250,2016년 9월 7일,22.4,26.2,18.2,0.0,1.1,8.0
251,2016년 9월 8일,22.3,28.5,15.7,0.0,0.0,12.8
252,2016년 9월 9일,22.3,29.4,17.4,0.0,0.0,12.0
253,2016년 9월 10일,21.5,28.7,16.3,0.0,1.2,12.4
254,2016년 9월 11일,21.9,26.7,18.2,0.0,0.2,8.5
255,2016년 9월 12일,21.1,25.7,18.3,0.0,6.3,7.399999999999999
256,2016년 9월 13일,22.3,29.9,15.8,0.0,0.0,14.099999999999998
257,2016년 9월 14일,23.4,28.4,19.3,0.0,0.0,9.099999999999998
258,2016년 9월 15일,23.5,29.3,18.2,0.0,0.0,11.1
259,2016년 9월 16일,21.1,22.3,19.9,0.0,11.3,2.400000000000002
260,2016년 9월 17일,19.9,21.7,18.5,0.0,113.4,3.1999999999999997
261,2016년 9월 18일,20.4,22.2,18.3,0.0,0.9,3.899999999999999
262,2016년 9월 19일,20.7,23.8,19.2,0.0,0.0,4.600000000000001
263,2016년 9월 20일,19.7,24.4,15.6,0.0,0.0,8.799999999999999
264,2016년 9월 21일,18.8,24.0,13.2,0.0,0.0,10.8
265,2016년 9월 22일,20.0,26.2,16.4,0.0,0.0,9.8
266,2016년 9월 23일,20.8,27.1,15.0,0.0,0.0,12.1
267,2016년 9월 24일,21.2,28.0,15.3,0.0,0.0,12.7
268,2016년 9월 25일,21.1,27.5,16.1,0.0,0.0,11.4
269,2016년 9월 26일,22.6,27.6,19.0,0.0,2.8,8.600000000000001
270,2016년 9월 27일,24.6,30.6,19.9,0.0,11.8,10.700000000000005
271,2016년 9월 28일,21.2,23.4,19.8,0.0,5.6,3.599999999999998
272,2016년 9월 29일,19.4,21.1,17.5,0.0,1.7,3.6000000000000014
273,2016년 9월 30일,17.6,19.4,16.1,0.0,18.5,3.299999999999997
274,2016년 10월 1일,19.5,22.5,16.4,0.0,6.5,6.100000000000001
275,2016년 10월 2일,22.3,25.5,18.9,0.0,1.2,6.600000000000001
276,2016년 10월 3일,22.9,26.2,20.0,0.0,12.6,6.199999999999999
277,2016년 10월 4일,21.8,29.3,16.4,0.0,0.1,12.900000000000002
278,2016년 10월 5일,19.2,22.9,16.6,0.0,63.8,6.299999999999997
279,2016년 10월 6일,18.3,25.5,14.0,0.0,0.0,11.5
280,2016년 10월 7일,16.9,21.9,12.6,0.0,5.3,9.3
281,2016년 10월 8일,16.6,19.8,11.7,0.0,46.6,8.100000000000001
282,2016년 10월 9일,12.5,18.0,8.0,0.0,0.0,10.0
283,2016년 10월 10일,13.2,19.3,7.9,0.0,0.0,11.4
284,2016년 10월 11일,14.0,20.5,10.7,0.0,0.0,9.8
285,2016년 10월 12일,14.4,21.8,9.5,0.0,0.0,12.3
286,2016년 10월 13일,14.0,18.6,10.6,0.0,0.0,8.000000000000002
287,2016년 10월 14일,14.9,24.6,7.4,0.0,0.0,17.200000000000003
288,2016년 10월 15일,16.1,24.7,8.9,0.0,0.0,15.8
289,2016년 10월 16일,15.0,15.8,13.5,0.0,59.1,2.3000000000000007
290,2016년 10월 17일,17.7,23.0,13.8,0.0,1.5,9.2
291,2016년 10월 18일,16.7,23.0,12.3,0.0,0.0,10.7
292,2016년 10월 19일,15.9,23.3,11.5,0.0,0.0,11.8
293,2016년 10월 20일,16.1,20.6,10.3,0.0,0.0,10.3
294,2016년 10월 21일,17.1,18.5,15.7,0.0,0.0,2.8000000000000007
295,2016년 10월 22일,17.8,22.2,14.7,0.0,0.0,7.5
296,2016년 10월 23일,15.8,18.0,12.5,0.0,0.0,5.5
297,2016년 10월 24일,15.6,19.7,12.5,0.0,0.0,7.199999999999999
298,2016년 10월 25일,15.3,19.4,11.3,0.0,10.3,8.099999999999998
299,2016년 10월 26일,14.1,18.9,11.0,0.0,0.0,7.899999999999999
300,2016년 10월 27일,13.7,18.6,7.4,0.0,0.0,11.2
301,2016년 10월 28일,13.7,15.8,12.3,0.0,3.4,3.5
302,2016년 10월 29일,10.2,13.8,5.5,0.0,0.0,8.3
303,2016년 10월 30일,7.9,16.2,3.2,0.0,0.0,13.0
304,2016년 10월 31일,8.1,11.6,4.1,0.0,0.1,7.5
305,2016년 11월 1일,4.7,9.4,0.4,0.0,0.0,9.0
306,2016년 11월 2일,4.8,12.2,-2.1,0.0,0.0,14.3
307,2016년 11월 3일,7.3,14.8,1.3,0.0,0.1,13.5
308,2016년 11월 4일,7.8,16.7,0.7,0.0,0.0,16.0
309,2016년 11월 5일,11.7,19.9,5.3,0.0,0.0,14.599999999999998
310,2016년 11월 6일,11.9,18.2,6.7,0.0,0.0,11.5
311,2016년 11월 7일,14.2,18.9,9.1,0.0,0.0,9.8
312,2016년 11월 8일,8.2,13.8,2.8,0.0,0.8,11.0
313,2016년 11월 9일,3.8,11.4,-2.8,0.0,0.0,14.2
314,2016년 11월 10일,7.2,13.1,2.9,0.0,2.9,10.2
315,2016년 11월 11일,8.4,15.2,3.8,0.0,0.6,11.4
316,2016년 11월 12일,8.4,18.9,0.7,0.0,0.0,18.2
317,2016년 11월 13일,11.4,17.2,5.2,0.0,0.0,12.0
318,2016년 11월 14일,15.0,18.5,11.2,0.0,0.1,7.300000000000001
319,2016년 11월 15일,9.6,15.5,1.5,0.0,0.0,14.0
320,2016년 11월 16일,5.2,13.5,-1.8,0.0,0.0,15.3
321,2016년 11월 17일,9.6,19.2,2.8,0.0,0.0,16.4
322,2016년 11월 18일,9.7,14.5,2.8,0.0,5.0,11.7
323,2016년 11월 19일,13.4,15.3,11.1,0.0,0.6,4.200000000000001
324,2016년 11월 20일,13.0,19.7,6.6,0.0,0.0,13.1
325,2016년 11월 21일,11.2,16.4,6.0,0.0,0.0,10.4
326,2016년 11월 22일,6.5,11.7,2.1,0.0,0.0,9.6
327,2016년 11월 23일,2.6,8.2,-1.3,0.0,0.0,9.5
328,2016년 11월 24일,0.5,5.6,-2.3,0.0,0.0,7.899999999999999
329,2016년 11월 25일,2.2,9.0,-2.6,0.0,0.0,11.6
330,2016년 11월 26일,0.0,2.4,-3.5,0.0,5.4,5.9
331,2016년 11월 27일,2.7,9.1,-0.1,0.0,0.0,9.2
332,2016년 11월 28일,3.5,8.9,-2.1,0.0,0.0,11.0
333,2016년 11월 29일,2.3,11.5,-3.5,0.0,0.0,15.0
334,2016년 11월 30일,4.1,9.1,-1.9,0.0,3.6,11.0
335,2016년 12월 1일,4.9,10.2,-1.5,0.0,0.6,11.7
336,2016년 12월 2일,1.6,10.4,-4.6,0.0,0.0,15.0
337,2016년 12월 3일,2.1,12.4,-5.0,0.0,0.0,17.4
338,2016년 12월 4일,3.7,8.8,-0.8,0.0,0.0,9.6
339,2016년 12월 5일,7.5,13.4,2.9,0.0,0.0,10.5
340,2016년 12월 6일,1.6,7.1,-4.1,0.0,0.0,11.2
341,2016년 12월 7일,-1.8,2.4,-5.6,0.0,0.2,8.0
342,2016년 12월 8일,2.1,9.4,-2.7,0.0,0.2,12.1
343,2016년 12월 9일,4.0,8.7,-2.7,0.0,2.0,11.4
344,2016년 12월 10일,-0.3,8.8,-5.6,0.0,0.0,14.4
345,2016년 12월 11일,-0.8,9.0,-8.0,0.0,0.0,17.0
346,2016년 12월 12일,3.2,9.4,-3.6,0.0,0.0,13.0
347,2016년 12월 13일,6.2,10.4,2.6,0.0,0.0,7.800000000000001
348,2016년 12월 14일,-0.1,4.2,-4.4,0.0,0.0,8.600000000000001
349,2016년 12월 15일,-1.8,2.6,-5.4,0.0,0.0,8.0
350,2016년 12월 16일,-2.6,3.0,-8.2,0.0,0.0,11.2
351,2016년 12월 17일,1.9,10.2,-2.7,0.0,0.0,12.9
352,2016년 12월 18일,1.9,10.0,-5.0,0.0,0.0,15.0
353,2016년 12월 19일,7.5,11.3,3.3,0.0,3.9,8.0
354,2016년 12월 20일,8.6,15.1,4.6,0.0,0.0,10.5
355,2016년 12월 21일,9.1,14.6,1.8,0.0,11.3,12.8
356,2016년 12월 22일,8.4,18.4,3.9,0.0,12.2,14.499999999999998
357,2016년 12월 23일,1.3,4.0,0.3,0.0,3.3,3.7
358,2016년 12월 24일,0.4,3.6,-1.7,0.0,0.0,5.3
359,2016년 12월 25일,2.7,10.8,-4.3,0.0,0.0,15.1
360,2016년 12월 26일,4.8,6.7,2.8,0.0,12.5,3.9
361,2016년 12월 27일,1.0,3.8,-4.3,0.0,0.0,8.1
362,2016년 12월 28일,-2.3,5.6,-8.2,0.0,0.0,13.8
363,2016년 12월 29일,-2.9,2.0,-6.4,0.0,0.3,8.4
364,2016년 12월 30일,-2.8,5.1,-9.0,0.0,0.0,14.1
365,2016년 12월 31일,0.2,6.0,-4.7,0.0,0.0,10.7
366,2017년 1월 1일,2.2,10.7,-3.2,0.0,0.0,13.9
367,2017년 1월 2일,4.0,11.3,-0.9,0.0,0.4,12.2
368,2017년 1월 3일,2.2,10.1,-2.4,0.0,0.0,12.5
